Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SALVACION
,Departamento :,MADRE DE DIOS,Provincia :,MANU,Distrito :,MANU
2020/04/04,10:00,25.6,0.0,83,189,1.7
2020/04/04,11:00,27.4,0.0,79,257,0.8
2020/04/04,12:00,28.4,0.0,77,16,1.7
2020/04/04,13:00,29.6,0.0,71,347,1.4
2020/04/04,14:00,30.0,0.0,68,28,1.9
2020/04/04,15:00,30.0,0.0,66,28,2.1
2020/04/04,16:00,28.5,0.0,71,5,1.5
2020/04/04,17:00,28.5,0.0,74,319,0.6
2020/04/04,18:00,26.1,0.0,83,100,0.7
2020/04/04,19:00,24.5,0.0,89,125,0.4
2020/04/04,20:00,24.1,0.0,92,108,0.2
2020/04/04,21:00,24.1,0.0,93,150,0.4
2020/04/04,22:00,23.9,0.0,95,142,1.5
2020/04/04,23:00,23.9,0.0,95,139,0.3
2020/04/05,00:00,23.6,0.0,96,159,1.0
2020/04/05,01:00,23.4,0.0,97,158,1.7
2020/04/05,02:00,23.0,0.0,96,114,1.2
2020/04/05,03:00,22.8,0.0,97,163,0.7
2020/04/05,04:00,22.6,0.0,98,230,0.0
2020/04/05,05:00,22.6,0.0,98,181,0.9
2020/04/05,06:00,22.5,0.0,98,130,1.6
2020/04/05,07:00,22.4,0.0,97,352,1.1
2020/04/05,08:00,22.3,0.0,98,341,0.3
2020/04/05,09:00,22.3,0.0,98,341,0.3
2020/04/05,10:00,22.4,0.0,98,326,0.8
2020/04/05,11:00,22.6,0.0,98,350,1.7
2020/04/05,12:00,22.4,0.0,97,303,0.7
2020/04/05,13:00,23.6,0.0,95,264,0.4
2020/04/05,14:00,24.2,0.0,94,306,0.6
2020/04/05,15:00,25.5,0.0,89,284,0.5
2020/04/05,16:00,26.2,0.0,86,215,0.7
2020/04/05,17:00,25.3,0.0,88,183,0.3
2020/04/05,18:00,24.4,0.0,91,278,0.3
2020/04/05,19:00,24.4,0.0,91,278,0.3
2020/04/05,20:00,22.5,0.0,97,93,1.1
2020/04/05,21:00,22.1,0.0,98,122,0.1
2020/04/05,22:00,22.0,0.0,98,141,1.5
2020/04/05,23:00,22.6,0.0,97,128,1.5
2020/04/06,00:00,22.0,0.0,98,40,0.1
2020/04/06,01:00,21.6,0.0,99,162,0.2
2020/04/06,02:00,22.1,0.0,98,145,0.7
2020/04/06,03:00,21.8,0.0,98,149,0.6
2020/04/06,04:00,21.9,0.0,98,135,1.2
2020/04/06,05:00,21.9,0.0,97,2,1.1
2020/04/06,06:00,21.5,0.0,99,157,1.0
2020/04/06,07:00,22.1,0.0,98,174,1.6
2020/04/06,08:00,23.4,0.0,95,208,0.7
2020/04/06,09:00,23.4,0.0,95,208,0.7
2020/04/06,10:00,27.7,0.0,82,270,0.5
2020/04/06,11:00,29.0,0.0,79,292,1.6
2020/04/06,12:00,29.7,0.0,76,52,0.9
2020/04/06,13:00,30.5,0.0,72,355,1.8
2020/04/06,14:00,30.9,0.0,71,357,1.1
2020/04/06,15:00,30.3,0.0,74,258,0.7
2020/04/06,16:00,30.6,0.0,71,338,1.1
2020/04/06,17:00,28.2,0.0,78,6,1.2
2020/04/06,18:00,26.4,0.0,86,25,0.3
2020/04/06,19:00,24.5,0.0,92,94,0.8
2020/04/06,20:00,24.1,0.0,94,103,0.6
2020/04/06,21:00,24.5,0.0,93,138,1.7
2020/04/06,22:00,24.0,0.0,94,340,0.8
2020/04/06,23:00,23.3,0.0,96,148,1.0
2020/04/07,00:00,23.6,0.0,96,114,0.7
2020/04/07,01:00,23.3,0.0,97,76,0.5
2020/04/07,02:00,23.1,0.0,98,343,0.3
2020/04/07,03:00,23.2,0.0,99,129,0.7
2020/04/07,04:00,22.8,0.0,99,123,0.4
2020/04/07,05:00,22.9,0.0,98,124,1.6
2020/04/07,06:00,22.7,0.0,98,48,0.1
2020/04/07,07:00,22.8,0.0,99,172,1.4
2020/04/07,08:00,23.6,0.0,98,131,1.4
2020/04/07,09:00,23.6,0.0,98,131,1.4
2020/04/07,10:00,26.3,0.0,88,124,0.6
2020/04/07,11:00,25.7,0.0,89,2,0.4
2020/04/07,12:00,25.5,0.0,91,151,1.2
2020/04/07,13:00,28.8,0.0,81,299,0.7
2020/04/07,14:00,27.1,0.0,86,151,1.3
2020/04/07,15:00,24.6,0.0,93,187,0.7
2020/04/07,16:00,23.1,0.0,95,199,0.8
2020/04/07,17:00,21.9,0.0,98,192,0.4
2020/04/07,18:00,21.4,0.0,98,47,0.5
2020/04/07,19:00,20.9,0.0,98,7,1.7
2020/04/07,20:00,20.5,0.0,98,321,0.4
2020/04/07,21:00,20.3,0.0,99,266,0.0
2020/04/07,22:00,20.0,0.0,99,154,0.3
2020/04/07,23:00,19.6,0.0,99,106,0.2
2020/04/08,00:00,19.6,0.0,99,56,0.0
2020/04/08,01:00,19.7,0.0,99,115,0.3
2020/04/08,02:00,19.3,0.0,100,108,0.1
2020/04/08,03:00,19.1,0.0,100,124,0.1
2020/04/08,04:00,19.1,0.0,100,96,0.2
2020/04/08,05:00,19.1,0.0,100,90,0.7
2020/04/08,06:00,19.3,0.0,100,17,0.5
2020/04/08,07:00,19.7,0.0,100,188,0.3
2020/04/08,08:00,20.7,0.0,100,191,0.9
2020/04/08,09:00,22.3,0.0,96,340,0.3
2020/04/08,10:00,23.6,0.0,91,16,0.6
2020/04/08,11:00,24.9,0.0,88,295,0.8
2020/04/08,12:00,24.9,0.0,88,295,0.8
2020/04/08,13:00,27.5,0.0,79,16,1.8
2020/04/08,14:00,27.0,0.0,76,91,2.1
2020/04/08,15:00,24.4,0.0,81,337,1.7
2020/04/08,16:00,23.8,0.0,83,150,1.9
2020/04/08,17:00,22.8,0.0,86,174,1.5
2020/04/08,18:00,22.0,0.0,91,146,1.3
2020/04/08,19:00,21.9,0.0,92,108,0.8
2020/04/08,20:00,21.7,0.0,93,129,1.5
2020/04/08,21:00,21.5,0.0,94,122,1.3
2020/04/08,22:00,21.3,0.0,95,134,1.2
2020/04/08,23:00,21.1,0.0,94,107,1.1
2020/04/09,00:00,21.1,0.0,95,153,0.2
2020/04/09,01:00,20.9,0.0,97,292,0.0
2020/04/09,02:00,20.8,0.0,98,208,0.4
2020/04/09,03:00,20.8,0.0,98,170,0.3
2020/04/09,04:00,20.8,0.0,98,141,0.7
2020/04/09,05:00,20.8,0.0,97,124,1.0
2020/04/09,06:00,20.7,0.0,98,134,0.0
2020/04/09,07:00,20.9,0.0,99,213,0.0
2020/04/09,08:00,22.0,0.0,95,118,0.4
2020/04/09,09:00,23.2,0.0,92,163,1.1
2020/04/09,10:00,24.6,0.0,89,296,1.2
2020/04/09,11:00,26.1,0.0,87,303,1.0
2020/04/09,12:00,28.3,0.0,77,53,0.9
2020/04/09,13:00,29.0,0.0,67,298,1.3
2020/04/09,14:00,28.0,0.0,67,68,1.5
2020/04/09,15:00,27.0,0.0,75,106,1.1
2020/04/09,16:00,27.3,0.0,75,275,0.3
2020/04/09,17:00,28.0,0.0,72,260,0.4
2020/04/09,18:00,25.2,0.0,81,147,1.1
2020/04/09,19:00,23.2,0.0,89,167,1.4
2020/04/09,20:00,22.2,0.0,91,140,1.0
2020/04/09,21:00,22.4,0.0,91,139,1.6
2020/04/09,22:00,22.4,0.0,91,139,1.6
2020/04/09,23:00,21.9,0.0,93,350,0.0
2020/04/10,00:00,22.1,0.0,93,138,1.4
2020/04/10,01:00,22.4,0.0,90,132,1.3
2020/04/10,02:00,22.2,0.0,90,124,1.0
2020/04/10,03:00,22.1,0.0,90,155,0.8
2020/04/10,04:00,21.7,0.0,92,139,0.4
2020/04/10,05:00,21.3,0.0,95,142,0.8
2020/04/10,06:00,21.2,0.0,96,10,0.0
2020/04/10,07:00,21.0,0.0,97,344,1.4
2020/04/10,08:00,20.6,0.0,98,343,1.1
2020/04/10,09:00,20.8,0.0,98,299,0.6
2020/04/10,10:00,20.8,0.0,97,260,0.5
2020/04/10,11:00,21.6,0.0,94,261,0.3
2020/04/10,12:00,22.7,0.0,87,162,1.6
2020/04/10,13:00,23.1,0.0,83,251,0.7
2020/04/10,14:00,23.6,0.0,78,105,1.1
2020/04/10,15:00,23.8,0.0,77,1,1.3
2020/04/10,16:00,23.8,0.0,76,2,0.4
2020/04/10,17:00,23.5,0.0,79,78,0.2
2020/04/10,18:00,21.7,0.0,88,100,0.2
2020/04/10,19:00,20.8,0.0,91,131,0.7
2020/04/10,20:00,20.7,0.0,90,140,1.6
2020/04/10,21:00,20.8,0.0,88,148,1.3
2020/04/10,22:00,20.9,0.0,85,132,1.6
2020/04/10,23:00,20.9,0.0,84,138,1.4
2020/04/11,00:00,20.8,0.0,84,145,1.9
2020/04/11,01:00,20.4,0.0,85,133,1.0
2020/04/11,02:00,19.7,0.0,89,150,0.4
2020/04/11,03:00,20.0,0.0,89,142,1.5
2020/04/11,04:00,20.1,0.0,88,155,1.4
2020/04/11,05:00,19.8,0.0,90,39,0.2
2020/04/11,06:00,19.7,0.0,92,147,1.3
2020/04/11,07:00,20.1,0.0,90,147,1.1
2020/04/11,08:00,21.1,0.0,88,226,0.2
2020/04/11,09:00,23.0,0.0,83,181,0.6
2020/04/11,10:00,24.6,0.0,77,341,1.1
2020/04/11,11:00,25.6,0.0,73,334,1.8
2020/04/11,12:00,26.5,0.0,70,347,1.5
2020/04/11,13:00,26.3,0.0,68,350,2.5
2020/04/11,14:00,26.3,0.0,69,348,1.9
2020/04/11,15:00,25.7,0.0,72,337,1.3
2020/04/11,16:00,24.9,0.0,74,6,0.9
2020/04/11,17:00,23.9,0.0,83,88,0.6
2020/04/11,18:00,22.8,0.0,88,86,0.6
2020/04/11,19:00,22.1,0.0,91,104,0.5
2020/04/11,20:00,21.8,0.0,92,126,0.8
2020/04/11,21:00,21.9,0.0,89,144,1.6
2020/04/11,22:00,21.5,0.0,88,153,0.6
2020/04/11,23:00,21.0,0.0,92,253,0.0
2020/04/12,00:00,20.7,0.0,94,120,0.0
2020/04/12,01:00,20.6,0.0,95,136,0.8
2020/04/12,02:00,21.1,0.0,93,59,0.3
2020/04/12,03:00,20.8,0.0,94,67,0.1
2020/04/12,04:00,20.6,0.0,96,28,0.1
2020/04/12,05:00,20.7,0.0,96,159,1.3
2020/04/12,06:00,20.9,0.0,95,6,0.4
2020/04/12,07:00,20.8,0.0,97,343,0.3
2020/04/12,08:00,21.9,0.0,95,182,1.2
2020/04/12,09:00,23.7,0.0,90,197,0.9
2020/04/12,10:00,25.4,0.0,84,289,0.6
2020/04/12,11:00,25.9,0.0,80,323,1.2
2020/04/12,12:00,26.7,0.0,77,331,1.5
2020/04/12,13:00,28.2,0.0,71,350,2.0
2020/04/12,14:00,27.0,0.0,70,16,2.3
2020/04/12,15:00,26.8,0.0,69,323,1.8
2020/04/12,16:00,25.8,0.0,74,347,1.2
2020/04/12,17:00,24.9,0.0,78,12,0.2
2020/04/12,18:00,23.4,0.0,86,81,0.9
2020/04/12,19:00,22.4,0.0,90,88,0.6
2020/04/12,20:00,22.0,0.0,92,110,0.4
2020/04/12,21:00,21.7,0.0,94,148,0.8
2020/04/12,22:00,21.6,0.0,94,66,0.0
2020/04/12,23:00,21.1,0.0,96,14,0.5
2020/04/13,00:00,21.1,0.0,96,174,1.0
2020/04/13,01:00,21.0,0.0,97,135,0.5
2020/04/13,02:00,21.3,0.0,95,138,1.5
2020/04/13,03:00,21.2,0.0,94,142,1.2
2020/04/13,04:00,21.2,0.0,94,142,1.2
2020/04/13,05:00,20.5,0.0,95,145,1.7
2020/04/13,06:00,20.5,0.0,95,148,1.6
2020/04/13,07:00,20.8,0.0,95,158,1.1
2020/04/13,08:00,22.2,0.0,92,177,1.4
2020/04/13,09:00,23.9,0.0,86,170,1.6
2020/04/13,10:00,24.9,0.0,83,177,1.1
2020/04/13,11:00,26.8,0.0,76,136,1.1
2020/04/13,12:00,28.3,0.0,69,358,1.2
2020/04/13,13:00,27.3,0.0,72,353,2.5
2020/04/13,14:00,26.2,0.0,78,1,1.8
2020/04/13,15:00,25.3,0.0,81,314,1.1
2020/04/13,16:00,24.2,0.0,88,341,1.3
2020/04/13,17:00,23.0,0.0,93,343,1.7
2020/04/13,18:00,22.2,0.0,95,342,1.1
2020/04/13,19:00,21.8,0.0,96,358,0.5
2020/04/13,20:00,21.6,0.0,97,347,0.2
2020/04/13,21:00,21.6,0.0,98,182,0.6
2020/04/13,22:00,21.7,0.0,98,161,0.0
2020/04/13,23:00,21.8,0.0,98,303,0.0
2020/04/14,00:00,21.8,0.0,99,161,1.2
2020/04/14,01:00,21.8,0.0,99,116,0.0
2020/04/14,02:00,21.9,0.0,99,166,0.6
2020/04/14,03:00,21.9,0.0,99,162,0.5
2020/04/14,04:00,21.9,0.0,99,162,0.5
2020/04/14,05:00,21.9,0.0,99,201,0.2
2020/04/14,06:00,21.9,0.0,100,340,0.3
2020/04/14,07:00,22.1,0.0,100,257,0.1
2020/04/14,08:00,23.2,0.0,98,293,0.4
2020/04/14,09:00,25.0,0.0,93,199,1.2
2020/04/14,10:00,26.8,0.0,87,259,0.5
2020/04/14,11:00,27.5,0.0,85,54,0.9
2020/04/14,12:00,28.5,0.0,81,201,0.5
2020/04/14,13:00,28.7,0.0,78,11,2.6
2020/04/14,14:00,28.2,0.0,77,50,1.4
2020/04/14,15:00,29.5,0.0,73,4,1.8
2020/04/14,16:00,30.1,0.0,69,54,1.2
2020/04/14,17:00,27.5,0.0,79,163,2.3
2020/04/14,18:00,25.8,0.0,86,179,1.7
2020/04/14,19:00,25.8,0.0,86,179,1.7
2020/04/14,20:00,25.1,0.0,87,9,0.7
2020/04/14,21:00,24.0,0.0,92,46,2.4
2020/04/14,22:00,23.1,0.0,94,187,1.6
2020/04/14,23:00,22.4,0.0,96,183,1.2
2020/04/15,00:00,21.4,0.0,98,170,1.0
2020/04/15,01:00,20.9,0.0,99,173,1.6
2020/04/15,02:00,20.9,0.0,100,43,0.4
2020/04/15,03:00,21.0,0.0,100,38,0.2
2020/04/15,04:00,21.1,0.0,100,202,0.2
2020/04/15,05:00,21.3,0.0,100,337,0.6
2020/04/15,06:00,21.3,0.0,100,244,0.7
2020/04/15,07:00,20.7,0.0,100,345,1.3
2020/04/15,08:00,20.2,0.0,100,346,1.9
2020/04/15,09:00,19.9,0.0,100,336,1.9
2020/04/15,10:00,20.1,0.0,100,318,1.5
2020/04/15,11:00,20.1,0.0,99,322,1.8
2020/04/15,12:00,19.8,0.0,99,320,1.4
2020/04/15,13:00,19.5,0.0,99,318,1.4
2020/04/15,14:00,19.7,0.0,99,338,1.7
2020/04/15,15:00,19.5,0.0,99,321,1.6
2020/04/15,16:00,19.2,0.0,99,338,1.0
2020/04/15,17:00,18.8,0.0,99,334,1.0
2020/04/15,18:00,18.4,0.0,100,349,0.5
2020/04/15,19:00,18.4,0.0,100,349,0.5
2020/04/15,20:00,18.2,0.0,99,352,0.7
2020/04/15,21:00,18.1,0.0,99,90,0.3
2020/04/15,22:00,17.9,0.0,99,157,0.0
2020/04/15,23:00,18.0,0.0,99,131,0.6
2020/04/16,00:00,18.3,0.0,98,125,1.4
2020/04/16,01:00,18.1,0.0,97,351,0.8
2020/04/16,02:00,17.5,0.0,99,147,1.4
2020/04/16,03:00,18.3,0.0,98,142,1.2
2020/04/16,04:00,18.7,0.0,96,72,0.6
2020/04/16,05:00,18.2,0.0,98,358,0.9
2020/04/16,06:00,18.3,0.0,99,5,0.4
2020/04/16,07:00,18.4,0.0,99,327,0.9
2020/04/16,08:00,18.3,0.0,99,299,1.3
2020/04/16,09:00,18.2,0.0,98,328,0.9
2020/04/16,10:00,19.7,0.0,93,239,0.3
2020/04/16,11:00,20.9,0.0,88,46,0.4
2020/04/16,12:00,22.5,0.0,85,159,1.0
2020/04/16,13:00,22.7,0.0,84,136,1.3
2020/04/16,14:00,22.2,0.0,82,320,0.4
2020/04/16,15:00,21.7,0.0,84,18,0.5
2020/04/16,16:00,21.8,0.0,83,345,1.0
2020/04/16,17:00,21.3,0.0,86,32,0.4
2020/04/16,18:00,20.2,0.0,89,102,0.6
2020/04/16,19:00,20.2,0.0,89,102,0.6
2020/04/16,20:00,19.0,0.0,94,37,0.2
2020/04/16,21:00,18.9,0.0,95,80,0.4
2020/04/16,22:00,19.1,0.0,95,154,1.3
2020/04/16,23:00,19.0,0.0,94,129,0.9
2020/04/17,00:00,19.0,0.0,94,118,0.2
2020/04/17,01:00,18.7,0.0,96,124,0.3
2020/04/17,02:00,18.7,0.0,97,345,0.3
2020/04/17,03:00,18.8,0.0,97,161,1.0
2020/04/17,04:00,19.0,0.0,97,13,0.2
2020/04/17,05:00,18.7,0.0,98,19,0.2
2020/04/17,06:00,18.7,0.0,98,294,0.3
2020/04/17,07:00,19.0,0.0,98,181,0.7
2020/04/17,08:00,19.8,0.0,96,146,1.6
2020/04/17,09:00,19.8,0.0,96,146,1.6
2020/04/17,10:00,22.7,0.0,88,167,2.2
2020/04/17,11:00,25.0,0.0,82,224,1.1
2020/04/17,12:00,27.2,0.0,71,334,1.5
2020/04/17,13:00,27.7,0.0,63,337,1.1
2020/04/17,14:00,27.0,0.0,64,347,1.5
2020/04/17,15:00,27.9,0.0,61,356,3.1
2020/04/17,16:00,26.9,0.0,57,24,1.2
2020/04/17,17:00,25.1,0.0,72,53,0.3
2020/04/17,18:00,22.8,0.0,81,133,1.3
2020/04/17,19:00,22.5,0.0,82,136,1.4
2020/04/17,20:00,22.3,0.0,82,136,1.6
2020/04/17,21:00,22.2,0.0,80,117,1.4
2020/04/17,22:00,22.0,0.0,81,125,1.2
2020/04/17,23:00,20.7,0.0,87,114,0.5
2020/04/18,00:00,19.9,0.0,92,120,0.5
2020/04/18,01:00,20.2,0.0,92,148,1.1
2020/04/18,02:00,20.4,0.0,90,140,1.4
2020/04/18,03:00,19.9,0.0,90,60,0.6
2020/04/18,04:00,19.8,0.0,91,127,2.0
2020/04/18,05:00,20.1,0.0,89,121,1.1
2020/04/18,06:00,19.5,0.0,91,62,0.2
2020/04/18,07:00,19.6,0.0,93,138,1.4
2020/04/18,08:00,21.7,0.0,86,166,1.4
2020/04/18,09:00,24.0,0.0,79,235,0.6
2020/04/18,10:00,25.7,0.0,77,274,1.2
2020/04/18,11:00,26.7,0.0,73,335,2.6
2020/04/18,12:00,26.7,0.0,73,335,2.6
2020/04/18,13:00,29.1,0.0,53,34,1.9
2020/04/18,14:00,29.4,0.0,49,31,1.7
2020/04/18,15:00,29.9,0.0,47,24,1.2
2020/04/18,16:00,29.1,0.0,50,170,2.2
2020/04/18,17:00,25.7,0.0,66,140,1.2
2020/04/18,18:00,22.6,0.0,79,143,1.0
2020/04/18,19:00,21.5,0.0,85,11,0.2
2020/04/18,20:00,19.9,0.0,90,163,1.5
2020/04/18,21:00,20.6,0.0,89,87,0.5
2020/04/18,22:00,20.8,0.0,89,139,1.5
2020/04/18,23:00,21.1,0.0,87,65,0.6
2020/04/19,00:00,19.5,0.0,92,153,0.3
2020/04/19,01:00,18.5,0.0,95,154,1.5
2020/04/19,02:00,18.1,0.0,95,91,0.3
2020/04/19,03:00,18.8,0.0,95,148,1.4
2020/04/19,04:00,19.2,0.0,93,139,1.6
2020/04/19,05:00,18.5,0.0,94,21,0.2
2020/04/19,06:00,17.9,0.0,96,143,1.6
2020/04/19,07:00,18.6,0.0,95,136,2.3
2020/04/19,08:00,20.3,0.0,89,153,2.3
2020/04/19,09:00,22.9,0.0,82,204,1.0
2020/04/19,10:00,25.3,0.0,77,278,1.0
2020/04/19,11:00,26.8,0.0,73,286,0.9
2020/04/19,12:00,28.0,0.0,67,302,1.5
2020/04/19,13:00,29.1,0.0,62,310,1.7
2020/04/19,14:00,29.8,0.0,59,305,1.7
2020/04/19,15:00,30.1,0.0,56,330,2.3
2020/04/19,16:00,29.5,0.0,56,352,2.4
2020/04/19,17:00,29.0,0.0,59,334,0.4
2020/04/19,18:00,25.1,0.0,76,95,1.2
2020/04/19,19:00,21.8,0.0,86,94,0.5
2020/04/19,20:00,20.8,0.0,89,103,1.0
2020/04/19,21:00,20.0,0.0,91,91,0.5
2020/04/19,22:00,19.1,0.0,93,311,0.1
2020/04/19,23:00,19.0,0.0,94,107,0.3
2020/04/20,00:00,20.2,0.0,91,111,0.4
2020/04/20,01:00,20.0,0.0,93,155,1.6
2020/04/20,02:00,20.6,0.0,90,145,1.4
2020/04/20,03:00,19.1,0.0,93,74,0.4
2020/04/20,04:00,18.5,0.0,96,147,1.1
2020/04/20,05:00,19.4,0.0,93,146,1.7
2020/04/20,06:00,19.5,0.0,92,135,1.5
2020/04/20,07:00,19.8,0.0,89,145,1.6
2020/04/20,08:00,21.7,0.0,84,159,2.0
2020/04/20,09:00,24.0,0.0,77,178,1.8
2020/04/20,10:00,26.1,0.0,70,192,1.2
2020/04/20,11:00,28.2,0.0,64,309,0.5
2020/04/20,12:00,29.5,0.0,59,322,1.1
2020/04/20,13:00,30.2,0.0,57,331,1.9
2020/04/20,14:00,30.8,0.0,54,348,2.0
2020/04/20,15:00,31.0,0.0,54,331,1.8
2020/04/20,16:00,30.5,0.0,54,355,2.3
2020/04/20,17:00,29.4,0.0,56,22,1.2
2020/04/20,18:00,25.6,0.0,72,107,0.7
2020/04/20,19:00,22.7,0.0,83,101,0.6
2020/04/20,20:00,22.5,0.0,86,67,0.4
2020/04/20,21:00,22.0,0.0,89,75,0.3
2020/04/20,22:00,22.0,0.0,89,75,0.3
2020/04/20,23:00,21.7,0.0,92,135,0.1
2020/04/21,00:00,22.2,0.0,91,154,1.0
2020/04/21,01:00,22.0,0.0,91,51,0.0
2020/04/21,02:00,20.3,0.0,94,116,0.2
2020/04/21,03:00,19.7,0.0,95,93,0.5
2020/04/21,04:00,19.9,0.0,96,131,1.1
2020/04/21,05:00,20.5,0.0,95,161,1.6
2020/04/21,06:00,21.1,0.0,92,130,1.7
2020/04/21,07:00,21.4,0.0,90,125,1.1
2020/04/21,08:00,22.6,0.0,88,12,0.8
2020/04/21,09:00,25.3,0.0,82,178,1.7
2020/04/21,10:00,27.8,0.0,71,125,1.4
2020/04/21,11:00,29.9,0.0,64,28,0.8
2020/04/21,12:00,31.0,0.0,61,323,0.7
2020/04/21,13:00,31.5,0.0,57,310,1.3
2020/04/21,14:00,31.9,0.0,55,319,1.9
2020/04/21,15:00,32.1,0.0,53,346,2.5
2020/04/21,16:00,31.8,0.0,52,331,1.6
2020/04/21,17:00,30.7,0.0,56,342,0.2
2020/04/21,18:00,26.5,0.0,73,104,0.8
2020/04/21,19:00,23.1,0.0,85,111,0.7
2020/04/21,20:00,22.2,0.0,89,116,0.8
2020/04/21,21:00,21.6,0.0,91,10,0.2
2020/04/21,22:00,21.1,0.0,93,141,0.9
