Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SALVACION
,Departamento :,MADRE DE DIOS,Provincia :,MANU,Distrito :,MANU
,Latitud :,12°49'52.3'',Longitud :,71°21'52.06'',Altitud :,531 msnm.
,Tipo :,EMA - Meteorológica,Código :,47E8201A
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2021/02/01,00:00,23.8,0.0,95,121,0.1
2021/02/01,01:00,23.2,0.0,97,105,0.3
2021/02/01,02:00,23.2,0.0,96,130,1.1
2021/02/01,03:00,23.5,0.0,94,153,0.2
2021/02/01,04:00,23.3,0.0,95,106,0.2
2021/02/01,05:00,23.1,0.0,97,2,0.1
2021/02/01,06:00,22.9,0.0,98,111,0.3
2021/02/01,07:00,23.4,0.0,97,299,0.9
2021/02/01,08:00,24.4,0.0,93,320,1.3
2021/02/01,09:00,25.7,0.0,87,247,0.5
2021/02/01,10:00,26.8,0.0,82,353,1.6
2021/02/01,11:00,27.4,0.0,80,13,1.1
2021/02/01,12:00,28.1,0.0,77,293,0.6
2021/02/01,13:00,28.6,0.0,76,66,1.0
2021/02/01,14:00,29.6,0.0,70,334,1.8
2021/02/01,15:00,29.4,0.0,72,30,2.1
2021/02/01,16:00,24.4,14.6,97,157,1.1
2021/02/01,17:00,24.1,0.0,99,129,0.5
2021/02/01,18:00,24.3,0.0,96,129,1.2
2021/02/01,19:00,24.1,0.0,94,125,1.4
2021/02/01,20:00,23.8,0.0,93,128,1.3
2021/02/01,21:00,23.5,0.0,94,121,1.2
2021/02/01,22:00,23.3,0.0,95,127,0.9
2021/02/01,23:00,23.2,0.0,95,132,1.0
2021/02/02,00:00,22.8,0.0,96,338,0.0
2021/02/02,01:00,22.6,0.0,98,150,0.9
2021/02/02,02:00,23.2,0.0,94,139,0.7
2021/02/02,03:00,23.1,0.0,96,168,1.2
2021/02/02,04:00,23.0,0.2,96,132,0.8
2021/02/02,05:00,22.9,0.2,97,1,0.2
2021/02/02,06:00,22.5,7.8,99,132,0.2
2021/02/02,07:00,22.6,1.8,100,138,0.2
2021/02/02,08:00,23.5,0.0,99,192,0.8
2021/02/02,09:00,24.8,0.0,93,191,1.0
2021/02/02,10:00,26.6,0.0,82,63,0.7
2021/02/02,11:00,28.6,0.0,73,335,2.1
2021/02/02,12:00,29.3,0.0,72,29,1.0
2021/02/02,13:00,30.2,0.0,70,350,1.8
2021/02/02,14:00,30.2,0.0,70,350,1.8
2021/02/02,15:00,28.3,0.2,80,17,1.6
2021/02/02,16:00,26.2,0.0,87,44,0.2
2021/02/02,17:00,27.6,0.0,80,163,1.5
2021/02/02,18:00,26.5,0.0,86,174,1.4
2021/02/02,19:00,25.3,0.0,92,159,1.6
2021/02/02,20:00,24.6,0.0,93,157,0.4
2021/02/02,21:00,24.4,0.0,95,313,0.1
2021/02/02,22:00,24.4,0.0,95,313,0.1
2021/02/02,23:00,24.7,0.0,89,291,0.1
2021/02/03,00:00,24.2,0.0,92,143,1.6
2021/02/03,01:00,23.0,4.2,97,146,0.9
2021/02/03,02:00,22.7,0.0,97,141,0.8
2021/02/03,03:00,22.6,0.0,98,163,0.2
2021/02/03,04:00,22.6,0.2,97,112,1.1
2021/02/03,05:00,22.4,0.2,97,133,0.0
2021/02/03,06:00,22.1,3.8,99,159,1.1
2021/02/03,07:00,22.1,4.0,99,151,0.1
2021/02/03,08:00,22.2,0.6,99,338,0.1
2021/02/03,09:00,22.5,0.2,99,297,0.0
2021/02/03,10:00,23.4,0.2,96,170,0.3
2021/02/03,11:00,24.3,0.2,92,186,1.1
2021/02/03,12:00,24.5,0.0,88,128,0.1
2021/02/03,13:00,25.1,0.0,84,182,1.1
2021/02/03,14:00,25.1,0.0,84,182,1.1
2021/02/03,15:00,26.9,0.0,78,312,1.3
2021/02/03,16:00,27.2,0.0,75,51,0.4
2021/02/03,17:00,27.0,0.0,73,284,0.7
2021/02/03,18:00,25.8,0.0,82,277,0.0
2021/02/03,19:00,23.5,0.0,96,39,0.0
2021/02/03,20:00,22.6,0.0,98,40,0.0
2021/02/03,21:00,22.7,0.0,98,168,0.2
2021/02/03,22:00,22.7,0.0,98,352,0.4
2021/02/03,23:00,22.5,0.0,98,7,0.0
2021/02/04,00:00,22.7,0.0,98,172,1.0
2021/02/04,01:00,22.5,0.0,99,182,0.0
2021/02/04,02:00,22.4,0.0,99,153,0.7
2021/02/04,03:00,22.3,0.0,99,354,0.7
2021/02/04,04:00,22.2,0.0,100,290,0.0
2021/02/04,05:00,22.3,0.0,100,224,0.0
2021/02/04,06:00,22.4,0.0,99,183,0.0
2021/02/04,07:00,22.8,0.2,96,166,0.5
2021/02/04,08:00,23.7,0.0,92,141,1.0
2021/02/04,09:00,25.3,0.0,84,292,0.9
