Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SALVACION
,Departamento :,MADRE DE DIOS,Provincia :,MANU,Distrito :,MANU
,Latitud :,12°49'52.3'',Longitud :,71°21'52.06'',Altitud :,531 msnm.
,Tipo :,EMA - Meteorológica,Código :,47E8201A
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2020/10/01,00:00,22.5,0.0,88,157,1.3
2020/10/01,01:00,21.3,0.0,94,99,0.4
2020/10/01,02:00,20.5,0.0,97,89,0.1
2020/10/01,03:00,20.6,0.0,95,161,1.4
2020/10/01,04:00,21.2,0.0,89,141,1.6
2020/10/01,05:00,21.2,0.0,88,136,1.5
2020/10/01,06:00,21.7,0.0,85,146,1.9
2020/10/01,07:00,22.3,0.0,82,14,1.1
2020/10/01,08:00,23.1,0.0,82,175,2.1
2020/10/01,09:00,25.6,0.0,72,196,1.6
2020/10/01,10:00,27.4,0.0,67,31,0.4
2020/10/01,11:00,30.2,0.0,61,336,1.4
2020/10/01,12:00,31.4,0.0,56,310,1.9
2020/10/01,13:00,32.6,0.0,52,13,1.2
2020/10/01,14:00,32.8,0.0,53,6,1.3
2020/10/01,15:00,32.2,0.0,54,7,0.4
2020/10/01,16:00,29.7,0.0,65,178,3.4
2020/10/01,17:00,28.3,0.0,59,138,1.3
2020/10/01,18:00,26.8,0.0,67,118,1.5
2020/10/01,19:00,26.8,0.0,67,118,1.5
2020/10/01,20:00,23.7,0.0,83,116,1.0
2020/10/01,21:00,23.2,0.0,84,158,1.0
2020/10/01,22:00,23.0,0.0,85,163,2.0
2020/10/01,23:00,22.7,0.0,85,136,2.0
2020/10/02,00:00,22.0,0.0,88,147,0.9
2020/10/02,01:00,22.2,0.0,86,167,1.2
2020/10/02,02:00,21.6,0.0,88,135,2.0
2020/10/02,03:00,21.4,0.0,88,159,2.3
2020/10/02,04:00,21.3,0.0,87,160,2.0
2020/10/02,05:00,20.4,0.0,92,170,1.0
2020/10/02,06:00,20.8,0.0,88,146,2.1
2020/10/02,07:00,21.9,0.0,83,161,1.8
2020/10/02,08:00,24.3,0.0,73,148,1.9
2020/10/02,09:00,26.6,0.0,66,178,2.0
2020/10/02,10:00,28.9,0.0,60,210,1.1
2020/10/02,11:00,31.3,0.0,54,136,1.0
2020/10/02,12:00,32.3,0.0,52,212,0.4
2020/10/02,13:00,31.9,0.0,57,309,0.8
2020/10/02,14:00,33.3,0.0,49,351,3.1
2020/10/02,15:00,31.5,0.0,53,111,1.7
2020/10/02,16:00,28.6,0.0,63,168,4.0
2020/10/02,17:00,26.2,0.0,69,101,1.5
2020/10/02,18:00,25.8,0.0,68,118,1.6
2020/10/02,19:00,25.8,0.0,68,118,1.6
2020/10/02,20:00,23.9,0.0,77,134,2.2
2020/10/02,21:00,23.5,0.0,79,144,2.2
2020/10/02,22:00,23.6,0.0,79,133,2.3
2020/10/02,23:00,23.5,0.0,78,156,1.9
2020/10/03,00:00,22.8,0.0,81,150,2.0
2020/10/03,01:00,22.8,0.0,80,148,2.0
2020/10/03,02:00,22.5,0.0,80,156,2.2
2020/10/03,03:00,22.0,0.0,81,154,1.9
2020/10/03,04:00,21.5,0.0,83,152,1.8
2020/10/03,05:00,21.1,0.0,84,146,2.1
2020/10/03,06:00,21.3,0.0,82,140,2.4
2020/10/03,07:00,22.7,0.0,75,131,0.9
2020/10/03,08:00,24.3,0.0,71,181,1.3
2020/10/03,09:00,24.3,0.0,71,181,1.3
2020/10/03,10:00,29.1,0.0,57,197,0.9
2020/10/03,11:00,30.3,0.0,57,169,1.2
2020/10/03,12:00,31.3,0.0,57,351,1.2
2020/10/03,13:00,32.3,0.0,56,330,1.4
2020/10/03,14:00,33.1,0.0,53,345,2.2
2020/10/03,15:00,33.1,0.0,52,324,1.5
2020/10/03,16:00,33.0,0.0,50,349,1.7
2020/10/03,17:00,32.2,0.0,52,22,1.3
2020/10/03,18:00,29.4,0.0,63,126,0.3
2020/10/03,19:00,26.2,0.0,79,171,2.9
2020/10/03,20:00,25.9,0.0,80,157,1.6
2020/10/03,21:00,25.8,0.0,80,138,2.3
2020/10/03,22:00,22.9,3.2,86,121,0.9
2020/10/03,23:00,21.6,2.8,94,161,1.9
2020/10/04,00:00,22.0,1.0,91,136,1.0
2020/10/04,01:00,21.1,2.0,95,310,1.1
2020/10/04,02:00,20.8,3.4,98,152,1.9
2020/10/04,03:00,20.8,3.6,95,61,0.8
2020/10/04,04:00,20.2,7.0,99,174,2.6
2020/10/04,05:00,20.4,2.0,96,152,2.3
2020/10/04,06:00,21.2,0.0,87,86,0.5
2020/10/04,07:00,20.5,0.0,92,358,0.7
2020/10/04,08:00,21.2,0.0,91,186,2.2
2020/10/04,09:00,22.7,0.0,81,165,1.1
