Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SALVACION
,Departamento :,MADRE DE DIOS,Provincia :,MANU,Distrito :,MANU
,Latitud :,12°49'52.3'',Longitud :,71°21'52.06'',Altitud :,531 msnm.
,Tipo :,EMA - Meteorológica,Código :,47E8201A
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2020/11/01,00:00,18.6,0.0,97,157,1.4
2020/11/01,01:00,19.1,0.0,93,134,1.8
2020/11/01,02:00,19.2,0.0,91,140,1.6
2020/11/01,03:00,18.9,0.0,92,20,0.0
2020/11/01,04:00,18.5,0.0,94,142,2.3
2020/11/01,05:00,18.8,0.0,92,174,1.4
2020/11/01,06:00,18.7,0.0,92,134,1.7
2020/11/01,07:00,19.4,0.0,87,122,1.8
2020/11/01,08:00,20.4,0.0,82,148,0.7
2020/11/01,09:00,21.0,0.0,83,178,2.8
2020/11/01,10:00,21.1,0.0,81,114,1.7
2020/11/01,11:00,23.0,0.0,75,250,0.7
2020/11/01,12:00,24.2,0.0,71,231,0.3
2020/11/01,13:00,24.0,0.0,78,185,1.3
2020/11/01,14:00,24.4,0.0,76,175,1.7
2020/11/01,15:00,25.1,0.0,75,213,0.5
2020/11/01,16:00,25.0,0.0,80,182,1.0
2020/11/01,17:00,23.9,0.0,83,86,0.9
2020/11/01,18:00,22.7,0.0,84,134,0.6
2020/11/01,19:00,21.3,0.0,89,73,0.6
2020/11/01,20:00,20.2,0.0,96,112,0.3
2020/11/01,21:00,20.2,0.0,95,139,0.8
2020/11/01,22:00,21.3,0.0,89,135,1.1
2020/11/01,23:00,21.2,0.0,89,336,0.6
2020/11/02,00:00,20.0,0.0,95,147,0.8
2020/11/02,01:00,20.9,0.0,86,146,1.6
2020/11/02,02:00,21.0,0.0,85,148,1.7
2020/11/02,03:00,20.9,0.0,84,146,1.4
2020/11/02,04:00,20.8,0.0,84,144,2.1
2020/11/02,05:00,21.0,0.0,79,143,1.6
2020/11/02,06:00,21.0,0.0,79,151,1.7
2020/11/02,07:00,20.9,0.0,81,145,1.9
2020/11/02,08:00,21.4,0.0,81,164,1.4
2020/11/02,09:00,22.3,0.0,78,176,2.2
2020/11/02,10:00,22.8,0.0,76,174,2.4
2020/11/02,11:00,23.7,0.0,74,132,1.7
2020/11/02,12:00,25.9,0.0,66,160,1.3
2020/11/02,13:00,27.9,0.0,57,316,0.9
2020/11/02,14:00,27.0,0.0,70,346,1.4
2020/11/02,15:00,26.3,0.0,74,327,0.9
2020/11/02,16:00,26.3,0.0,70,221,0.0
2020/11/02,17:00,25.8,0.0,78,41,0.0
2020/11/02,18:00,24.2,0.0,89,92,0.0
2020/11/02,19:00,22.6,0.0,82,82,0.4
2020/11/02,20:00,20.9,0.0,88,100,0.0
2020/11/02,21:00,19.7,0.0,88,114,0.5
2020/11/02,22:00,19.0,0.0,93,145,1.4
2020/11/02,23:00,19.4,0.0,91,111,0.1
2020/11/03,00:00,18.3,0.0,98,169,0.2
2020/11/03,01:00,19.3,0.0,91,143,2.2
2020/11/03,02:00,19.4,0.0,91,164,1.4
2020/11/03,03:00,19.6,0.0,90,167,1.7
2020/11/03,04:00,20.5,0.0,86,164,1.5
2020/11/03,05:00,20.5,0.0,87,161,1.5
2020/11/03,06:00,21.3,0.0,81,163,1.0
2020/11/03,07:00,21.4,0.0,82,179,1.0
2020/11/03,08:00,21.4,0.0,85,163,1.9
2020/11/03,09:00,22.3,0.0,80,172,2.3
2020/11/03,10:00,22.9,0.0,79,180,1.6
2020/11/03,11:00,23.9,0.0,75,161,2.1
2020/11/03,12:00,24.9,0.0,73,149,1.7
2020/11/03,13:00,26.0,0.0,71,138,1.8
2020/11/03,14:00,26.1,0.0,72,137,1.4
2020/11/03,15:00,26.1,0.0,72,152,1.8
2020/11/03,16:00,26.6,0.0,70,171,1.9
2020/11/03,17:00,26.4,0.0,72,180,1.8
2020/11/03,18:00,24.7,0.0,82,147,1.2
2020/11/03,19:00,23.0,0.0,85,137,1.4
2020/11/03,20:00,22.6,0.0,84,130,1.9
2020/11/03,21:00,22.1,0.0,85,139,1.6
2020/11/03,22:00,21.6,0.0,87,25,0.3
2020/11/03,23:00,21.0,0.0,91,143,2.4
2020/11/04,00:00,21.8,0.0,85,155,1.9
2020/11/04,01:00,21.9,0.0,84,163,1.5
2020/11/04,02:00,21.5,0.0,86,159,1.8
2020/11/04,03:00,21.9,0.0,80,143,1.7
2020/11/04,04:00,21.9,0.0,80,148,1.8
2020/11/04,05:00,21.3,0.0,84,163,1.8
2020/11/04,06:00,21.5,0.0,81,170,1.2
2020/11/04,07:00,22.1,0.0,80,166,1.5
2020/11/04,08:00,23.6,0.0,75,154,2.0
2020/11/04,09:00,25.8,0.0,68,186,1.8
