Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SALVACION
,Departamento :,MADRE DE DIOS,Provincia :,MANU,Distrito :,MANU
,Latitud :,12°49'52.3'',Longitud :,71°21'52.06'',Altitud :,531 msnm.
,Tipo :,EMA - Meteorológica,Código :,47E8201A
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2020/03/01,00:00,22.9,0.0,86,149,2.0
2020/03/01,01:00,22.8,0.0,85,136,1.6
2020/03/01,02:00,23.0,0.0,83,143,1.9
2020/03/01,03:00,22.4,0.0,85,175,2.4
2020/03/01,04:00,22.4,0.0,85,175,2.4
2020/03/01,05:00,21.5,0.0,89,140,1.4
2020/03/01,06:00,21.2,0.0,89,153,1.3
2020/03/01,07:00,21.3,0.0,88,93,0.9
2020/03/01,08:00,22.6,0.0,87,67,0.9
2020/03/01,09:00,23.8,0.0,84,132,1.5
2020/03/01,10:00,25.4,0.0,77,145,0.9
2020/03/01,11:00,26.7,0.0,71,163,1.4
2020/03/01,12:00,29.0,0.0,65,174,1.3
2020/03/01,13:00,29.9,0.0,61,128,1.2
2020/03/01,14:00,32.4,0.0,53,225,1.0
2020/03/01,15:00,33.3,0.0,46,212,0.4
2020/03/01,16:00,32.4,0.0,48,77,0.6
2020/03/01,17:00,31.1,0.0,59,253,0.4
2020/03/01,18:00,29.2,0.0,68,71,0.4
2020/03/01,19:00,29.2,0.0,68,71,0.4
2020/03/01,20:00,24.0,0.0,82,140,1.3
2020/03/01,21:00,24.3,0.0,80,136,1.6
2020/03/01,22:00,24.4,0.0,79,128,1.4
2020/03/01,23:00,24.6,0.0,77,123,1.6
2020/03/02,00:00,23.9,0.0,80,157,1.5
2020/03/02,01:00,23.2,0.0,84,160,1.8
2020/03/02,02:00,23.2,0.0,84,161,1.7
2020/03/02,03:00,23.0,0.0,83,168,1.6
2020/03/02,04:00,22.8,0.0,84,155,1.9
2020/03/02,05:00,22.6,0.0,85,159,1.8
2020/03/02,06:00,22.7,0.0,84,142,2.1
2020/03/02,07:00,23.0,0.0,83,159,1.7
2020/03/02,08:00,23.7,0.0,81,170,1.7
2020/03/02,09:00,24.4,0.0,79,180,1.4
2020/03/02,10:00,26.1,0.0,76,184,1.6
2020/03/02,11:00,28.2,0.0,70,210,0.5
2020/03/02,12:00,29.6,0.0,65,266,0.5
2020/03/02,13:00,31.3,0.0,59,316,1.5
2020/03/02,14:00,31.9,0.0,57,358,1.3
2020/03/02,15:00,32.0,0.0,54,20,1.3
2020/03/02,16:00,32.2,0.0,53,306,1.2
2020/03/02,17:00,31.8,0.0,51,28,0.6
2020/03/02,18:00,29.0,0.0,67,102,0.5
2020/03/02,19:00,29.0,0.0,67,102,0.5
2020/03/02,20:00,23.6,0.0,87,87,1.1
2020/03/02,21:00,23.8,0.0,88,96,0.4
2020/03/02,22:00,24.0,0.0,89,331,0.1
2020/03/02,23:00,23.8,0.0,90,317,0.1
2020/03/03,00:00,24.5,0.0,87,134,1.5
2020/03/03,01:00,24.6,0.0,85,135,1.7
2020/03/03,02:00,24.5,0.0,84,120,2.6
2020/03/03,03:00,24.2,0.0,83,133,2.2
2020/03/03,04:00,23.9,0.0,84,121,1.1
2020/03/03,05:00,23.8,0.0,85,113,1.3
2020/03/03,06:00,23.4,0.0,85,8,0.4
2020/03/03,07:00,22.6,0.0,91,127,1.2
2020/03/03,08:00,23.4,0.0,90,113,1.4
2020/03/03,09:00,24.7,0.0,86,113,0.9
2020/03/03,10:00,25.4,0.0,82,105,1.1
2020/03/03,11:00,25.1,0.0,82,116,0.7
2020/03/03,12:00,25.5,0.0,80,128,1.4
2020/03/03,13:00,26.4,0.0,76,164,1.1
2020/03/03,14:00,26.6,0.0,73,141,0.9
2020/03/03,15:00,26.6,0.0,74,134,0.6
2020/03/03,16:00,26.8,0.0,73,102,0.8
2020/03/03,17:00,27.0,0.0,74,111,0.4
2020/03/03,18:00,25.4,0.0,79,128,1.3
2020/03/03,19:00,25.4,0.0,79,128,1.3
2020/03/03,20:00,24.2,0.0,80,131,1.4
2020/03/03,21:00,24.2,0.0,79,143,1.6
2020/03/03,22:00,24.0,0.0,78,145,1.7
2020/03/03,23:00,23.7,0.0,80,160,1.5
2020/03/04,00:00,23.1,0.0,82,148,1.7
2020/03/04,01:00,23.3,0.0,80,135,1.7
2020/03/04,02:00,22.9,0.0,81,168,1.2
2020/03/04,03:00,22.4,0.0,84,141,2.0
2020/03/04,04:00,22.5,0.0,82,135,1.9
2020/03/04,05:00,22.8,0.0,78,167,1.7
2020/03/04,06:00,22.3,0.0,81,155,1.3
2020/03/04,07:00,22.2,0.0,83,162,1.5
2020/03/04,08:00,23.2,0.0,80,176,1.5
2020/03/04,09:00,24.3,0.0,76,171,2.1
