Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SANTA ANA
,Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
2018/06/21,22:00,22.3,S/D,99,313,0.0
2018/06/21,23:00,22.0,S/D,99,313,0.0
2018/06/22,00:00,21.5,S/D,99,313,0.0
2018/06/22,01:00,21.0,S/D,99,313,0.0
2018/06/22,02:00,20.7,S/D,99,313,0.0
2018/06/22,03:00,20.4,S/D,100,313,0.0
2018/06/22,04:00,20.2,S/D,100,313,0.0
2018/06/22,05:00,19.9,S/D,100,313,0.0
2018/06/22,06:00,19.7,S/D,100,313,0.0
2018/06/22,07:00,19.8,S/D,100,313,0.0
2018/06/22,08:00,19.9,S/D,100,326,0.0
2018/06/22,09:00,20.5,S/D,100,324,0.0
2018/06/22,10:00,23.1,S/D,94,78,0.4
2018/06/22,11:00,26.0,0.0,80,88,0.3
2018/06/22,12:00,28.1,S/D,79,346,1.0
2018/06/22,13:00,28.8,S/D,68,24,0.3
2018/06/22,14:00,30.1,S/D,62,40,0.7
2018/06/22,15:00,30.5,S/D,62,55,0.4
2018/06/22,16:00,30.8,S/D,60,107,0.6
2018/06/22,17:00,29.6,S/D,66,245,0.0
2018/06/22,18:00,27.1,S/D,84,317,0.0
2018/06/22,19:00,24.8,S/D,95,300,0.0
2018/06/22,20:00,23.6,S/D,97,16,0.0
2018/06/22,21:00,22.8,S/D,98,325,0.0
2018/06/22,22:00,22.2,S/D,99,325,0.0
2018/06/22,23:00,21.8,S/D,99,325,0.0
2018/06/23,00:00,21.4,S/D,99,325,0.0
2018/06/23,01:00,21.3,S/D,99,325,0.0
2018/06/23,02:00,21.2,S/D,99,327,0.0
2018/06/23,03:00,21.5,S/D,99,7,0.0
2018/06/23,04:00,21.1,S/D,99,319,0.0
2018/06/23,05:00,20.7,S/D,99,17,0.0
2018/06/23,06:00,20.4,S/D,100,351,0.0
2018/06/23,07:00,20.0,S/D,100,350,0.0
2018/06/23,08:00,20.2,S/D,100,338,0.0
2018/06/23,09:00,20.9,S/D,100,108,0.3
2018/06/23,10:00,23.9,S/D,92,82,0.4
2018/06/23,11:00,26.6,0.0,81,34,0.2
2018/06/23,12:00,28.1,S/D,79,346,1.0
2018/06/23,13:00,29.5,S/D,65,122,0.6
2018/06/23,14:00,30.3,S/D,62,38,0.8
2018/06/23,15:00,30.6,S/D,62,130,0.7
2018/06/23,16:00,30.7,S/D,63,119,0.5
2018/06/23,17:00,29.3,S/D,72,157,0.0
2018/06/23,18:00,27.8,S/D,80,333,0.0
2018/06/23,19:00,25.3,S/D,95,314,0.0
2018/06/23,20:00,24.2,S/D,98,293,0.0
2018/06/23,21:00,23.6,S/D,98,284,0.0
2018/06/23,22:00,23.5,S/D,99,289,0.0
2018/06/23,23:00,23.3,S/D,99,328,0.0
2018/06/24,00:00,23.2,S/D,99,319,0.0
2018/06/24,01:00,22.7,S/D,99,307,0.0
2018/06/24,02:00,22.5,S/D,99,322,0.0
2018/06/24,03:00,22.3,S/D,99,22,0.0
2018/06/24,04:00,22.0,S/D,99,314,0.0
2018/06/24,05:00,21.9,S/D,100,302,0.0
2018/06/24,06:00,21.9,S/D,100,347,0.0
2018/06/24,07:00,21.8,S/D,100,304,0.0
2018/06/24,08:00,21.7,S/D,100,309,0.0
2018/06/24,09:00,22.5,S/D,100,360,0.0
2018/06/24,10:00,24.9,S/D,91,206,0.5
2018/06/24,11:00,27.2,0.0,80,119,0.7
2018/06/24,12:00,28.1,S/D,79,346,1.0
2018/06/24,13:00,29.6,S/D,71,206,0.3
2018/06/24,14:00,27.3,S/D,86,235,0.0
2018/06/24,15:00,26.3,S/D,92,304,0.4
2018/06/24,16:00,28.4,S/D,81,345,0.6
2018/06/24,17:00,29.2,S/D,77,339,0.1
2018/06/24,18:00,27.6,S/D,89,359,0.1
2018/06/24,19:00,26.1,S/D,95,172,0.0
2018/06/24,20:00,25.1,S/D,96,192,0.0
2018/06/24,21:00,24.5,S/D,98,175,0.0
2018/06/24,22:00,24.1,S/D,99,312,0.3
2018/06/24,23:00,23.8,S/D,99,19,0.0
2018/06/25,00:00,23.3,S/D,99,315,0.0
2018/06/25,01:00,23.0,S/D,99,261,0.0
2018/06/25,02:00,22.9,S/D,99,161,0.0
2018/06/25,03:00,22.9,S/D,99,194,0.0
2018/06/25,04:00,22.7,S/D,99,231,0.0
2018/06/25,05:00,22.6,S/D,99,339,0.0
2018/06/25,06:00,22.5,S/D,99,10,0.0
2018/06/25,07:00,22.4,S/D,99,321,0.0
2018/06/25,08:00,22.3,S/D,99,308,0.0
2018/06/25,09:00,23.0,S/D,99,328,0.1
2018/06/25,10:00,24.9,S/D,93,92,0.3
2018/06/25,11:00,26.2,0.0,86,93,0.0
2018/06/25,12:00,28.1,S/D,79,346,1.0
2018/06/25,13:00,29.6,S/D,71,160,0.2
2018/06/25,14:00,28.8,S/D,77,149,0.2
2018/06/25,15:00,26.0,S/D,94,204,0.1
2018/06/25,16:00,24.7,S/D,95,166,0.4
2018/06/25,17:00,24.9,S/D,93,13,0.2
2018/06/25,18:00,25.0,S/D,96,318,0.0
2018/06/25,19:00,24.7,S/D,97,264,0.0
2018/06/25,20:00,23.8,S/D,98,213,0.0
2018/06/25,21:00,23.0,S/D,99,295,0.0
2018/06/25,22:00,22.9,S/D,99,119,0.0
2018/06/25,23:00,22.8,S/D,100,271,0.0
2018/06/26,00:00,22.9,S/D,100,302,0.2
2018/06/26,01:00,22.8,S/D,100,351,0.0
2018/06/26,02:00,22.6,S/D,100,147,0.0
2018/06/26,03:00,22.4,S/D,100,138,0.1
2018/06/26,04:00,22.3,S/D,100,44,0.0
2018/06/26,05:00,21.6,S/D,100,18,0.0
2018/06/26,06:00,21.0,S/D,100,2,0.0
2018/06/26,07:00,20.9,S/D,100,2,0.0
2018/06/26,08:00,20.8,S/D,100,315,0.1
2018/06/26,09:00,21.1,S/D,100,88,0.3
2018/06/26,10:00,24.0,S/D,91,33,0.1
2018/06/26,11:00,26.4,0.0,80,162,0.3
2018/06/26,12:00,28.1,S/D,79,346,1.0
2018/06/26,13:00,29.2,S/D,70,128,0.3
2018/06/26,14:00,30.5,S/D,65,71,0.9
2018/06/26,15:00,30.7,S/D,65,86,0.7
2018/06/26,16:00,31.6,S/D,63,281,0.4
2018/06/26,17:00,31.0,S/D,65,102,0.4
2018/06/26,18:00,28.9,S/D,78,22,0.3
2018/06/26,19:00,26.6,S/D,91,313,0.0
2018/06/26,20:00,25.5,S/D,97,325,0.1
2018/06/26,21:00,24.6,S/D,98,4,0.0
2018/06/26,22:00,23.8,S/D,99,307,0.0
2018/06/26,23:00,23.2,S/D,99,296,0.0
2018/06/27,00:00,22.7,S/D,99,307,0.0
2018/06/27,01:00,22.2,S/D,99,307,0.0
2018/06/27,02:00,21.8,S/D,99,307,0.0
2018/06/27,03:00,21.4,S/D,99,337,0.0
2018/06/27,04:00,21.1,S/D,100,347,0.0
2018/06/27,05:00,21.0,S/D,100,345,0.0
2018/06/27,06:00,20.8,S/D,100,317,0.0
2018/06/27,07:00,20.5,S/D,100,317,0.0
2018/06/27,08:00,20.3,S/D,100,317,0.0
2018/06/27,09:00,21.6,S/D,100,40,0.0
2018/06/27,10:00,24.7,S/D,92,104,0.5
2018/06/27,11:00,27.1,0.0,83,55,0.4
2018/06/27,12:00,28.1,S/D,79,346,1.0
2018/06/27,13:00,30.0,S/D,69,126,0.3
2018/06/27,14:00,31.5,S/D,60,319,0.7
2018/06/27,15:00,31.3,S/D,63,134,0.3
2018/06/27,16:00,30.5,S/D,68,115,0.2
2018/06/27,17:00,29.6,S/D,74,345,0.3
2018/06/27,18:00,28.1,S/D,84,298,0.0
2018/06/27,19:00,25.7,S/D,96,298,0.0
2018/06/27,20:00,24.4,S/D,97,310,0.0
2018/06/27,21:00,24.1,S/D,98,269,0.0
2018/06/27,22:00,23.7,S/D,99,339,0.0
2018/06/27,23:00,23.4,S/D,99,220,0.0
2018/06/28,00:00,23.2,S/D,99,307,0.2
2018/06/28,01:00,23.0,S/D,99,5,0.0
2018/06/28,02:00,22.8,S/D,99,27,0.0
2018/06/28,03:00,22.4,S/D,99,27,0.0
2018/06/28,04:00,22.1,S/D,100,27,0.0
2018/06/28,05:00,21.6,S/D,100,27,0.0
2018/06/28,06:00,21.6,S/D,100,27,0.0
2018/06/28,07:00,21.8,S/D,100,27,0.0
2018/06/28,08:00,21.7,S/D,100,28,0.0
2018/06/28,09:00,22.6,S/D,100,242,0.0
2018/06/28,10:00,25.3,S/D,91,82,0.8
2018/06/28,11:00,27.1,0.0,81,100,0.5
2018/06/28,12:00,28.1,S/D,79,346,1.0
2018/06/28,13:00,29.8,S/D,70,60,0.4
2018/06/28,14:00,30.6,S/D,67,49,0.7
2018/06/28,15:00,31.5,S/D,63,327,0.4
2018/06/28,16:00,31.0,S/D,65,26,0.8
2018/06/28,17:00,29.2,S/D,75,295,0.1
2018/06/28,18:00,27.8,S/D,85,273,0.0
2018/06/28,19:00,25.8,S/D,96,289,0.0
2018/06/28,20:00,24.6,S/D,98,307,0.0
2018/06/28,21:00,23.7,S/D,99,297,0.0
2018/06/28,22:00,23.1,S/D,99,314,0.0
2018/06/28,23:00,22.7,S/D,99,317,0.0
2018/06/29,00:00,22.2,S/D,99,308,0.0
2018/06/29,01:00,21.9,S/D,99,296,0.0
2018/06/29,02:00,21.5,S/D,99,323,0.0
2018/06/29,03:00,21.5,S/D,100,316,0.0
2018/06/29,04:00,21.5,S/D,100,9,0.0
2018/06/29,05:00,21.1,S/D,100,339,0.0
2018/06/29,06:00,20.9,S/D,100,305,0.0
2018/06/29,07:00,20.8,S/D,100,308,0.0
2018/06/29,08:00,20.8,S/D,100,308,0.0
2018/06/29,09:00,21.7,S/D,100,31,0.0
2018/06/29,10:00,24.6,S/D,90,60,0.4
2018/06/29,11:00,27.4,0.0,79,127,0.5
2018/06/29,12:00,28.1,S/D,79,346,1.0
2018/06/29,13:00,30.5,S/D,67,115,0.4
2018/06/29,14:00,31.1,S/D,62,23,1.2
2018/06/29,15:00,30.7,S/D,65,126,0.3
2018/06/29,16:00,31.5,S/D,62,57,0.5
2018/06/29,17:00,30.4,S/D,68,18,0.2
2018/06/29,18:00,28.4,S/D,79,319,0.0
2018/06/29,19:00,25.6,S/D,95,313,0.0
2018/06/29,20:00,24.5,S/D,97,347,0.0
2018/06/29,21:00,23.9,S/D,98,299,0.0
2018/06/29,22:00,23.4,S/D,99,309,0.0
2018/06/29,23:00,22.9,S/D,99,347,0.0
2018/06/30,00:00,22.4,S/D,99,347,0.0
2018/06/30,01:00,22.1,S/D,99,315,0.0
2018/06/30,02:00,21.7,S/D,99,324,0.0
2018/06/30,03:00,21.4,S/D,99,324,0.0
2018/06/30,04:00,21.1,S/D,100,282,0.0
2018/06/30,05:00,20.9,S/D,100,282,0.0
2018/06/30,06:00,20.7,S/D,100,298,0.0
2018/06/30,07:00,20.4,S/D,100,298,0.0
2018/06/30,08:00,20.3,S/D,100,298,0.0
2018/06/30,09:00,21.3,S/D,100,77,0.3
2018/06/30,10:00,24.6,S/D,92,77,0.5
2018/06/30,11:00,27.4,0.0,79,61,0.4
2018/06/30,12:00,28.1,S/D,79,346,1.0
2018/06/30,13:00,30.5,S/D,65,109,0.3
2018/06/30,14:00,31.4,S/D,63,28,0.6
2018/06/30,15:00,32.0,S/D,60,328,0.4
2018/06/30,16:00,31.7,S/D,61,130,0.8
2018/06/30,17:00,30.2,S/D,70,37,0.1
2018/06/30,18:00,28.4,S/D,80,335,0.2
2018/06/30,19:00,25.6,S/D,95,310,0.0
2018/06/30,20:00,24.5,S/D,97,296,0.0
2018/06/30,21:00,24.0,S/D,98,337,0.0
2018/06/30,22:00,23.4,0.0,99,299,0.1
2018/06/30,23:00,23.0,0.0,99,22,0.0
