Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SANTA ANA
,Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
,Latitud :,8°29'51.47'',Longitud :,75°33'45.86'',Altitud :,235 msnm.
,Tipo :,EMA - Meteorológica,Código :,47E8568A
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2018/08/01,00:00,21.9,S/D,100,299,0.0
2018/08/01,01:00,21.9,S/D,100,301,0.0
2018/08/01,02:00,21.9,S/D,100,29,0.0
2018/08/01,03:00,22.0,S/D,100,251,0.0
2018/08/01,04:00,21.8,S/D,100,273,0.0
2018/08/01,05:00,21.6,S/D,100,330,0.0
2018/08/01,06:00,21.6,S/D,100,322,0.0
2018/08/01,07:00,21.6,S/D,100,357,0.0
2018/08/01,08:00,21.5,S/D,100,296,0.0
2018/08/01,09:00,22.0,S/D,100,142,0.1
2018/08/01,10:00,23.3,S/D,96,121,0.0
2018/08/01,11:00,24.6,0.0,92,313,0.5
2018/08/01,12:00,28.1,S/D,79,346,1.0
2018/08/01,13:00,28.1,S/D,76,112,0.6
2018/08/01,14:00,28.8,S/D,74,75,0.6
2018/08/01,15:00,29.5,S/D,70,119,0.4
2018/08/01,16:00,28.4,S/D,77,4,1.4
2018/08/01,17:00,24.4,S/D,95,336,0.0
2018/08/01,18:00,24.6,S/D,98,263,0.0
2018/08/01,19:00,24.7,S/D,98,344,0.0
2018/08/01,20:00,23.7,S/D,99,195,0.0
2018/08/01,21:00,23.3,S/D,99,355,0.0
2018/08/01,22:00,23.2,S/D,99,357,0.0
2018/08/01,23:00,23.1,S/D,100,217,0.0
2018/08/02,00:00,22.9,S/D,100,287,0.0
2018/08/02,01:00,22.8,S/D,100,327,0.0
2018/08/02,02:00,22.8,S/D,100,127,0.0
2018/08/02,03:00,22.8,S/D,100,51,0.0
2018/08/02,04:00,22.8,S/D,100,108,0.0
2018/08/02,05:00,22.6,S/D,100,129,0.0
2018/08/02,06:00,22.5,S/D,100,150,0.0
2018/08/02,07:00,22.4,S/D,100,150,0.0
2018/08/02,08:00,22.5,S/D,100,150,0.0
2018/08/02,09:00,22.8,S/D,100,198,0.0
2018/08/02,10:00,23.7,S/D,98,109,0.1
2018/08/02,11:00,25.4,0.0,90,203,0.1
2018/08/02,12:00,28.1,S/D,79,346,1.0
2018/08/02,13:00,28.5,S/D,75,185,0.5
2018/08/02,14:00,29.9,S/D,69,144,0.5
2018/08/02,15:00,30.7,S/D,66,113,0.2
2018/08/02,16:00,29.8,S/D,71,153,0.3
2018/08/02,17:00,28.9,S/D,78,127,0.3
2018/08/02,18:00,27.2,S/D,87,319,1.1
2018/08/02,19:00,25.1,S/D,90,272,0.0
2018/08/02,20:00,23.9,S/D,96,219,0.0
2018/08/02,21:00,23.4,S/D,97,202,0.0
2018/08/02,22:00,23.1,S/D,98,11,0.1
2018/08/02,23:00,22.7,S/D,99,283,0.0
2018/08/03,00:00,22.2,S/D,99,305,0.0
2018/08/03,01:00,21.9,S/D,99,347,0.0
2018/08/03,02:00,21.7,S/D,99,338,0.0
2018/08/03,03:00,21.5,S/D,99,321,0.0
2018/08/03,04:00,21.2,S/D,100,327,0.0
2018/08/03,05:00,20.9,S/D,100,51,0.0
2018/08/03,06:00,21.0,S/D,100,357,0.0
2018/08/03,07:00,20.9,S/D,100,337,0.0
2018/08/03,08:00,20.9,S/D,100,357,0.0
2018/08/03,09:00,21.8,S/D,100,358,0.2
2018/08/03,10:00,24.8,S/D,90,88,0.4
2018/08/03,11:00,27.5,0.0,78,132,0.6
2018/08/03,12:00,28.1,S/D,79,346,1.0
2018/08/03,13:00,30.0,S/D,69,50,0.5
2018/08/03,14:00,31.0,S/D,64,9,1.1
2018/08/03,15:00,30.9,S/D,63,135,0.6
2018/08/03,16:00,30.8,S/D,66,68,0.4
2018/08/03,17:00,30.8,S/D,64,79,0.3
2018/08/03,18:00,28.1,S/D,81,25,0.0
2018/08/03,19:00,26.5,S/D,92,308,0.0
2018/08/03,20:00,25.1,S/D,97,43,0.0
2018/08/03,21:00,24.6,S/D,98,288,0.0
2018/08/03,22:00,24.0,S/D,98,7,0.0
2018/08/03,23:00,23.5,S/D,99,290,0.0
2018/08/04,00:00,23.0,S/D,99,307,0.0
2018/08/04,01:00,22.8,S/D,99,328,0.0
2018/08/04,02:00,22.9,S/D,99,32,0.0
2018/08/04,03:00,22.7,S/D,99,34,0.0
2018/08/04,04:00,22.9,S/D,99,332,0.6
2018/08/04,05:00,23.1,S/D,99,85,0.0
2018/08/04,06:00,23.0,S/D,99,165,0.0
2018/08/04,07:00,22.9,S/D,100,311,0.1
2018/08/04,08:00,22.5,S/D,100,38,0.0
2018/08/04,09:00,23.2,S/D,100,179,0.0
2018/08/04,10:00,25.4,S/D,93,261,0.1
2018/08/04,11:00,27.8,0.0,82,215,0.4
2018/08/04,12:00,28.1,S/D,79,346,1.0
2018/08/04,13:00,30.7,S/D,70,43,1.2
2018/08/04,14:00,31.3,S/D,65,37,1.0
2018/08/04,15:00,30.5,S/D,67,24,1.2
2018/08/04,16:00,31.1,S/D,67,317,0.2
2018/08/04,17:00,30.6,S/D,69,5,0.2
2018/08/04,18:00,26.9,S/D,92,246,0.6
2018/08/04,19:00,24.9,S/D,97,263,0.0
2018/08/04,20:00,24.2,S/D,98,34,0.0
2018/08/04,21:00,23.7,S/D,99,356,0.0
2018/08/04,22:00,23.4,S/D,99,301,0.0
2018/08/04,23:00,23.1,S/D,99,308,0.2
2018/08/05,00:00,23.0,S/D,99,24,0.0
2018/08/05,01:00,22.7,S/D,99,305,0.0
2018/08/05,02:00,22.5,S/D,100,312,0.0
2018/08/05,03:00,22.7,S/D,100,9,0.0
2018/08/05,04:00,22.8,S/D,100,154,0.0
2018/08/05,05:00,22.9,S/D,100,290,0.2
2018/08/05,06:00,23.0,S/D,100,304,0.0
2018/08/05,07:00,22.9,S/D,100,345,0.0
2018/08/05,08:00,22.8,S/D,100,321,0.0
2018/08/05,09:00,23.5,S/D,100,174,0.1
2018/08/05,10:00,24.9,S/D,95,199,0.0
2018/08/05,11:00,25.8,0.0,91,126,0.0
2018/08/05,12:00,28.1,S/D,79,346,1.0
2018/08/05,13:00,28.6,S/D,78,20,0.5
2018/08/05,14:00,29.9,S/D,71,329,0.6
2018/08/05,15:00,30.4,S/D,71,299,0.4
2018/08/05,16:00,31.3,S/D,65,313,0.3
2018/08/05,17:00,29.7,S/D,75,212,0.4
2018/08/05,18:00,27.2,S/D,88,121,0.2
2018/08/05,19:00,25.8,S/D,94,310,0.0
2018/08/05,20:00,25.0,S/D,97,150,0.1
2018/08/05,21:00,24.6,S/D,98,247,0.0
2018/08/05,22:00,24.3,S/D,99,16,0.3
2018/08/05,23:00,23.6,S/D,98,302,0.0
2018/08/06,00:00,23.2,S/D,99,193,0.0
2018/08/06,01:00,22.8,S/D,99,100,0.0
2018/08/06,02:00,22.8,S/D,99,173,0.0
2018/08/06,03:00,22.8,S/D,100,161,0.0
2018/08/06,04:00,22.5,S/D,100,134,0.0
2018/08/06,05:00,22.4,S/D,100,163,0.0
2018/08/06,06:00,22.4,S/D,100,211,0.0
2018/08/06,07:00,22.3,S/D,100,206,0.1
2018/08/06,08:00,22.4,S/D,100,208,0.1
2018/08/06,09:00,22.3,S/D,100,259,0.7
2018/08/06,10:00,21.9,S/D,99,191,0.6
2018/08/06,11:00,21.4,20.5,99,32,0.0
2018/08/06,12:00,28.1,S/D,79,346,1.0
2018/08/06,13:00,21.5,S/D,100,186,0.0
2018/08/06,14:00,21.8,S/D,100,95,0.0
2018/08/06,15:00,21.7,S/D,99,98,0.1
2018/08/06,16:00,22.2,S/D,98,144,0.0
2018/08/06,17:00,22.5,S/D,98,252,0.0
2018/08/06,18:00,22.7,S/D,97,230,0.0
2018/08/06,19:00,22.6,S/D,98,129,0.0
2018/08/06,20:00,22.0,S/D,99,69,0.0
2018/08/06,21:00,22.0,S/D,99,308,0.0
2018/08/06,22:00,22.0,S/D,100,352,0.0
2018/08/06,23:00,21.9,S/D,99,22,0.0
2018/08/07,00:00,21.5,S/D,98,1,0.0
2018/08/07,01:00,21.4,S/D,98,86,0.3
2018/08/07,02:00,21.2,S/D,98,22,0.0
2018/08/07,03:00,20.9,S/D,98,300,0.1
2018/08/07,04:00,20.8,S/D,99,344,0.1
2018/08/07,05:00,20.7,S/D,99,360,0.0
2018/08/07,06:00,20.5,S/D,99,2,0.0
2018/08/07,07:00,20.4,S/D,99,331,0.0
2018/08/07,08:00,20.4,S/D,99,14,0.0
2018/08/07,09:00,20.8,S/D,98,338,0.1
2018/08/07,10:00,21.4,S/D,95,105,0.4
2018/08/07,11:00,22.0,0.0,92,35,0.3
2018/08/07,12:00,28.1,S/D,79,346,1.0
2018/08/07,13:00,23.8,S/D,87,305,0.4
2018/08/07,14:00,24.4,S/D,85,21,0.8
2018/08/07,15:00,25.3,S/D,81,176,0.2
2018/08/07,16:00,25.6,S/D,81,115,0.3
2018/08/07,17:00,25.4,S/D,82,93,0.1
2018/08/07,18:00,25.1,S/D,86,287,0.0
2018/08/07,19:00,24.1,S/D,94,2,0.0
2018/08/07,20:00,22.7,S/D,98,298,0.0
2018/08/07,21:00,22.1,S/D,99,317,0.0
2018/08/07,22:00,21.6,S/D,99,337,0.0
2018/08/07,23:00,21.4,S/D,99,15,0.0
2018/08/08,00:00,21.0,S/D,99,15,0.0
2018/08/08,01:00,20.7,S/D,100,15,0.0
2018/08/08,02:00,20.5,S/D,100,15,0.0
2018/08/08,03:00,20.5,S/D,100,15,0.0
2018/08/08,04:00,20.4,S/D,100,15,0.0
2018/08/08,05:00,20.4,S/D,100,15,0.0
2018/08/08,06:00,20.2,S/D,100,15,0.0
2018/08/08,07:00,20.3,S/D,100,75,0.0
2018/08/08,08:00,20.2,S/D,100,314,0.0
2018/08/08,09:00,20.9,S/D,100,7,0.0
2018/08/08,10:00,22.3,S/D,99,13,0.0
2018/08/08,11:00,23.7,0.0,93,109,0.1
2018/08/08,12:00,28.1,S/D,79,346,1.0
2018/08/08,13:00,27.6,S/D,75,103,0.6
2018/08/08,14:00,28.6,S/D,73,158,0.5
2018/08/08,15:00,29.7,S/D,69,267,0.2
2018/08/08,16:00,29.4,S/D,74,53,0.1
2018/08/08,17:00,29.3,S/D,77,201,0.3
2018/08/08,18:00,27.0,S/D,87,56,0.0
2018/08/08,19:00,25.3,S/D,96,338,0.0
2018/08/08,20:00,24.3,S/D,98,327,0.0
2018/08/08,21:00,23.5,S/D,99,321,0.0
2018/08/08,22:00,22.8,S/D,99,313,0.0
2018/08/08,23:00,22.3,S/D,99,314,0.0
2018/08/09,00:00,21.8,S/D,99,313,0.0
2018/08/09,01:00,21.3,S/D,100,314,0.0
2018/08/09,02:00,20.9,S/D,100,314,0.0
2018/08/09,03:00,20.7,S/D,100,314,0.0
2018/08/09,04:00,20.5,S/D,100,313,0.0
2018/08/09,05:00,20.3,S/D,100,313,0.0
2018/08/09,06:00,20.3,S/D,100,313,0.0
2018/08/09,07:00,20.2,S/D,100,313,0.0
2018/08/09,08:00,19.9,S/D,100,313,0.0
2018/08/09,09:00,20.8,S/D,100,107,0.5
