Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SANTA ANA
,Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
,Latitud :,8°29'51.47'',Longitud :,75°33'45.86'',Altitud :,235 msnm.
,Tipo :,EMA - Meteorológica,Código :,47E8568A
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2018/04/01,00:00,23.7,0.0,100,17,0.0
2018/04/01,01:00,23.7,0.0,100,330,0.0
2018/04/01,02:00,23.6,0.0,100,339,0.0
2018/04/01,03:00,23.6,0.0,100,330,0.0
2018/04/01,04:00,23.5,0.0,100,111,0.1
2018/04/01,05:00,23.6,0.0,100,105,0.0
2018/04/01,06:00,23.6,0.0,100,144,0.0
2018/04/01,07:00,23.5,0.0,100,318,0.1
2018/04/01,08:00,23.6,0.0,100,35,0.0
2018/04/01,09:00,24.0,0.0,100,9,0.1
2018/04/01,10:00,25.0,0.0,97,358,0.5
2018/04/01,11:00,25.7,0.0,94,316,0.6
2018/04/01,12:00,28.1,0.1,79,346,1.0
2018/04/01,13:00,27.6,0.0,90,253,0.2
2018/04/01,14:00,29.0,0.0,82,29,0.3
2018/04/01,15:00,28.3,0.0,83,149,0.4
2018/04/01,16:00,26.4,0.0,92,158,0.3
2018/04/01,17:00,26.2,0.0,91,129,0.4
2018/04/01,18:00,25.9,0.0,93,137,0.0
2018/04/01,19:00,25.5,0.0,95,61,0.0
2018/04/01,20:00,24.6,0.0,98,207,0.0
2018/04/01,21:00,24.4,0.0,99,124,0.1
2018/04/01,22:00,24.3,0.0,99,124,0.1
2018/04/01,23:00,24.1,0.0,99,117,0.0
2018/04/02,00:00,23.6,0.0,99,91,0.0
2018/04/02,01:00,23.2,0.0,99,317,0.5
2018/04/02,02:00,23.1,0.0,100,358,0.0
2018/04/02,03:00,22.8,0.0,100,132,0.0
2018/04/02,04:00,22.8,0.0,100,142,0.0
2018/04/02,05:00,22.8,0.0,100,12,0.0
2018/04/02,06:00,22.8,0.0,100,189,0.1
2018/04/02,07:00,22.8,0.0,100,166,0.0
2018/04/02,08:00,22.8,0.0,100,294,0.0
2018/04/02,09:00,22.9,0.0,100,25,0.0
2018/04/02,10:00,23.0,0.0,100,158,0.0
2018/04/02,11:00,23.2,0.0,100,177,0.1
2018/04/02,12:00,28.1,0.1,79,346,1.0
2018/04/02,13:00,23.5,0.0,98,224,0.0
2018/04/02,14:00,23.2,0.0,99,130,0.0
2018/04/02,15:00,23.6,0.0,99,196,0.2
2018/04/02,16:00,24.3,0.0,96,152,0.3
2018/04/02,17:00,25.0,0.0,93,148,0.0
2018/04/02,18:00,25.1,0.0,94,215,0.0
2018/04/02,19:00,24.6,0.0,97,213,0.0
2018/04/02,20:00,23.7,0.0,99,45,0.0
2018/04/02,21:00,23.2,0.0,99,30,0.0
2018/04/02,22:00,22.9,0.0,100,162,0.0
2018/04/02,23:00,22.5,0.0,100,42,0.0
2018/04/03,00:00,22.2,0.0,100,203,0.0
2018/04/03,01:00,22.0,0.0,100,320,0.0
2018/04/03,02:00,21.8,0.0,100,342,0.0
2018/04/03,03:00,21.7,0.0,100,342,0.0
2018/04/03,04:00,21.8,0.0,100,342,0.0
2018/04/03,05:00,22.1,0.0,100,342,0.0
2018/04/03,06:00,22.2,0.0,100,322,0.0
2018/04/03,07:00,22.0,0.0,100,347,0.0
2018/04/03,08:00,22.0,0.0,100,131,0.0
2018/04/03,09:00,23.0,0.0,100,31,0.1
2018/04/03,10:00,24.8,0.0,96,45,0.2
2018/04/03,11:00,26.1,0.0,88,22,0.4
2018/04/03,12:00,28.1,0.1,79,346,1.0
2018/04/03,13:00,29.0,0.0,74,69,0.3
2018/04/03,14:00,30.1,0.0,71,102,0.6
2018/04/03,15:00,30.7,0.0,68,72,0.9
2018/04/03,16:00,30.8,0.0,68,116,0.6
2018/04/03,17:00,26.8,0.0,90,302,0.5
2018/04/03,18:00,25.3,0.0,97,36,0.7
2018/04/03,19:00,24.2,0.0,98,290,0.0
2018/04/03,20:00,24.0,0.0,99,330,0.2
2018/04/03,21:00,22.8,0.0,99,50,0.0
2018/04/03,22:00,22.7,0.0,99,30,0.0
2018/04/03,23:00,22.6,0.0,100,322,0.0
2018/04/04,00:00,22.3,0.0,100,322,0.0
2018/04/04,01:00,22.2,0.0,100,348,0.0
2018/04/04,02:00,22.2,0.0,100,1,0.0
2018/04/04,03:00,22.2,0.0,100,293,0.0
2018/04/04,04:00,22.1,0.0,100,305,0.1
2018/04/04,05:00,22.1,0.0,100,297,0.0
2018/04/04,06:00,22.2,0.0,100,221,0.0
2018/04/04,07:00,22.4,0.0,100,240,0.0
2018/04/04,08:00,22.6,0.0,100,240,0.0
2018/04/04,09:00,23.1,0.0,100,255,0.0
2018/04/04,10:00,23.3,0.0,100,222,0.0
2018/04/04,11:00,24.2,0.0,98,50,0.4
2018/04/04,12:00,28.1,0.1,79,346,1.0
2018/04/04,13:00,27.0,0.0,85,64,0.7
2018/04/04,14:00,28.4,0.0,81,135,0.2
2018/04/04,15:00,28.4,0.0,81,107,0.5
2018/04/04,16:00,28.5,0.0,81,57,0.5
2018/04/04,17:00,27.9,0.0,86,248,0.5
2018/04/04,18:00,25.4,0.0,93,245,0.0
2018/04/04,19:00,24.0,0.0,99,36,0.0
2018/04/04,20:00,23.4,0.0,99,48,0.0
2018/04/04,21:00,23.1,0.0,99,152,0.0
2018/04/04,22:00,22.9,0.0,100,230,0.0
2018/04/04,23:00,22.8,0.0,100,206,0.0
2018/04/05,00:00,22.7,0.0,100,14,0.0
2018/04/05,01:00,22.6,0.0,100,39,0.0
2018/04/05,02:00,22.5,0.0,100,57,0.0
2018/04/05,03:00,22.5,0.0,100,38,0.0
2018/04/05,04:00,22.5,0.0,100,38,0.0
2018/04/05,05:00,22.3,0.0,100,45,0.0
2018/04/05,06:00,22.1,0.0,100,319,0.0
2018/04/05,07:00,21.8,0.0,100,110,0.0
2018/04/05,08:00,22.0,0.0,100,128,0.0
2018/04/05,09:00,22.7,0.0,100,126,0.2
2018/04/05,10:00,25.3,0.0,92,96,0.5
2018/04/05,11:00,27.0,0.0,85,56,0.0
2018/04/05,12:00,28.1,0.1,79,346,1.0
2018/04/05,13:00,29.7,0.0,74,167,0.5
2018/04/05,14:00,30.8,0.0,69,133,0.5
2018/04/05,15:00,31.5,0.0,65,44,0.3
2018/04/05,16:00,31.6,0.0,66,232,0.2
2018/04/05,17:00,29.7,0.0,79,282,0.0
2018/04/05,18:00,29.4,0.0,86,237,0.1
2018/04/05,19:00,27.5,0.0,90,30,0.6
2018/04/05,20:00,25.6,0.0,90,341,0.0
2018/04/05,21:00,24.3,0.0,98,312,0.0
2018/04/05,22:00,24.1,0.0,99,326,0.0
2018/04/05,23:00,24.2,0.0,99,328,0.0
2018/04/06,00:00,24.1,0.0,99,72,0.0
2018/04/06,01:00,24.1,0.0,99,72,0.0
2018/04/06,02:00,24.1,0.0,99,108,0.0
2018/04/06,03:00,24.1,0.0,100,244,0.0
2018/04/06,04:00,24.0,0.0,100,128,0.0
2018/04/06,05:00,23.8,0.0,100,359,0.0
2018/04/06,06:00,23.5,0.0,100,32,0.0
2018/04/06,07:00,23.4,0.0,100,357,0.0
2018/04/06,08:00,23.5,0.0,100,356,0.0
2018/04/06,09:00,24.1,0.0,99,24,0.2
2018/04/06,10:00,26.2,0.0,91,98,0.3
2018/04/06,11:00,27.9,0.0,83,132,0.1
2018/04/06,12:00,28.1,0.1,79,346,1.0
2018/04/06,13:00,30.2,0.0,73,35,1.3
2018/04/06,14:00,27.6,0.0,86,265,0.2
2018/04/06,15:00,25.7,0.0,98,292,0.3
2018/04/06,16:00,26.1,0.0,95,310,0.9
2018/04/06,17:00,27.5,0.0,88,224,0.2
2018/04/06,18:00,27.6,0.0,90,57,0.7
2018/04/06,19:00,24.8,0.0,95,10,0.0
2018/04/06,20:00,24.1,0.0,99,319,0.0
2018/04/06,21:00,23.8,0.0,99,26,0.0
2018/04/06,22:00,23.7,0.0,99,304,0.0
2018/04/06,23:00,23.6,0.0,100,23,0.0
2018/04/07,00:00,23.5,0.0,100,332,0.0
2018/04/07,01:00,23.7,0.0,100,273,0.0
2018/04/07,02:00,23.8,0.0,100,78,0.0
2018/04/07,03:00,23.9,0.0,100,135,0.0
2018/04/07,04:00,23.8,0.0,100,123,0.0
2018/04/07,05:00,23.7,0.0,100,144,0.0
2018/04/07,06:00,23.6,0.0,100,110,0.0
2018/04/07,07:00,23.6,0.0,100,148,0.0
2018/04/07,08:00,23.7,0.0,100,169,0.0
2018/04/07,09:00,24.2,0.0,99,125,0.1
2018/04/07,10:00,25.2,0.0,94,107,0.4
2018/04/07,11:00,27.3,0.0,83,143,0.3
2018/04/07,12:00,28.1,0.1,79,346,1.0
2018/04/07,13:00,27.7,0.0,87,273,0.3
2018/04/07,14:00,29.1,0.0,82,306,0.1
2018/04/07,15:00,29.4,0.0,80,11,0.6
2018/04/07,16:00,30.1,0.0,78,219,0.2
2018/04/07,17:00,27.1,0.0,85,277,1.0
2018/04/07,18:00,23.0,0.0,99,139,0.0
2018/04/07,19:00,23.1,0.0,100,195,0.1
2018/04/07,20:00,23.2,0.0,100,325,0.0
2018/04/07,21:00,23.1,0.0,100,107,0.0
2018/04/07,22:00,23.0,0.0,100,237,0.0
2018/04/07,23:00,22.8,0.0,100,318,0.0
2018/04/08,00:00,22.8,0.0,100,105,0.0
2018/04/08,01:00,22.8,0.0,100,241,0.0
2018/04/08,02:00,22.9,0.0,100,310,0.0
2018/04/08,03:00,23.0,0.0,100,330,0.1
2018/04/08,04:00,22.9,0.0,100,3,0.0
2018/04/08,05:00,22.9,0.0,100,148,0.0
2018/04/08,06:00,22.8,0.0,100,188,0.0
2018/04/08,07:00,22.8,0.0,100,139,0.0
2018/04/08,08:00,23.0,0.0,100,165,0.0
2018/04/08,09:00,23.4,0.0,100,98,0.0
2018/04/08,10:00,23.9,0.0,99,347,0.2
2018/04/08,11:00,24.8,0.0,95,122,0.3
2018/04/08,12:00,28.1,0.1,79,346,1.0
2018/04/08,13:00,26.9,0.0,88,76,0.3
2018/04/08,14:00,28.3,0.0,83,131,0.5
2018/04/08,15:00,29.4,0.0,77,28,0.9
2018/04/08,16:00,27.4,0.0,87,308,0.0
2018/04/08,17:00,25.4,0.0,94,298,0.3
2018/04/08,18:00,25.0,0.0,92,160,0.0
2018/04/08,19:00,24.7,0.0,96,281,0.0
2018/04/08,20:00,24.1,0.0,99,279,0.0
2018/04/08,21:00,23.7,0.0,99,297,0.0
2018/04/08,22:00,23.7,0.0,99,282,0.6
2018/04/08,23:00,23.4,0.0,99,34,0.0
2018/04/09,00:00,23.3,0.0,100,256,0.0
2018/04/09,01:00,23.2,0.0,100,243,0.0
2018/04/09,02:00,23.1,0.0,100,277,0.0
2018/04/09,03:00,23.0,0.0,100,320,0.0
2018/04/09,04:00,23.0,0.0,100,274,0.0
2018/04/09,05:00,22.8,0.0,100,271,0.0
2018/04/09,06:00,22.8,0.0,100,271,0.0
2018/04/09,07:00,22.8,0.0,100,284,0.1
2018/04/09,08:00,22.8,0.0,100,300,0.1
2018/04/09,09:00,23.1,0.0,100,33,0.0
