Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : SANTA ANA
,Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
2018/05/09,11:00,27.3,0.0,79,171,0.3
2018/05/09,12:00,28.1,0.1,79,346,1.0
2018/05/09,13:00,30.2,0.0,70,45,0.6
2018/05/09,14:00,31.3,0.0,63,110,0.6
2018/05/09,15:00,30.7,0.0,68,326,0.6
2018/05/09,16:00,31.8,0.0,63,105,0.3
2018/05/09,17:00,30.1,0.0,73,120,0.2
2018/05/09,18:00,27.8,0.0,88,41,0.0
2018/05/09,19:00,26.2,0.0,96,339,0.0
2018/05/09,20:00,25.0,0.0,98,295,0.0
2018/05/09,21:00,24.4,0.0,99,338,0.0
2018/05/09,22:00,24.0,0.0,99,34,0.0
2018/05/09,23:00,23.5,0.0,99,34,0.0
2018/05/10,00:00,23.1,0.0,99,273,0.0
2018/05/10,01:00,22.9,0.0,99,326,0.0
2018/05/10,02:00,22.5,0.0,100,345,0.0
2018/05/10,03:00,22.7,0.0,100,343,0.0
2018/05/10,04:00,22.9,0.0,100,315,0.0
2018/05/10,05:00,22.9,0.0,100,315,0.0
2018/05/10,06:00,22.8,0.0,100,313,0.0
2018/05/10,07:00,22.4,0.0,100,316,0.0
2018/05/10,08:00,22.2,0.0,100,316,0.0
2018/05/10,09:00,23.4,0.0,99,103,0.2
2018/05/10,10:00,26.8,0.0,87,66,0.5
2018/05/10,11:00,28.7,0.0,78,146,0.3
2018/05/10,12:00,28.1,0.1,79,346,1.0
2018/05/10,13:00,31.3,0.0,68,97,0.6
2018/05/10,14:00,31.3,0.0,66,319,0.0
2018/05/10,15:00,31.8,0.0,68,14,1.1
2018/05/10,16:00,31.6,0.0,68,81,0.1
2018/05/10,17:00,30.8,0.0,71,297,0.0
2018/05/10,18:00,28.0,0.0,91,293,0.0
2018/05/10,19:00,26.6,0.0,96,312,0.0
2018/05/10,20:00,26.0,0.0,98,346,0.0
2018/05/10,21:00,25.8,0.0,98,291,0.1
2018/05/10,22:00,25.3,0.0,98,202,0.0
2018/05/10,23:00,24.9,0.0,98,303,0.0
2018/05/11,00:00,24.8,0.0,99,70,0.0
2018/05/11,01:00,24.5,0.0,99,36,0.1
2018/05/11,02:00,24.3,0.0,99,7,0.0
2018/05/11,03:00,24.1,0.0,99,263,0.0
2018/05/11,04:00,24.2,0.0,100,311,0.0
2018/05/11,05:00,24.2,0.0,99,5,0.0
2018/05/11,06:00,23.9,0.0,99,113,0.0
2018/05/11,07:00,23.8,0.0,100,350,0.1
2018/05/11,08:00,24.0,0.0,100,51,0.0
2018/05/11,09:00,24.6,0.0,99,11,0.0
2018/05/11,10:00,25.4,0.0,96,234,0.0
2018/05/11,11:00,26.8,0.0,89,83,0.4
2018/05/11,12:00,28.1,0.1,79,346,1.0
2018/05/11,13:00,29.5,0.0,77,63,0.3
2018/05/11,14:00,29.9,0.0,75,180,0.0
2018/05/11,15:00,31.0,0.0,71,128,0.4
2018/05/11,16:00,27.6,0.0,85,303,0.3
2018/05/11,17:00,26.8,0.0,93,334,0.5
2018/05/11,18:00,27.3,0.0,91,312,0.0
2018/05/11,19:00,26.3,0.0,96,85,0.0
2018/05/11,20:00,25.2,0.0,98,190,0.0
2018/05/11,21:00,24.6,0.0,99,273,0.1
2018/05/11,22:00,24.2,0.0,99,320,0.0
2018/05/11,23:00,23.8,0.0,99,263,0.0
2018/05/12,00:00,23.4,0.0,99,8,0.0
2018/05/12,01:00,23.2,0.0,100,347,0.0
2018/05/12,02:00,23.5,0.0,100,11,0.0
2018/05/12,03:00,23.6,0.0,100,2,0.0
2018/05/12,04:00,23.4,0.0,100,304,0.0
2018/05/12,05:00,23.4,0.0,100,104,0.0
2018/05/12,06:00,23.5,0.0,100,64,0.0
2018/05/12,07:00,23.5,0.0,100,290,0.0
2018/05/12,08:00,23.6,0.0,100,108,0.2
2018/05/12,09:00,24.5,0.0,98,150,0.3
2018/05/12,10:00,26.9,0.0,89,128,0.5
2018/05/12,11:00,27.6,0.0,86,121,0.7
2018/05/12,12:00,28.1,0.1,79,346,1.0
2018/05/12,13:00,29.5,0.0,78,152,0.3
2018/05/12,14:00,28.3,0.0,84,283,0.6
2018/05/12,15:00,24.5,0.0,97,90,1.6
2018/05/12,16:00,21.3,0.0,99,283,0.0
2018/05/12,17:00,21.2,0.0,100,246,0.0
2018/05/12,18:00,21.3,0.0,100,44,0.0
2018/05/12,19:00,21.3,0.0,100,132,0.2
2018/05/12,20:00,21.2,0.0,100,212,0.0
2018/05/12,21:00,21.4,0.0,100,152,0.0
2018/05/12,22:00,21.2,0.0,100,17,0.0
2018/05/12,23:00,20.8,0.0,100,298,0.1
2018/05/13,00:00,20.7,0.0,100,291,0.0
2018/05/13,01:00,20.8,0.0,100,288,0.0
2018/05/13,02:00,20.9,0.0,100,273,0.0
2018/05/13,03:00,20.9,0.0,100,288,0.0
2018/05/13,04:00,20.9,0.0,100,311,0.1
2018/05/13,05:00,20.7,0.0,100,128,0.0
2018/05/13,06:00,20.8,0.0,100,150,0.0
2018/05/13,07:00,20.8,0.0,100,124,0.0
2018/05/13,08:00,21.0,0.0,100,308,0.0
2018/05/13,09:00,21.3,0.0,100,127,0.0
2018/05/13,10:00,22.1,0.0,100,15,0.0
2018/05/13,11:00,24.8,0.0,94,248,0.2
2018/05/13,12:00,28.1,0.1,79,346,1.0
2018/05/13,13:00,27.0,0.0,78,81,0.5
2018/05/13,14:00,28.8,0.0,72,53,0.6
2018/05/13,15:00,28.3,0.0,75,115,0.5
2018/05/13,16:00,28.8,0.0,73,329,0.3
2018/05/13,17:00,27.5,0.0,84,332,0.3
2018/05/13,18:00,26.6,0.0,87,18,0.0
2018/05/13,19:00,24.7,0.0,97,320,0.0
2018/05/13,20:00,23.7,0.0,99,324,0.0
2018/05/13,21:00,23.0,0.0,99,3,0.0
2018/05/13,22:00,22.5,0.0,99,328,0.0
2018/05/13,23:00,22.2,0.0,99,330,0.0
2018/05/14,00:00,22.1,0.0,100,353,0.0
2018/05/14,01:00,22.3,0.0,100,1,0.0
2018/05/14,02:00,22.4,0.0,100,311,0.0
2018/05/14,03:00,22.4,0.0,100,311,0.0
2018/05/14,04:00,21.9,0.0,100,294,0.0
2018/05/14,05:00,21.8,0.0,100,301,0.0
2018/05/14,06:00,21.5,0.0,100,327,0.0
2018/05/14,07:00,21.1,0.0,100,296,0.0
2018/05/14,08:00,21.2,0.0,100,309,0.0
2018/05/14,09:00,22.6,0.0,100,147,0.2
2018/05/14,10:00,24.0,0.0,96,95,0.4
2018/05/14,11:00,26.7,0.0,85,65,0.5
2018/05/14,12:00,28.1,0.1,79,346,1.0
2018/05/14,13:00,29.0,0.0,72,76,0.4
2018/05/14,14:00,28.7,0.0,75,161,0.0
2018/05/14,15:00,28.5,0.0,77,63,0.5
2018/05/14,16:00,28.6,0.0,78,70,0.1
2018/05/14,17:00,27.7,0.0,88,159,0.0
2018/05/14,18:00,26.4,0.0,94,331,0.2
2018/05/14,19:00,25.6,0.0,96,231,0.0
2018/05/14,20:00,24.4,0.0,98,348,0.0
2018/05/14,21:00,23.7,0.0,99,340,0.0
2018/05/14,22:00,23.4,0.0,99,340,0.0
2018/05/14,23:00,23.3,0.0,99,341,0.0
2018/05/15,00:00,23.2,0.0,100,341,0.0
2018/05/15,01:00,23.3,0.0,100,341,0.0
2018/05/15,02:00,23.2,0.0,100,312,0.0
2018/05/15,03:00,23.0,0.0,100,288,0.0
2018/05/15,04:00,22.8,0.0,100,324,0.0
2018/05/15,05:00,22.7,0.0,100,42,0.0
2018/05/15,07:00,22.6,0.0,100,307,0.0
2018/05/15,08:00,22.6,0.0,100,312,0.0
2018/05/15,09:00,23.1,0.0,100,299,0.0
2018/05/15,10:00,23.8,0.0,100,165,0.0
2018/05/15,11:00,24.7,0.0,98,162,0.1
2018/05/15,12:00,28.1,0.1,79,346,1.0
2018/05/15,13:00,26.6,0.0,89,168,0.2
2018/05/15,14:00,27.9,0.0,85,192,0.2
2018/05/15,15:00,28.5,0.0,81,148,0.1
2018/05/15,16:00,27.5,0.0,87,146,0.0
2018/05/15,17:00,27.6,0.0,87,66,0.1
2018/05/15,18:00,26.8,0.0,91,278,0.0
2018/05/15,19:00,25.8,0.0,96,331,0.0
2018/05/15,20:00,24.6,0.0,98,343,0.0
2018/05/15,21:00,24.0,0.0,99,324,0.0
2018/05/15,22:00,23.6,0.0,99,344,0.0
2018/05/15,23:00,23.5,0.0,99,300,0.0
2018/05/16,00:00,23.1,0.0,100,287,0.0
2018/05/16,01:00,22.8,0.0,100,275,0.0
2018/05/16,02:00,23.1,0.0,100,263,0.0
2018/05/16,03:00,23.3,0.0,100,264,0.0
2018/05/16,04:00,23.4,0.0,100,251,0.0
2018/05/16,05:00,23.5,0.0,100,229,0.0
2018/05/16,06:00,23.4,0.0,100,163,0.0
2018/05/16,07:00,23.4,0.0,100,19,0.0
2018/05/16,08:00,23.5,0.0,100,139,0.0
2018/05/16,09:00,23.9,0.0,100,122,0.2
2018/05/16,10:00,24.8,0.0,97,144,0.0
2018/05/16,11:00,26.4,0.0,89,112,0.3
2018/05/16,12:00,28.1,0.1,79,346,1.0
2018/05/16,13:00,26.3,0.0,92,193,0.4
2018/05/16,14:00,25.1,0.0,98,311,0.3
2018/05/16,15:00,25.4,0.0,97,321,0.1
2018/05/16,16:00,26.8,0.0,91,355,0.5
2018/05/16,17:00,27.2,0.0,88,325,0.0
2018/05/16,18:00,26.2,0.0,95,57,0.0
2018/05/16,19:00,25.3,0.0,98,55,0.0
2018/05/16,20:00,24.6,0.0,99,330,0.0
2018/05/16,21:00,24.4,0.0,99,312,0.0
2018/05/16,22:00,24.4,0.0,99,142,0.0
2018/05/16,23:00,24.4,0.0,100,105,0.0
2018/05/17,00:00,24.4,0.0,100,36,0.0
2018/05/17,01:00,24.1,0.0,99,297,0.0
2018/05/17,02:00,23.9,0.0,100,308,0.0
2018/05/17,03:00,23.8,0.0,100,307,0.0
2018/05/17,04:00,23.7,0.0,100,57,0.0
2018/05/17,05:00,23.5,0.0,100,57,0.0
2018/05/17,06:00,23.6,0.0,100,58,0.0
2018/05/17,07:00,23.7,0.0,100,111,0.0
2018/05/17,08:00,23.8,0.0,100,111,0.0
2018/05/17,09:00,23.9,0.0,99,48,0.0
2018/05/17,10:00,23.9,0.0,99,127,0.0
2018/05/17,11:00,23.8,0.0,99,141,0.1
2018/05/17,12:00,28.1,0.1,79,346,1.0
2018/05/17,13:00,24.2,0.0,99,142,0.0
2018/05/17,14:00,25.0,0.0,96,346,0.1
2018/05/17,15:00,26.2,0.0,92,124,0.1
2018/05/17,16:00,28.0,0.0,84,84,0.4
2018/05/17,17:00,28.0,0.0,83,46,0.5
2018/05/17,18:00,27.1,0.0,88,310,0.0
2018/05/17,19:00,25.6,0.0,98,306,0.0
2018/05/17,20:00,24.5,0.0,99,3,0.0
2018/05/17,21:00,23.9,0.0,99,8,0.1
2018/05/17,22:00,23.5,0.0,100,335,0.0
2018/05/17,23:00,23.1,0.0,100,335,0.0
2018/05/18,00:00,22.9,0.0,100,37,0.0
2018/05/18,01:00,22.7,0.0,100,341,0.0
2018/05/18,02:00,22.6,0.0,100,357,0.0
2018/05/18,03:00,22.4,0.0,100,263,0.0
2018/05/18,04:00,22.1,0.0,100,314,0.0
2018/05/18,05:00,21.9,0.0,100,262,0.0
2018/05/18,06:00,21.7,0.0,100,23,0.1
2018/05/18,07:00,22.0,0.0,100,27,0.0
2018/05/18,08:00,22.2,0.0,100,28,0.0
2018/05/18,09:00,22.8,0.0,100,69,0.2
2018/05/18,10:00,24.2,0.0,99,114,0.4
2018/05/18,11:00,27.1,0.0,86,161,0.2
2018/05/18,12:00,28.1,0.1,79,346,1.0
2018/05/18,13:00,29.2,0.0,77,68,0.5
2018/05/18,14:00,30.7,0.0,70,143,0.5
2018/05/18,15:00,30.9,0.0,69,88,0.7
2018/05/18,16:00,31.6,0.0,67,8,0.4
2018/05/18,17:00,28.8,0.0,85,335,0.0
2018/05/18,18:00,27.6,0.0,94,7,0.0
2018/05/18,19:00,27.0,0.0,96,23,0.0
2018/05/18,20:00,25.5,0.0,98,303,0.0
2018/05/18,21:00,24.9,0.0,99,38,0.0
2018/05/18,22:00,24.5,0.0,99,326,0.0
2018/05/18,23:00,24.2,0.0,99,22,0.0
2018/05/19,00:00,23.9,S/D,100,5,0.0
2018/05/19,01:00,23.7,S/D,100,265,0.0
2018/05/19,02:00,23.4,S/D,100,2,0.0
2018/05/19,03:00,23.2,S/D,100,311,0.0
2018/05/19,04:00,23.1,S/D,100,342,0.0
2018/05/19,05:00,23.0,S/D,100,327,0.0
2018/05/19,06:00,22.6,S/D,100,311,0.0
2018/05/19,07:00,22.5,S/D,100,26,0.0
2018/05/19,08:00,22.7,S/D,100,26,0.0
2018/05/19,09:00,23.6,S/D,100,42,0.0
2018/05/19,10:00,24.3,S/D,100,224,0.0
2018/05/19,11:00,25.9,0.0,96,291,0.4
2018/05/19,12:00,28.1,S/D,79,346,1.0
2018/05/19,13:00,28.8,S/D,82,355,0.3
2018/05/19,14:00,28.4,S/D,84,42,0.7
2018/05/19,15:00,28.9,S/D,85,154,0.2
2018/05/19,16:00,29.1,S/D,83,169,0.2
2018/05/19,17:00,26.6,S/D,90,220,0.4
2018/05/19,18:00,25.0,S/D,98,296,0.0
2018/05/19,19:00,24.2,S/D,97,135,0.0
2018/05/19,20:00,23.5,S/D,99,222,0.0
2018/05/19,21:00,23.1,S/D,99,303,0.0
2018/05/19,22:00,22.8,S/D,99,317,0.0
2018/05/19,23:00,22.4,S/D,100,151,0.0
2018/05/20,00:00,22.1,S/D,100,232,0.0
2018/05/20,01:00,21.8,S/D,100,349,0.0
2018/05/20,02:00,21.8,S/D,100,277,0.0
2018/05/20,03:00,21.7,S/D,100,265,0.0
2018/05/20,04:00,21.6,S/D,100,353,0.0
2018/05/20,05:00,21.6,S/D,100,314,0.0
2018/05/20,06:00,21.7,S/D,100,19,0.0
2018/05/20,07:00,21.7,S/D,100,279,0.0
2018/05/20,08:00,21.8,S/D,100,255,0.0
2018/05/20,09:00,22.2,S/D,100,127,0.2
2018/05/20,10:00,23.6,S/D,98,105,0.3
2018/05/20,11:00,24.9,0.0,91,105,1.8
2018/05/20,12:00,28.1,S/D,79,346,1.0
2018/05/20,13:00,20.5,S/D,97,176,0.1
2018/05/20,14:00,20.5,S/D,99,344,0.3
2018/05/20,15:00,21.3,S/D,97,19,0.7
2018/05/20,16:00,22.4,S/D,93,52,0.5
2018/05/20,17:00,23.0,S/D,90,88,0.1
2018/05/20,18:00,22.7,S/D,93,332,0.0
2018/05/20,19:00,22.1,S/D,97,50,0.1
2018/05/20,20:00,21.8,S/D,98,11,0.0
2018/05/20,21:00,21.6,S/D,98,9,0.1
2018/05/20,22:00,21.4,S/D,99,341,0.0
2018/05/20,23:00,21.3,S/D,99,302,0.0
2018/05/21,00:00,20.9,S/D,99,298,0.0
2018/05/21,01:00,20.5,S/D,99,307,0.0
2018/05/21,02:00,20.0,S/D,100,330,0.0
2018/05/21,03:00,20.0,S/D,100,311,0.0
2018/05/21,04:00,19.7,S/D,100,321,0.0
2018/05/21,05:00,19.3,S/D,100,288,0.0
2018/05/21,06:00,19.2,S/D,100,326,0.0
2018/05/21,07:00,19.1,S/D,100,326,0.0
2018/05/21,08:00,19.2,S/D,100,8,0.0
2018/05/21,09:00,19.9,S/D,100,63,0.2
2018/05/21,10:00,21.7,S/D,95,53,0.2
2018/05/21,11:00,24.4,0.0,81,97,0.4
2018/05/21,12:00,28.1,S/D,79,346,1.0
2018/05/21,13:00,27.9,S/D,68,241,0.4
2018/05/21,14:00,28.2,S/D,68,121,0.7
2018/05/21,15:00,28.9,S/D,64,327,0.5
2018/05/21,16:00,29.2,S/D,63,272,0.2
2018/05/21,17:00,28.0,S/D,71,24,0.5
2018/05/21,18:00,25.8,S/D,83,6,0.0
2018/05/21,19:00,23.7,S/D,96,313,0.0
2018/05/21,20:00,22.6,S/D,98,313,0.0
2018/05/21,21:00,22.2,S/D,99,311,0.0
2018/05/21,22:00,21.8,S/D,99,300,0.0
2018/05/21,23:00,21.4,S/D,99,309,0.0
