Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SANTA ROSA
,Departamento :,LORETO,Provincia :,MARISCAL RAMON CASTILLA,Distrito :,YAVARI
,Latitud :,4°13'27.05'',Longitud :,69°57'12.6'',Altitud :,63 msnm.
,Tipo :,HLM - Hidrológica,Código :,240108
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2019-10-01,0.90,0.90,0.91,0.92
2019-10-02,0.93,0.93,0.94,0.95
2019-10-03,0.97,0.97,0.97,0.97
2019-10-04,0.97,0.99,1.01,1.02
2019-10-05,1.06,1.06,1.07,1.07
2019-10-06,1.08,1.08,1.09,1.09
2019-10-07,1.11,1.12,1.13,1.14
2019-10-08,1.17,1.17,1.18,1.14
2019-10-09,1.24,1.26,1.28,1.30
2019-10-10,1.36,1.38,1.40,1.43
2019-10-11,1.51,1.54,1.56,1.58
2019-10-12,1.68,1.71,1.74,1.78
2019-10-13,1.88,1.91,1.94,1.98
2019-10-14,2.15,2.20,2.25,2.31
2019-10-15,2.53,2.61,2.69,2.78
2019-10-16,2.98,3.03,3.14,3.18
2019-10-17,3.33,3.37,3.41,3.45
2019-10-18,3.56,3.58,3.59,3.62
2019-10-19,3.68,3.69,3.70,3.70
2019-10-20,3.71,3.71,3.71,3.71
2019-10-21,3.71,3.71,3.70,3.70
2019-10-22,3.70,3.70,3.70,3.70
2019-10-23,3.67,3.67,3.66,3.65
2019-10-24,3.63,3.63,3.62,3.62
2019-10-25,3.61,3.61,3.61,3.61
2019-10-26,3.61,3.63,3.65,3.67
2019-10-27,3.73,3.75,3.77,3.79
2019-10-28,3.87,3.90,3.93,3.95
2019-10-29,3.99,4.01,4.02,4.02
2019-10-30,4.09,4.12,4.14,4.16
2019-10-31,4.22,4.24,4.27,4.30
