Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SANTA ROSA
,Departamento :,LORETO,Provincia :,MARISCAL RAMON CASTILLA,Distrito :,YAVARI
,Latitud :,4°13'27.05'',Longitud :,69°57'12.6'',Altitud :,63 msnm.
,Tipo :,HLM - Hidrológica,Código :,240108
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2019-07-01,7.62,7.62,7.62,7.62
2019-07-02,7.61,7.59,7.57,7.56
2019-07-03,7.51,7.49,7.47,7.46
2019-07-04,7.43,7.42,7.41,7.40
2019-07-05,7.37,7.37,7.36,7.35
2019-07-06,7.33,7.33,7.32,7.31
2019-07-07,7.32,7.33,7.34,7.36
2019-07-08,7.38,7.38,7.38,7.38
2019-07-09,7.46,7.40,7.40,7.40
2019-07-10,7.39,7.39,7.38,7.38
2019-07-11,7.37,7.37,7.37,7.37
2019-07-12,7.36,7.36,7.36,7.36
2019-07-13,7.36,7.36,7.36,7.36
2019-07-14,7.37,7.37,7.37,7.37
2019-07-15,7.37,7.37,7.38,7.38
2019-07-16,7.40,7.41,7.42,7.42
2019-07-17,7.43,7.43,7.43,7.43
2019-07-18,7.42,7.41,7.40,7.40
2019-07-19,7.39,7.38,7.37,7.35
2019-07-20,7.39,7.31,7.30,7.29
2019-07-21,7.25,7.24,7.23,7.21
2019-07-22,7.18,7.17,7.16,7.14
2019-07-23,7.10,7.09,7.08,7.06
2019-07-24,7.02,6.99,6.97,6.95
2019-07-25,6.94,6.93,6.92,6.91
2019-07-26,6.88,6.87,6.86,6.85
2019-07-27,6.82,6.81,6.80,6.78
2019-07-28,6.72,6.70,6.68,6.67
2019-07-29,6.61,6.59,6.57,6.55
2019-07-30,6.47,6.44,6.41,6.39
2019-07-31,6.31,6.28,6.25,6.21
