Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SANTA ROSA
,Departamento :,LORETO,Provincia :,MARISCAL RAMON CASTILLA,Distrito :,YAVARI
,Latitud :,4°13'27.05'',Longitud :,69°57'12.6'',Altitud :,63 msnm.
,Tipo :,HLM - Hidrológica,Código :,240108
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2019-01-01,8.38,8.38,8.38,8.38
2019-01-02,8.38,8.38,8.39,8.39
2019-01-03,8.39,8.39,8.39,8.39
2019-01-04,8.39,8.39,8.40,8.41
2019-01-05,8.43,8.43,8.43,8.43
2019-01-06,8.42,8.42,8.41,8.40
2019-01-07,8.37,8.37,8.35,8.34
2019-01-08,8.31,8.30,8.30,8.29
2019-01-09,8.25,8.25,8.23,8.23
2019-01-10,8.18,8.17,8.16,8.14
2019-01-11,8.07,8.06,8.04,8.03
2019-01-12,7.98,7.96,7.95,7.94
2019-01-13,7.89,7.87,7.86,7.85
2019-01-14,7.78,7.76,7.74,7.73
2019-01-15,7.66,7.65,7.74,7.63
2019-01-16,7.61,7.60,7.59,7.59
2019-01-17,7.59,7.59,7.59,7.59
2019-01-18,7.59,7.60,7.61,7.62
2019-01-19,7.66,7.68,7.69,7.76
2019-01-20,7.77,7.79,7.81,7.83
2019-01-21,7.88,7.91,7.94,7.96
2019-01-22,8.62,8.04,8.06,8.08
2019-01-23,8.19,8.22,8.25,8.28
2019-01-24,8.36,8.39,8.42,8.45
2019-01-25,8.51,8.53,8.55,8.57
2019-01-26,8.63,8.66,8.68,8.76
2019-01-27,8.77,8.79,8.81,8.82
2019-01-28,8.86,8.88,8.90,8.91
2019-01-29,8.97,8.98,9.01,9.01
2019-01-30,9.03,9.04,9.05,9.06
2019-01-31,9.10,9.11,9.12,9.13
