Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SANTA ROSA
,Departamento :,LORETO,Provincia :,MARISCAL RAMON CASTILLA,Distrito :,YAVARI
,Latitud :,4°13'27.05'',Longitud :,69°57'12.6'',Altitud :,63 msnm.
,Tipo :,HLM - Hidrológica,Código :,240108
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2020-09-01,2.23,2.22,2.21,2.20
2020-09-02,2.16,2.14,2.12,2.09
2020-09-03,1.98,1.95,1.92,1.90
2020-09-04,1.77,1.74,1.72,1.69
2020-09-05,1.60,1.54,1.52,1.49
2020-09-06,1.38,1.36,1.33,1.30
2020-09-07,1.19,1.17,1.15,1.12
2020-09-08,1.02,0.99,0.98,0.97
2020-09-09,0.90,0.89,0.88,0.86
2020-09-10,0.82,0.82,0.81,0.81
2020-09-11,0.80,0.79,0.78,0.78
2020-09-12,0.77,0.77,0.77,0.77
2020-09-13,0.78,0.78,0.79,0.79
2020-09-14,0.82,0.83,0.84,0.86
2020-09-15,0.88,0.89,0.90,0.91
2020-09-16,0.91,0.91,0.91,0.91
2020-09-17,0.91,0.91,0.91,0.91
2020-09-18,0.92,0.92,0.91,0.91
2020-09-19,0.90,0.90,0.90,0.90
2020-09-20,0.92,0.92,0.92,0.92
2020-09-21,0.91,0.91,0.90,0.90
2020-09-22,0.89,0.89,0.88,0.87
2020-09-23,0.86,0.86,0.86,0.86
2020-09-24,0.86,0.86,0.87,0.88
2020-09-25,0.90,0.91,0.92,0.93
2020-09-26,0.96,0.99,0.99,1.01
2020-09-27,1.10,1.13,1.15,1.17
2020-09-28,1.26,1.29,1.32,1.35
2020-09-29,1.43,1.46,1.49,1.51
2020-09-30,1.58,1.64,1.69,1.75
