Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SANTA ROSA
,Departamento :,LORETO,Provincia :,MARISCAL RAMON CASTILLA,Distrito :,YAVARI
,Latitud :,4°13'27.05'',Longitud :,69°57'12.6'',Altitud :,63 msnm.
,Tipo :,HLM - Hidrológica,Código :,240108
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2019-11-01,4.43,4.47,4.51,4.55
2019-11-02,4.66,4.70,4.74,4.76
2019-11-03,4.86,4.87,4.88,4.89
2019-11-04,4.95,4.96,4.97,4.97
2019-11-05,4.99,4.99,4.99,4.99
2019-11-06,4.99,4.98,4.97,4.96
2019-11-07,4.96,4.95,4.94,4.94
2019-11-08,4.92,4.92,4.92,4.92
2019-11-09,4.93,4.93,4.93,4.93
2019-11-10,4.93,4.93,4.92,4.91
2019-11-11,4.89,4.89,4.88,4.88
2019-11-12,4.87,4.87,4.87,4.87
2019-11-13,4.89,4.90,4.91,4.92
2019-11-14,4.95,4.96,4.97,4.98
2019-11-15,5.01,5.03,5.05,5.06
2019-11-16,5.11,5.14,5.17,5.19
2019-11-17,5.26,5.27,5.28,5.30
2019-11-18,5.37,5.40,5.43,5.46
2019-11-19,5.55,5.59,5.63,5.68
2019-11-20,5.83,5.87,5.91,5.94
2019-11-21,6.05,6.11,6.17,6.25
2019-11-22,6.35,6.38,6.41,6.44
2019-11-23,6.55,6.58,6.62,6.65
2019-11-24,6.74,6.77,6.80,6.86
2019-11-25,6.91,6.93,6.95,6.98
2019-11-26,7.05,7.08,7.11,7.13
2019-11-27,7.28,7.28,7.28,7.28
2019-11-28,7.25,7.26,7.27,7.27
2019-11-29,7.30,7.30,7.31,7.32
2019-11-30,7.33,7.33,7.33,7.33
