AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2018-02-01,30,S/D,91.6,0.9
2018-02-02,34.4,S/D,91.2,21.0
2018-02-03,33.2,S/D,83.7,0.0
2018-02-04,36.4,S/D,82.9,0.0
2018-02-05,34.8,S/D,90.3,6.6
2018-02-06,32.4,S/D,87.5,2.7
2018-02-07,32,S/D,88.2,0.0
2018-02-08,34.8,S/D,80.7,0.0
2018-02-09,35.4,S/D,86.4,0.0
2018-02-10,36.2,S/D,84.8,0.0
2018-02-11,34.6,S/D,89.0,2.0
2018-02-12,32.6,S/D,89.3,0.0
2018-02-13,30.2,S/D,90.4,0.0
2018-02-14,31.2,S/D,86.1,0.0
2018-02-15,31,S/D,85.9,0.0
2018-02-16,30.4,S/D,85.7,0.0
2018-02-17,30.2,S/D,87.3,0.0
2018-02-18,30.8,S/D,90.4,4.0
2018-02-19,35,S/D,88.4,0.0
2018-02-20,35,S/D,81.4,0.0
2018-02-21,32.2,S/D,80.8,0.0
2018-02-22,34.2,S/D,79.1,0.0
2018-02-23,34.2,S/D,85.5,0.0
2018-02-24,32.8,S/D,80.6,0.0
2018-02-25,32.4,S/D,81.4,46.3
2018-02-26,26.2,S/D,92.6,2.7
2018-02-27,32,S/D,82.7,0.0
2018-02-28,34.6,S/D,82.5,7.7
2018-03-01,33.8,S/D,88.1,5.8
