Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SAN REGIS
,Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
,Latitud :,4°30'47.59'',Longitud :,73°54'27.34'',Altitud :,96 msnm.
,Tipo :,HLM - Hidrológica,Código :,220105
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2021-02-01,10.21,10.21,10.21,10.20
2021-02-02,10.17,10.16,10.15,10.14
2021-02-03,10.14,10.14,10.14,10.14
2021-02-04,10.13,10.13,10.13,10.12
2021-02-05,10.09,10.08,10.05,10.02
2021-02-06,9.98,9.97,9.95,9.92
2021-02-07,9.86,9.86,9.86,9.85
2021-02-08,9.83,9.83,9.83,9.83
2021-02-09,9.84,9.85,9.86,9.88
2021-02-10,9.90,9.92,9.93,9.93
2021-02-11,9.94,9.94,9.94,9.94
2021-02-12,10.01,10.01,10.01,10.01
2021-02-13,10.04,10.06,10.07,10.07
2021-02-14,10.11,10.13,10.13,10.14
2021-02-15,10.16,10.16,10.17,10.18
2021-02-16,10.19,10.20,10.20,10.20
2021-02-17,10.17,10.16,10.16,10.16
2021-02-18,10.15,10.15,10.14,10.14
2021-02-19,10.13,10.12,10.12,10.12
2021-02-20,10.09,10.08,10.07,10.05
2021-02-21,9.97,9.95,9.93,9.89
2021-02-22,9.81,9.78,9.75,9.71
2021-02-23,9.62,9.59,9.57,9.54
2021-02-24,9.42,9.38,9.35,9.32
2021-02-25,9.22,9.20,9.19,9.19
2021-02-26,9.19,9.19,9.20,9.21
2021-02-27,9.24,9.24,9.25,9.26
2021-02-28,9.28,9.29,9.30,9.31
