Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SAN REGIS
,Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
,Latitud :,4°30'47.59'',Longitud :,73°54'27.34'',Altitud :,96 msnm.
,Tipo :,HLM - Hidrológica,Código :,220105
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2020-01-01,11.16,11.16,11.18,11.18
2020-01-02,11.19,11.19,11.20,11.21
2020-01-03,11.23,11.24,11.24,11.25
2020-01-04,11.25,11.26,11.28,11.29
2020-01-05,11.29,11.30,11.31,11.31
2020-01-06,11.31,11.31,11.31,11.31
2020-01-07,11.32,11.32,11.32,11.32
2020-01-08,11.32,11.32,11.32,11.31
2020-01-09,11.31,11.31,11.30,11.30
2020-01-10,11.29,11.28,11.26,11.26
2020-01-11,11.24,11.20,11.19,11.14
2020-01-12,11.14,11.13,11.11,11.09
2020-01-13,11.03,11.01,10.98,10.97
2020-01-14,10.90,10.88,10.85,10.81
2020-01-15,10.66,10.62,10.58,10.54
2020-01-16,10.38,10.32,10.26,10.21
2020-01-17,10.05,9.98,9.96,9.94
2020-01-18,9.80,9.76,9.72,9.68
2020-01-19,9.56,9.54,9.52,9.48
2020-01-20,9.39,9.37,9.35,9.35
2020-01-21,9.35,9.38,9.42,9.46
2020-01-22,9.60,9.65,9.70,9.75
2020-01-23,9.87,9.90,9.94,9.97
2020-01-24,10.05,10.07,10.09,10.10
2020-01-25,10.15,10.16,10.16,10.16
2020-01-26,10.19,10.19,10.19,10.19
2020-01-27,10.19,10.19,10.18,10.17
2020-01-28,10.15,10.15,10.14,10.13
2020-01-29,10.11,10.11,10.11,10.11
2020-01-30,10.11,10.11,10.11,10.11
2020-01-31,10.11,10.11,10.11,10.11
