Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : CHIRIACO
,Departamento :,AMAZONAS,Provincia :,BAGUA,Distrito :,IMAZA
,Latitud :,5°9'41.2'',Longitud :,78°17'17'',Altitud :,323 msnm.
,Tipo :,CO - Meteorológica,Código :,105104
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2017-04-01,27.5,S/D,S/D,21.2
2017-04-02,28.4,S/D,89.7,3.5
2017-04-03,31,S/D,85.9,3.5
2017-04-04,28.7,S/D,90.5,0.8
2017-04-05,26.8,S/D,92.1,6.2
2017-04-06,25,S/D,93.0,4.0
2017-04-07,29.2,S/D,88.9,0.0
2017-04-08,33.5,S/D,81.0,0.0
2017-04-09,33.5,S/D,77.9,0.7
2017-04-10,33.2,S/D,81.9,0.0
2017-04-11,31.5,S/D,85.6,1.5
2017-04-12,27.2,S/D,90.5,29.6
2017-04-13,27.8,S/D,91.0,9.4
2017-04-14,30.5,S/D,87.6,24.8
2017-04-15,26,S/D,94.1,16.5
2017-04-16,29.8,S/D,87.5,5.2
2017-04-17,33.5,S/D,81.7,46.0
2017-04-18,31.5,S/D,85.1,1.6
2017-04-19,32.3,S/D,84.5,0.9
2017-04-20,31.7,S/D,82.6,37.8
2017-04-21,31.8,S/D,84.6,0.0
2017-04-22,29,S/D,87.9,0.0
2017-04-23,32,S/D,85.5,0.0
2017-04-24,29.5,S/D,88.1,0.0
2017-04-25,33.8,S/D,81.3,0.0
2017-04-26,26.8,S/D,93.4,27.9
2017-04-27,29,S/D,91.2,1.3
2017-04-28,27,S/D,91.5,22.0
2017-04-29,28.5,S/D,93.4,4.7
2017-04-30,26.6,S/D,93.6,13.4
