Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : CHIRIACO
,Departamento :,AMAZONAS,Provincia :,BAGUA,Distrito :,IMAZA
,Latitud :,5°9'41.2'',Longitud :,78°17'17'',Altitud :,323 msnm.
,Tipo :,CO - Meteorológica,Código :,105104
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2017-07-01,29.2,S/D,89.7,2.6
2017-07-02,28.6,S/D,90.7,2.1
2017-07-03,26.8,S/D,95.9,8.3
2017-07-04,28,S/D,89.4,2.2
2017-07-05,27.5,S/D,89.4,1.7
2017-07-06,29,S/D,88.6,6.0
2017-07-07,28,S/D,87.1,2.3
2017-07-08,29.7,S/D,87.8,18.1
2017-07-09,31,S/D,86.9,3.2
2017-07-10,30.7,S/D,84.5,0.0
2017-07-11,29.4,S/D,87.5,16.8
2017-07-12,31,S/D,81.1,0.0
2017-07-13,30.4,S/D,81.5,0.0
2017-07-14,32.5,S/D,79.5,0.0
2017-07-15,33,S/D,80.5,0.0
2017-07-16,32.6,S/D,83.7,0.0
2017-07-17,31.5,S/D,80.0,6.1
2017-07-18,29.4,S/D,85.3,13.6
2017-07-19,25.5,S/D,90.0,0.0
2017-07-20,30,S/D,85.9,0.0
2017-07-21,30,S/D,81.5,0.0
2017-07-22,29.2,S/D,81.7,3.9
2017-07-23,32,S/D,80.1,0.0
2017-07-24,31.5,S/D,81.9,3.6
2017-07-25,26.8,S/D,90.3,1.6
2017-07-26,28.5,S/D,90.9,4.9
2017-07-27,27.5,S/D,87.5,15.7
2017-07-28,29,S/D,90.3,8.3
2017-07-29,28.7,S/D,90.0,5.4
2017-07-30,29.2,S/D,86.9,19.4
2017-07-31,29,S/D,87.8,0.6
