Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : CHIRIACO
,Departamento :,AMAZONAS,Provincia :,BAGUA,Distrito :,IMAZA
,Latitud :,5°9'41.2'',Longitud :,78°17'17'',Altitud :,323 msnm.
,Tipo :,CO - Meteorológica,Código :,105104
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2017-10-01,33.7,S/D,80.4,0.0
2017-10-02,34.5,S/D,78.5,0.0
2017-10-03,31.5,S/D,85.3,7.2
2017-10-04,33.2,S/D,83.2,5.4
2017-10-05,32,S/D,82.8,7.3
2017-10-06,33,S/D,82.0,0.0
2017-10-07,30.4,S/D,85.7,0.0
2017-10-08,32.7,S/D,81.9,0.0
2017-10-09,35,S/D,78.7,1.8
2017-10-10,33.5,S/D,82.4,0.0
2017-10-11,27.2,S/D,90.7,24.8
2017-10-12,32.5,S/D,79.3,0.0
2017-10-13,35.6,S/D,80.5,7.6
2017-10-14,31.2,S/D,87.5,4.8
2017-10-15,29.7,S/D,85.8,7.9
2017-10-16,28.5,S/D,88.5,10.6
2017-10-17,31.7,S/D,83.1,2.7
2017-10-18,32.4,S/D,83.4,0.0
2017-10-19,33.2,S/D,84.4,2.0
2017-10-20,31.5,S/D,85.7,0.0
2017-10-21,33.5,S/D,80.1,9.3
2017-10-22,29.7,S/D,89.1,26.9
2017-10-23,29.8,S/D,89.7,0.6
2017-10-24,32,S/D,84.5,10.5
2017-10-25,31.5,S/D,83.1,2.0
2017-10-26,32,S/D,83.2,3.0
2017-10-27,28.5,S/D,90.0,41.0
2017-10-28,30.2,S/D,87.0,4.8
2017-10-29,25.4,S/D,92.4,14.0
2017-10-30,31.8,S/D,83.4,0.0
2017-10-31,33.8,S/D,80.7,0.0
