Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : CHIRIACO
,Departamento :,AMAZONAS,Provincia :,BAGUA,Distrito :,IMAZA
,Latitud :,5°9'41.2'',Longitud :,78°17'17'',Altitud :,323 msnm.
,Tipo :,CO - Meteorológica,Código :,105104
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2018-02-01,30.2,S/D,87.0,9.8
2018-02-02,31.5,S/D,86.6,0.0
2018-02-03,34,S/D,81.1,13.7
2018-02-04,31.2,S/D,85.0,0.0
2018-02-05,32.4,S/D,83.9,38.2
2018-02-06,28,S/D,96.4,43.8
2018-02-07,25.2,S/D,95.1,0.0
2018-02-08,26.5,S/D,93.7,1.0
2018-02-09,28.5,S/D,S/D,2.0
2018-02-10,28.7,S/D,86.5,0.0
2018-02-11,33.5,S/D,78.5,20.5
2018-02-12,27.5,S/D,93.0,8.7
2018-02-13,31.2,S/D,84.4,11.4
2018-02-14,26.4,S/D,95.4,39.3
2018-02-15,24.8,S/D,94.7,10.0
2018-02-16,22.5,S/D,97.4,11.2
2018-02-17,30.6,S/D,85.8,0.0
2018-02-18,30.3,S/D,87.3,0.0
2018-02-19,30.2,S/D,91.8,31.9
2018-02-20,25.2,S/D,95.5,2.5
2018-02-21,31,S/D,88.2,0.0
2018-02-22,32.7,S/D,80.3,0.0
2018-02-23,32,S/D,83.2,0.0
2018-02-24,34,S/D,77.2,0.0
2018-02-25,33.6,S/D,79.6,0.0
2018-02-26,25.5,S/D,96.7,0.8
2018-02-27,33,S/D,79.7,0.0
2018-02-28,31.4,S/D,86.6,0.0
