Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : MALINOWSKY
,Departamento :,MADRE DE DIOS,Provincia :,TAMBOPATA,Distrito :,INAMBARI
2020/01/25,02:00,25.5,0.0,98,251,0.1
2020/01/25,03:00,24.8,0.0,96,213,0.0
2020/01/25,04:00,24.4,0.0,96,68,0.7
2020/01/25,05:00,24.3,0.0,95,258,0.1
2020/01/25,06:00,23.9,0.0,97,355,0.0
2020/01/25,07:00,23.7,0.0,99,343,0.0
2020/01/25,08:00,24.0,0.0,99,347,0.1
2020/01/25,09:00,25.1,0.0,94,76,0.6
2020/01/25,10:00,28.0,0.0,82,72,1.1
2020/01/25,11:00,30.9,0.0,75,114,0.3
2020/01/25,12:00,32.8,0.0,71,277,0.3
2020/01/25,13:00,33.3,0.0,71,169,0.2
2020/01/25,14:00,34.0,0.0,67,212,0.1
2020/01/25,15:00,34.2,0.0,67,42,0.3
2020/01/25,16:00,34.1,0.0,64,32,0.6
2020/01/25,17:00,32.4,0.0,77,73,0.0
2020/01/25,18:00,31.0,0.0,88,71,0.0
2020/01/25,19:00,29.8,0.0,91,13,0.0
2020/01/25,20:00,28.3,0.0,96,44,0.0
2020/01/25,21:00,27.6,0.0,98,18,0.0
2020/01/25,22:00,27.1,0.0,99,39,0.0
2020/01/25,23:00,26.8,0.0,99,7,0.0
2020/01/26,00:00,26.5,0.0,99,341,0.0
2020/01/26,01:00,26.3,0.0,99,5,0.0
2020/01/26,02:00,26.3,0.0,99,26,0.1
2020/01/26,03:00,26.1,0.0,99,9,0.3
2020/01/26,04:00,25.8,0.0,99,4,0.0
2020/01/26,05:00,25.6,0.0,100,350,0.0
2020/01/26,06:00,25.3,0.0,99,27,0.0
2020/01/26,07:00,25.0,0.0,100,26,0.0
2020/01/26,08:00,25.3,0.0,99,89,0.2
2020/01/26,09:00,26.9,0.0,93,113,0.3
2020/01/26,10:00,29.7,0.0,81,283,0.4
2020/01/26,11:00,32.7,0.0,71,177,0.5
2020/01/26,12:00,33.3,0.0,71,3,0.3
2020/01/26,13:00,34.0,0.0,68,359,0.6
2020/01/26,14:00,35.5,0.0,62,309,0.6
2020/01/26,15:00,35.9,0.0,59,293,0.3
2020/01/26,16:00,35.8,0.0,58,358,0.3
2020/01/26,17:00,35.0,0.0,61,42,0.3
2020/01/26,18:00,32.3,0.0,74,360,0.1
2020/01/26,19:00,30.2,0.0,83,55,0.0
2020/01/26,20:00,28.5,0.0,90,58,0.0
2020/01/26,21:00,27.8,0.0,94,34,0.0
2020/01/26,22:00,27.4,0.0,96,9,0.0
2020/01/26,23:00,27.1,0.0,98,5,0.0
2020/01/27,00:00,26.7,0.0,98,21,0.0
2020/01/27,01:00,26.4,0.0,99,303,0.0
2020/01/27,02:00,26.2,0.0,99,6,0.0
2020/01/27,03:00,25.9,0.0,99,355,0.0
2020/01/27,04:00,25.5,0.0,99,15,0.0
2020/01/27,05:00,25.2,0.0,99,35,0.0
2020/01/27,06:00,25.0,0.0,99,39,0.1
2020/01/27,07:00,25.0,0.0,99,279,0.0
2020/01/27,08:00,26.1,0.0,98,70,0.0
2020/01/27,09:00,27.5,0.0,91,88,0.5
2020/01/27,10:00,29.6,0.0,83,2,0.4
2020/01/27,11:00,33.0,0.0,66,297,0.4
2020/01/27,12:00,33.7,0.0,65,303,0.5
2020/01/27,13:00,34.9,0.0,60,302,0.6
2020/01/27,14:00,35.2,0.0,59,313,0.4
2020/01/27,15:00,35.6,0.0,58,74,0.4
2020/01/27,16:00,36.0,0.0,57,41,0.3
2020/01/27,17:00,35.2,0.0,62,345,0.1
2020/01/27,18:00,32.5,0.0,73,55,0.0
2020/01/27,19:00,30.2,0.0,83,35,0.0
2020/01/27,20:00,28.4,0.0,90,343,0.0
2020/01/27,21:00,27.6,0.0,96,353,0.0
2020/01/27,22:00,27.3,0.0,97,55,0.1
2020/01/27,23:00,26.9,0.0,98,34,0.1
2020/01/28,00:00,26.7,0.0,98,37,0.2
2020/01/28,01:00,26.5,0.0,98,2,0.0
2020/01/28,02:00,26.3,0.0,99,2,0.0
2020/01/28,03:00,26.3,0.0,99,343,0.0
2020/01/28,04:00,26.2,0.0,99,87,0.0
2020/01/28,05:00,26.3,0.0,98,183,0.0
2020/01/28,06:00,25.9,0.8,98,31,0.1
2020/01/28,07:00,25.5,0.2,99,248,0.0
2020/01/28,08:00,25.5,0.0,99,336,0.1
2020/01/28,09:00,26.0,0.0,98,65,0.2
2020/01/28,10:00,26.5,0.0,95,40,0.3
2020/01/28,11:00,27.0,0.0,94,5,0.1
2020/01/28,12:00,27.4,0.0,93,34,0.4
2020/01/28,13:00,27.4,0.0,90,112,0.3
2020/01/28,14:00,28.3,0.0,83,86,1.0
2020/01/28,15:00,29.0,0.0,79,333,0.6
2020/01/28,16:00,29.5,0.0,78,309,0.2
2020/01/28,17:00,28.8,0.0,81,18,0.2
2020/01/28,18:00,25.9,5.4,90,199,0.2
2020/01/28,19:00,23.0,1.8,99,184,0.1
2020/01/28,20:00,23.0,2.8,99,220,0.1
2020/01/28,21:00,23.1,2.0,100,41,0.4
2020/01/28,22:00,23.1,0.4,100,33,0.2
2020/01/28,23:00,23.0,0.2,100,290,0.1
2020/01/29,00:00,22.9,0.0,100,90,0.6
2020/01/29,01:00,22.8,0.0,99,357,0.1
2020/01/29,02:00,22.9,0.0,100,197,0.1
2020/01/29,03:00,22.9,0.0,100,182,0.0
2020/01/29,04:00,22.8,0.0,100,118,0.1
2020/01/29,05:00,22.7,0.0,100,5,0.0
2020/01/29,06:00,22.3,0.0,100,5,0.0
2020/01/29,07:00,22.1,0.0,100,24,0.0
2020/01/29,08:00,22.6,0.0,99,124,0.1
2020/01/29,09:00,23.6,0.0,97,105,0.1
2020/01/29,10:00,25.7,0.0,94,330,0.1
2020/01/29,11:00,27.5,0.0,90,210,0.3
2020/01/29,12:00,28.9,0.0,87,154,0.3
2020/01/29,13:00,29.7,0.0,82,330,0.2
2020/01/29,14:00,31.2,0.0,74,240,0.5
2020/01/29,15:00,32.1,0.0,71,358,0.5
2020/01/29,16:00,31.3,0.0,73,254,0.2
2020/01/29,17:00,31.1,0.0,72,22,0.2
2020/01/29,18:00,30.1,0.0,76,64,0.2
2020/01/29,19:00,28.0,0.0,82,296,0.0
2020/01/29,20:00,26.0,0.0,93,48,0.0
2020/01/29,21:00,25.1,0.0,97,33,0.1
2020/01/29,22:00,24.8,0.0,98,25,0.0
2020/01/29,23:00,24.5,0.0,99,15,0.0
2020/01/30,00:00,24.3,0.0,99,10,0.0
2020/01/30,01:00,24.2,0.0,99,319,0.0
2020/01/30,02:00,24.1,0.0,99,242,0.0
2020/01/30,03:00,24.1,0.0,99,25,0.1
2020/01/30,04:00,23.9,0.0,99,2,0.0
2020/01/30,05:00,23.7,0.0,99,5,0.0
2020/01/30,06:00,23.6,0.0,99,344,0.0
2020/01/30,07:00,23.5,0.0,99,56,0.0
2020/01/30,08:00,24.0,0.0,98,7,0.0
2020/01/30,09:00,25.3,0.0,93,68,0.3
2020/01/30,10:00,26.7,0.0,87,118,0.3
2020/01/30,11:00,29.8,0.0,76,191,0.3
2020/01/30,12:00,30.9,0.0,71,136,0.5
2020/01/30,13:00,32.1,0.0,67,122,0.5
2020/01/30,14:00,33.3,0.0,63,343,0.6
2020/01/30,15:00,33.8,0.0,59,71,0.5
2020/01/30,16:00,33.3,0.0,62,40,0.5
2020/01/30,17:00,31.0,0.0,73,81,1.3
2020/01/30,18:00,28.5,0.2,81,10,0.3
2020/01/30,19:00,25.2,0.0,95,191,0.1
2020/01/30,20:00,24.7,0.0,97,5,0.1
2020/01/30,21:00,24.6,0.0,98,344,0.0
2020/01/30,22:00,24.6,0.0,98,31,0.1
2020/01/30,23:00,24.4,0.0,98,25,0.0
2020/01/31,00:00,24.3,0.0,99,348,0.0
2020/01/31,01:00,24.2,0.0,99,34,0.2
2020/01/31,02:00,24.1,0.0,99,40,0.2
2020/01/31,03:00,24.0,6.4,99,147,0.4
2020/01/31,04:00,23.5,0.2,100,16,0.0
2020/01/31,05:00,23.5,0.0,100,341,0.0
2020/01/31,06:00,23.5,0.2,100,350,0.0
2020/01/31,07:00,23.8,0.4,100,82,0.3
2020/01/31,08:00,24.1,0.0,100,334,0.0
2020/01/31,09:00,24.5,1.4,100,284,0.0
2020/01/31,10:00,25.4,0.0,100,159,0.0
2020/01/31,11:00,26.4,0.0,99,214,0.0
2020/01/31,12:00,26.5,0.8,98,169,0.2
2020/01/31,13:00,27.0,0.0,97,203,0.5
2020/01/31,14:00,28.9,0.4,92,116,0.2
2020/01/31,15:00,26.8,0.6,98,171,0.0
2020/01/31,16:00,26.6,0.0,98,197,0.0
2020/01/31,17:00,27.1,0.0,96,115,0.1
2020/01/31,18:00,27.1,0.0,97,48,0.6
2020/01/31,19:00,26.6,0.0,97,50,0.4
2020/01/31,20:00,26.0,0.0,98,54,0.0
2020/01/31,21:00,25.5,0.0,98,92,0.2
2020/01/31,22:00,24.7,0.0,98,352,0.1
2020/01/31,23:00,24.3,0.0,98,51,0.4
