Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : MALINOWSKY
,Departamento :,MADRE DE DIOS,Provincia :,TAMBOPATA,Distrito :,INAMBARI
,Latitud :,12°56'2.8'',Longitud :,69°31'3'',Altitud :,220 msnm.
,Tipo :,EMA - Meteorológica,Código :,47E8336C
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2020/01/05,12:00,S/D,S/D,S/D,S/D,S/D
2020/01/05,13:00,S/D,0.0,S/D,313,0.3
2020/01/05,14:00,26.8,1.4,90,333,0.1
2020/01/05,15:00,26.7,0.0,93,5,0.2
2020/01/05,16:00,27.2,1.8,91,35,0.3
2020/01/05,17:00,25.4,1.2,96,284,0.0
2020/01/05,18:00,27.0,0.0,93,174,0.2
2020/01/05,19:00,25.6,0.0,96,37,0.1
2020/01/05,20:00,24.4,0.0,98,9,0.0
2020/01/05,21:00,23.8,0.0,99,4,0.0
2020/01/05,22:00,23.4,0.0,99,357,0.1
2020/01/05,23:00,23.2,0.0,99,3,0.0
2020/01/06,00:00,22.9,0.0,99,349,0.0
2020/01/06,01:00,22.7,0.0,99,3,0.0
2020/01/06,02:00,22.6,0.0,99,35,0.0
2020/01/06,03:00,22.4,0.0,99,307,0.0
2020/01/06,04:00,22.5,0.0,99,326,0.0
2020/01/06,05:00,22.8,0.0,99,29,0.1
2020/01/06,06:00,22.9,0.6,99,17,0.0
2020/01/06,07:00,23.0,0.0,99,318,0.0
2020/01/06,08:00,23.1,0.0,99,337,0.1
2020/01/06,09:00,23.3,1.0,99,87,0.1
2020/01/06,10:00,24.9,0.0,97,266,0.3
2020/01/06,11:00,26.8,0.0,92,60,0.0
2020/01/06,12:00,26.7,0.0,92,310,0.1
2020/01/06,13:00,27.2,0.0,91,63,0.0
2020/01/06,14:00,27.9,0.0,90,288,0.2
2020/01/17,14:00,27.6,0.8,93,50,0.5
2020/01/17,15:00,26.4,0.2,96,178,0.4
2020/01/17,16:00,24.6,0.0,93,192,0.4
2020/01/17,17:00,23.2,0.6,95,168,0.0
2020/01/17,18:00,22.6,2.4,99,2,0.0
2020/01/17,19:00,22.6,0.2,99,349,0.1
2020/01/17,20:00,22.5,0.0,99,6,0.1
2020/01/17,21:00,22.5,0.0,100,46,0.1
2020/01/17,22:00,22.4,0.0,100,77,0.0
2020/01/17,23:00,22.3,0.0,100,324,0.0
2020/01/18,00:00,22.4,0.0,100,33,0.0
2020/01/18,01:00,22.3,0.0,100,29,0.2
2020/01/18,02:00,22.2,0.0,100,344,0.0
2020/01/18,03:00,22.4,0.0,100,325,0.0
2020/01/18,04:00,22.3,0.0,100,36,0.0
2020/01/18,05:00,22.3,0.0,100,4,0.0
2020/01/18,06:00,22.4,0.0,100,335,0.0
2020/01/18,07:00,22.4,0.2,100,32,0.0
2020/01/18,08:00,23.0,0.0,100,296,0.0
2020/01/18,09:00,24.1,0.0,97,261,0.0
2020/01/18,10:00,25.7,0.0,92,257,0.2
2020/01/18,11:00,27.0,0.0,90,186,0.1
2020/01/18,12:00,29.3,0.0,81,206,0.3
2020/01/18,13:00,31.9,0.0,73,244,0.2
2020/01/18,14:00,33.2,0.0,64,191,0.3
2020/01/18,15:00,34.4,0.0,56,196,0.3
2020/01/18,16:00,34.3,0.0,60,309,0.3
2020/01/18,17:00,33.2,0.0,67,86,0.3
2020/01/18,18:00,30.9,0.0,75,98,0.0
2020/01/18,19:00,28.6,0.0,87,290,0.0
2020/01/18,20:00,26.8,0.0,92,356,0.0
2020/01/18,21:00,25.9,0.0,97,66,0.0
2020/01/18,22:00,25.5,0.0,98,26,0.0
2020/01/18,23:00,25.0,0.0,98,301,0.1
2020/01/19,00:00,24.8,0.0,99,39,0.0
2020/01/19,01:00,24.6,0.0,99,314,0.0
2020/01/19,02:00,24.4,0.0,99,327,0.0
2020/01/19,03:00,24.2,0.0,99,357,0.0
2020/01/19,04:00,24.0,0.0,99,48,0.0
2020/01/19,05:00,23.7,0.0,99,359,0.1
2020/01/19,06:00,23.5,0.0,99,7,0.0
2020/01/19,07:00,23.4,0.0,99,21,0.0
2020/01/19,08:00,23.9,0.0,99,64,0.2
2020/01/19,09:00,25.6,0.0,94,231,0.3
2020/01/19,10:00,29.3,0.0,82,218,0.4
2020/01/19,11:00,32.2,0.0,73,202,0.4
2020/01/19,12:00,33.6,0.0,68,257,0.3
2020/01/19,13:00,34.7,0.0,62,115,0.5
2020/01/19,14:00,35.3,0.0,58,131,0.6
2020/01/19,15:00,35.7,0.0,54,64,0.4
2020/01/19,16:00,35.6,0.0,57,176,0.5
2020/01/19,17:00,35.0,0.0,61,321,0.2
2020/01/19,18:00,32.7,0.0,70,19,0.3
2020/01/19,19:00,30.9,0.0,81,68,0.2
2020/01/19,20:00,28.7,0.0,90,39,0.1
2020/01/19,21:00,27.6,0.0,91,149,0.1
2020/01/19,22:00,26.6,0.0,92,329,0.1
2020/01/19,23:00,25.8,0.0,95,46,0.0
2020/01/20,00:00,25.5,0.0,97,336,0.0
2020/01/20,01:00,25.3,0.0,98,240,0.1
2020/01/20,02:00,25.3,0.0,98,26,0.0
2020/01/20,03:00,25.0,0.0,99,12,0.1
2020/01/20,04:00,24.8,0.0,99,48,0.0
2020/01/20,05:00,24.4,0.0,99,360,0.0
2020/01/20,06:00,24.2,0.0,99,285,0.0
2020/01/20,07:00,24.2,0.0,99,19,0.0
2020/01/20,08:00,24.9,0.0,99,59,0.1
2020/01/20,09:00,26.8,0.0,92,320,0.3
2020/01/20,10:00,29.6,0.0,80,245,0.3
2020/01/20,11:00,31.6,0.0,74,275,0.2
2020/01/20,12:00,32.9,0.0,70,278,0.3
2020/01/20,13:00,33.8,0.0,68,103,0.4
2020/01/20,14:00,34.1,0.0,68,210,0.4
2020/01/20,15:00,34.8,0.0,62,220,0.3
2020/01/20,16:00,34.6,0.0,62,311,0.6
2020/01/20,17:00,33.4,0.0,68,338,0.3
2020/01/20,18:00,32.2,0.0,73,43,0.3
2020/01/20,19:00,30.0,0.0,85,90,0.1
2020/01/20,20:00,28.2,0.0,92,125,0.0
2020/01/20,21:00,27.3,0.0,93,42,0.0
2020/01/20,22:00,26.6,0.0,95,59,0.0
2020/01/20,23:00,26.5,0.2,96,60,0.0
2020/01/21,00:00,25.8,0.0,97,134,0.2
2020/01/21,01:00,24.9,0.0,98,272,0.0
2020/01/21,02:00,24.8,0.0,98,344,0.0
2020/01/21,03:00,24.8,0.0,98,184,0.0
2020/01/21,04:00,24.6,0.0,99,289,0.1
2020/01/21,05:00,24.7,0.0,99,355,0.2
2020/01/21,06:00,24.6,23.2,99,237,0.1
2020/01/21,07:00,23.7,7.2,100,203,0.2
2020/01/21,08:00,23.6,0.8,100,35,0.4
2020/01/21,09:00,23.4,14.0,100,99,0.3
2020/01/21,10:00,23.2,0.2,100,302,0.4
2020/01/21,11:00,23.5,0.2,100,298,0.0
2020/01/21,12:00,23.9,1.8,100,211,0.0
2020/01/21,13:00,24.5,0.8,100,254,0.1
2020/01/21,14:00,25.7,0.0,99,109,0.2
2020/01/21,15:00,27.3,0.0,98,350,0.3
2020/01/21,16:00,27.6,0.0,95,205,0.4
2020/01/21,17:00,28.1,0.0,94,10,0.1
2020/01/21,18:00,28.0,0.0,93,25,0.1
2020/01/21,19:00,26.3,0.0,95,78,0.0
2020/01/21,20:00,24.9,0.0,98,338,0.0
2020/01/21,21:00,24.1,0.0,99,44,0.0
2020/01/21,22:00,23.8,0.0,99,360,0.0
2020/01/21,23:00,23.7,0.0,100,328,0.0
2020/01/22,00:00,23.8,0.0,99,29,0.0
2020/01/22,01:00,23.9,0.0,99,40,0.1
2020/01/22,02:00,24.0,0.0,99,50,0.0
2020/01/22,03:00,23.8,0.0,100,1,0.0
2020/01/22,04:00,23.7,0.0,100,38,0.0
2020/01/22,05:00,23.4,0.0,100,2,0.0
2020/01/22,06:00,23.3,0.0,100,329,0.0
2020/01/22,07:00,23.5,0.0,100,21,0.0
2020/01/22,08:00,23.8,0.0,100,7,0.0
2020/01/22,09:00,25.1,0.0,97,185,0.0
2020/01/22,10:00,27.3,0.0,89,117,0.1
2020/01/22,11:00,27.8,0.0,90,90,0.1
2020/01/22,12:00,28.4,0.0,86,149,0.2
2020/01/22,13:00,29.8,0.0,82,290,0.1
2020/01/22,14:00,29.9,0.2,85,351,0.1
2020/01/22,15:00,31.1,0.0,79,356,0.7
2020/01/22,16:00,28.0,0.0,85,74,0.4
2020/01/22,17:00,26.0,0.0,91,46,0.4
2020/01/22,18:00,25.4,0.0,94,31,0.2
2020/01/22,19:00,25.1,0.0,94,226,0.0
2020/01/22,20:00,24.6,0.0,97,25,0.0
2020/01/22,21:00,24.3,0.0,98,356,0.0
2020/01/22,22:00,24.2,0.0,99,29,0.1
2020/01/22,23:00,24.1,0.0,99,12,0.1
2020/01/23,00:00,24.1,0.0,99,21,0.1
2020/01/23,01:00,24.1,0.0,99,44,0.3
2020/01/23,02:00,24.1,0.4,99,4,0.0
2020/01/23,03:00,24.0,1.0,99,310,0.0
2020/01/23,04:00,23.8,0.0,100,356,0.0
2020/01/23,05:00,23.8,0.2,100,1,0.1
2020/01/23,06:00,23.5,0.0,100,44,0.2
2020/01/23,07:00,23.3,0.0,100,45,0.2
2020/01/23,08:00,23.9,0.0,99,74,0.3
2020/01/23,09:00,25.0,0.2,95,87,0.6
2020/01/23,10:00,26.4,0.0,92,9,0.3
2020/01/23,11:00,28.2,0.0,85,285,0.1
2020/01/23,12:00,29.3,0.0,84,41,0.6
2020/01/23,13:00,30.3,0.0,80,227,0.4
2020/01/23,14:00,31.4,0.0,76,68,0.4
2020/01/23,15:00,33.4,0.0,69,131,0.2
2020/01/23,16:00,33.8,0.0,64,202,0.3
2020/01/23,17:00,29.9,1.4,79,197,0.1
2020/01/23,18:00,25.9,0.0,96,230,0.2
2020/01/23,19:00,25.3,0.0,97,205,0.1
2020/01/23,20:00,24.6,0.2,98,24,0.1
2020/01/23,21:00,24.0,0.0,99,15,0.1
2020/01/23,22:00,23.7,0.0,99,298,0.0
2020/01/23,23:00,23.7,0.0,100,298,0.1
2020/01/24,00:00,23.5,0.0,100,285,0.0
2020/01/24,01:00,23.3,0.0,100,360,0.0
2020/01/24,02:00,23.2,0.0,100,359,0.0
2020/01/24,03:00,23.3,0.0,100,212,0.0
2020/01/24,04:00,23.3,0.0,99,357,0.0
2020/01/24,05:00,23.3,0.0,100,4,0.0
2020/01/24,06:00,23.4,0.0,100,82,0.0
2020/01/24,07:00,23.5,0.0,100,325,0.0
2020/01/24,08:00,24.0,0.0,99,202,0.0
2020/01/24,09:00,25.2,0.0,95,200,0.2
2020/01/24,10:00,27.5,0.0,89,208,0.2
2020/01/24,11:00,30.1,0.0,79,212,0.3
2020/01/24,12:00,30.1,0.0,79,218,0.4
2020/01/24,13:00,31.8,0.0,76,70,0.6
2020/01/24,14:00,32.6,0.0,72,172,0.3
2020/01/24,15:00,33.2,0.0,71,174,0.3
2020/01/24,16:00,34.1,0.0,66,50,0.7
2020/01/24,17:00,32.6,0.0,69,322,0.1
2020/01/24,18:00,31.0,0.0,75,342,0.0
2020/01/24,19:00,28.8,0.0,86,49,0.0
2020/01/24,20:00,27.2,0.0,93,357,0.0
2020/01/24,21:00,26.4,0.0,97,357,0.0
2020/01/24,22:00,26.0,0.0,99,355,0.0
2020/01/24,23:00,25.8,0.0,99,3,0.0
2020/01/25,00:00,25.6,0.0,99,40,0.0
2020/01/25,01:00,25.6,0.0,99,48,0.1
