Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : MALINOWSKY
,Departamento :,MADRE DE DIOS,Provincia :,TAMBOPATA,Distrito :,INAMBARI
,Latitud :,12°56'2.8'',Longitud :,69°31'3'',Altitud :,220 msnm.
,Tipo :,EMA - Meteorológica,Código :,47E8336C
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2019/12/01,00:00,24.0,0.0,97,46,0.0
2019/12/01,01:00,24.0,0.0,98,18,0.0
2019/12/01,02:00,24.1,0.0,97,318,0.0
2019/12/01,03:00,24.2,6.4,98,314,0.1
2019/12/01,04:00,24.0,5.8,98,359,0.1
2019/12/01,05:00,23.8,1.0,98,342,0.0
2019/12/01,06:00,23.5,0.0,98,43,0.0
2019/12/01,07:00,23.4,0.0,98,36,0.1
2019/12/01,08:00,24.0,0.2,98,217,0.0
2019/12/01,09:00,25.3,0.0,96,218,0.1
2019/12/01,10:00,27.7,0.0,92,159,0.1
2019/12/01,11:00,29.8,0.0,84,147,0.2
2019/12/01,12:00,29.1,0.4,87,158,0.1
2019/12/01,13:00,30.1,0.0,83,228,0.5
2019/12/01,14:00,30.5,0.2,81,171,0.5
2019/12/01,15:00,30.5,0.0,80,54,0.4
2019/12/01,16:00,28.5,0.0,89,255,0.2
2019/12/01,17:00,29.3,0.0,85,94,0.3
2019/12/01,18:00,27.8,0.0,87,126,0.0
2019/12/01,19:00,26.8,0.0,91,70,0.0
2019/12/01,20:00,25.5,0.0,95,36,0.0
2019/12/01,21:00,25.0,0.0,97,14,0.1
2019/12/01,22:00,24.6,0.0,97,334,0.0
2019/12/01,23:00,24.4,0.0,98,353,0.1
2019/12/02,00:00,24.1,0.0,98,25,0.0
2019/12/02,01:00,24.0,0.0,98,33,0.2
2019/12/02,02:00,24.0,0.0,98,54,0.2
2019/12/02,03:00,24.0,0.0,98,337,0.0
2019/12/02,04:00,24.0,0.0,98,20,0.0
2019/12/02,05:00,24.0,0.0,98,332,0.0
2019/12/02,06:00,24.1,0.0,98,349,0.0
2019/12/02,07:00,24.3,0.0,98,37,0.2
2019/12/02,08:00,24.3,18.8,98,119,0.4
2019/12/02,09:00,23.9,3.8,98,62,0.7
2019/12/02,10:00,23.2,4.2,98,71,0.3
2019/12/02,11:00,23.3,4.2,98,176,0.0
2019/12/02,12:00,23.6,1.2,98,197,0.0
2019/12/02,13:00,24.1,1.0,98,197,0.0
2019/12/02,14:00,25.0,0.0,97,217,0.1
2019/12/02,15:00,26.8,0.0,92,193,0.2
2019/12/02,16:00,27.2,0.0,87,159,0.2
2019/12/02,17:00,27.5,0.0,84,1,0.0
2019/12/02,18:00,26.1,0.0,91,23,0.0
2019/12/02,19:00,25.2,0.0,95,25,0.0
2019/12/02,20:00,24.3,0.2,96,37,0.2
2019/12/02,21:00,23.5,0.0,96,1,0.0
2019/12/02,22:00,22.9,0.0,97,41,0.1
2019/12/02,23:00,22.6,0.0,97,357,0.0
2019/12/03,00:00,22.4,0.0,98,10,0.0
2019/12/03,01:00,22.4,0.0,98,20,0.0
2019/12/03,02:00,22.4,0.0,98,14,0.0
2019/12/03,03:00,22.4,0.0,98,50,0.1
2019/12/03,04:00,22.4,0.0,98,59,0.0
2019/12/03,05:00,22.5,0.0,98,83,0.0
2019/12/03,06:00,22.4,0.0,97,262,0.0
2019/12/03,07:00,22.4,0.0,98,277,0.0
2019/12/03,08:00,23.1,0.0,96,293,0.0
2019/12/03,09:00,23.8,0.0,94,157,0.1
2019/12/03,10:00,25.0,0.0,91,200,0.1
2019/12/03,11:00,25.8,0.0,89,177,0.2
2019/12/03,12:00,25.9,1.0,92,255,0.3
2019/12/03,13:00,28.0,0.0,87,311,0.4
2019/12/03,14:00,30.0,0.0,79,357,0.5
2019/12/03,15:00,30.3,0.0,76,291,0.4
2019/12/03,16:00,26.0,4.6,93,307,0.1
2019/12/03,17:00,26.5,0.0,93,351,0.1
2019/12/03,18:00,25.9,0.0,94,342,0.0
2019/12/03,19:00,25.2,0.0,96,39,0.0
2019/12/03,20:00,24.5,0.0,97,34,0.0
2019/12/03,21:00,24.1,0.0,97,336,0.0
2019/12/03,22:00,23.7,0.0,98,9,0.0
2019/12/03,23:00,23.4,0.0,97,357,0.0
2019/12/04,00:00,23.3,0.0,98,344,0.0
2019/12/04,01:00,23.2,0.0,98,353,0.0
2019/12/04,02:00,23.2,0.2,98,352,0.0
2019/12/04,03:00,23.1,0.0,98,293,0.0
2019/12/04,04:00,23.1,0.0,98,72,0.0
2019/12/04,05:00,23.1,0.0,98,359,0.0
2019/12/04,06:00,23.0,0.0,98,357,0.0
2019/12/04,07:00,23.2,0.0,98,1,0.0
2019/12/04,08:00,24.0,0.0,97,350,0.0
2019/12/04,09:00,25.4,0.0,93,294,0.1
2019/12/04,10:00,26.7,0.0,90,4,0.0
2019/12/04,11:00,27.3,0.0,88,324,0.2
2019/12/04,12:00,28.5,0.0,83,203,0.3
2019/12/04,13:00,30.2,0.0,79,303,0.4
2019/12/04,14:00,30.4,0.0,77,35,0.5
2019/12/04,15:00,32.2,0.0,71,336,0.5
2019/12/04,16:00,30.2,0.2,76,20,1.3
2019/12/04,17:00,24.2,4.6,96,295,0.1
2019/12/04,18:00,23.7,0.0,97,199,0.0
2019/12/04,19:00,23.9,0.0,98,32,0.0
2019/12/04,20:00,23.7,0.0,98,256,0.1
2019/12/04,21:00,23.8,0.0,98,352,0.0
2019/12/04,22:00,23.8,0.0,98,23,0.0
2019/12/04,23:00,23.7,0.0,98,5,0.0
2019/12/05,00:00,23.7,0.0,98,20,0.0
2019/12/05,01:00,23.6,0.0,98,57,0.5
2019/12/05,02:00,23.6,0.0,98,63,0.2
2019/12/05,03:00,23.6,0.2,98,278,0.0
2019/12/05,04:00,23.3,0.0,98,5,0.0
2019/12/05,05:00,23.2,0.0,98,35,0.0
2019/12/05,06:00,23.0,0.0,98,23,0.0
2019/12/05,07:00,23.1,0.0,98,86,0.0
2019/12/05,08:00,24.5,0.0,98,275,0.0
2019/12/05,09:00,26.0,0.0,95,72,0.2
2019/12/05,10:00,27.6,0.0,87,301,0.2
2019/12/05,11:00,30.2,0.0,79,72,0.5
2019/12/05,12:00,31.9,0.0,71,38,0.3
2019/12/05,18:00,24.5,0.0,96,14,0.1
2019/12/07,10:00,S/D,S/D,S/D,S/D,S/D
2019/12/07,11:00,28.4,0.0,80,218,0.4
2019/12/15,19:00,S/D,S/D,S/D,S/D,S/D
2019/12/16,15:00,S/D,S/D,S/D,S/D,S/D
