Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : MALINOWSKY
,Departamento :,MADRE DE DIOS,Provincia :,TAMBOPATA,Distrito :,INAMBARI
,Latitud :,12°56'2.8'',Longitud :,69°31'3'',Altitud :,220 msnm.
,Tipo :,EMA - Meteorológica,Código :,47E8336C
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2019/10/01,00:00,25.0,0.0,93,2,0.0
2019/10/01,01:00,24.6,0.0,95,335,0.0
2019/10/01,02:00,24.3,0.0,95,31,0.0
2019/10/01,03:00,24.2,0.0,96,57,0.2
2019/10/01,04:00,24.0,0.0,96,53,0.0
2019/10/01,05:00,24.2,0.0,95,75,0.5
2019/10/01,06:00,23.9,0.2,94,337,0.3
2019/10/01,07:00,22.9,2.2,95,321,0.1
2019/10/01,08:00,22.7,0.0,97,294,0.1
2019/10/01,09:00,22.5,0.8,97,320,0.0
2019/10/01,10:00,22.7,0.4,97,341,0.2
2019/10/01,11:00,23.4,0.0,95,287,0.0
2019/10/01,12:00,23.9,0.0,93,251,0.2
2019/10/01,13:00,25.9,0.0,88,250,0.3
2019/10/01,14:00,27.1,0.0,82,65,0.3
2019/10/01,15:00,28.8,0.0,75,26,0.4
2019/10/01,16:00,29.9,0.0,68,320,0.3
2019/10/01,17:00,28.3,0.0,72,53,0.3
2019/10/01,18:00,26.9,0.0,79,29,0.0
2019/10/01,19:00,25.0,0.0,88,21,0.0
2019/10/01,20:00,23.8,0.0,92,336,0.0
2019/10/01,21:00,23.9,0.0,94,32,0.2
2019/10/01,22:00,23.8,0.0,95,14,0.0
2019/10/01,23:00,23.6,0.0,96,27,0.0
2019/10/02,00:00,23.4,0.0,97,6,0.0
2019/10/02,01:00,23.1,0.0,97,360,0.1
2019/10/02,02:00,23.0,0.0,98,47,0.2
2019/10/02,03:00,22.9,0.0,98,8,0.0
2019/10/02,04:00,22.8,0.0,97,315,0.0
2019/10/02,05:00,22.5,0.0,98,334,0.1
2019/10/02,06:00,22.3,0.0,98,25,0.1
2019/10/02,07:00,22.4,0.0,98,49,0.2
2019/10/02,08:00,23.5,0.0,96,47,0.2
2019/10/02,09:00,24.9,0.0,91,69,0.5
2019/10/02,10:00,26.7,0.0,84,352,0.1
2019/10/02,11:00,27.0,0.0,85,300,0.2
2019/10/02,12:00,27.0,0.0,85,282,0.2
2019/10/02,13:00,28.1,0.0,80,70,0.6
2019/10/02,14:00,30.5,0.0,71,346,0.4
2019/10/02,15:00,32.5,0.0,64,290,0.5
2019/10/02,16:00,31.8,0.0,62,347,0.4
2019/10/02,17:00,29.5,0.0,71,360,0.3
2019/10/02,18:00,28.2,0.0,79,17,0.2
2019/10/02,19:00,26.3,0.0,86,359,0.1
2019/10/02,20:00,24.8,0.0,90,52,0.0
2019/10/02,21:00,24.1,0.0,93,58,0.0
2019/10/02,22:00,23.6,0.0,95,333,0.0
2019/10/02,23:00,23.4,0.0,96,348,0.0
2019/10/03,00:00,23.2,0.0,97,346,0.0
2019/10/03,01:00,23.0,0.0,97,27,0.2
2019/10/03,02:00,22.7,0.0,97,338,0.0
2019/10/03,03:00,22.4,0.0,97,344,0.0
2019/10/03,04:00,22.1,0.0,98,13,0.0
2019/10/03,05:00,21.8,0.0,98,342,0.0
2019/10/03,06:00,21.7,0.0,98,316,0.0
2019/10/03,07:00,21.6,0.0,98,299,0.0
2019/10/03,08:00,22.3,0.0,98,267,0.0
2019/10/03,09:00,24.5,0.0,93,204,0.1
2019/10/03,10:00,28.5,0.0,75,222,0.6
2019/10/03,11:00,32.2,0.0,65,174,0.4
2019/10/03,12:00,33.4,0.0,61,187,0.2
2019/10/03,13:00,33.5,0.0,58,295,0.5
2019/10/03,14:00,34.9,0.0,51,342,0.8
2019/10/03,15:00,33.5,0.0,56,83,0.8
2019/10/03,16:00,32.7,0.0,63,133,0.4
2019/10/03,17:00,31.1,0.0,68,27,0.5
2019/10/03,18:00,24.4,24.6,94,325,0.4
2019/10/03,19:00,22.9,0.0,98,214,0.0
2019/10/03,20:00,22.8,0.0,98,305,0.1
2019/10/03,21:00,23.0,0.0,98,205,0.0
2019/10/03,22:00,23.2,0.0,98,6,0.1
2019/10/03,23:00,23.0,0.0,98,9,0.3
2019/10/04,00:00,22.7,0.0,98,339,0.2
2019/10/04,01:00,22.9,0.0,98,348,0.0
2019/10/04,02:00,23.1,0.6,98,335,0.0
2019/10/04,03:00,23.0,23.2,98,353,1.1
2019/10/04,04:00,22.0,23.0,99,208,0.2
2019/10/04,05:00,22.0,4.2,99,214,0.0
2019/10/04,06:00,22.2,4.4,99,212,0.1
2019/10/04,07:00,22.3,4.2,99,211,0.0
2019/10/04,08:00,22.1,1.6,99,46,0.3
2019/10/04,09:00,22.0,0.4,99,45,0.1
2019/10/04,10:00,22.2,0.0,99,152,0.0
2019/10/04,11:00,22.8,0.0,98,68,0.2
2019/10/04,12:00,23.2,20.2,98,263,0.0
2019/10/04,13:00,23.8,0.2,99,200,0.2
2019/10/04,14:00,24.7,0.0,96,198,0.0
2019/10/04,15:00,25.2,0.0,91,332,0.1
2019/10/04,16:00,25.6,0.0,87,68,0.3
2019/10/04,17:00,25.9,0.0,86,37,0.5
2019/10/04,18:00,25.0,0.0,92,60,0.2
2019/10/04,19:00,23.8,0.0,96,356,0.0
2019/10/04,20:00,23.1,0.0,98,212,0.0
2019/10/04,21:00,23.3,0.0,98,324,0.0
2019/10/04,22:00,23.0,0.0,97,221,0.0
2019/10/04,23:00,22.5,0.0,98,357,0.0
2019/10/05,00:00,22.3,0.0,98,356,0.1
2019/10/05,01:00,22.3,0.0,98,36,0.2
2019/10/05,02:00,22.5,0.0,98,108,0.0
2019/10/05,03:00,22.6,15.6,98,271,0.2
2019/10/05,04:00,22.3,33.4,99,351,0.4
2019/10/05,05:00,21.8,0.0,99,36,0.0
2019/10/05,06:00,21.7,0.0,99,97,0.0
2019/10/05,07:00,22.0,0.0,99,300,0.0
2019/10/05,08:00,22.8,0.0,99,210,0.0
2019/10/05,09:00,23.4,0.0,98,192,0.3
2019/10/05,10:00,24.0,1.6,96,120,0.3
2019/10/05,11:00,23.2,27.8,98,14,0.4
2019/10/05,12:00,22.6,17.8,99,9,0.2
2019/10/05,13:00,22.4,5.0,99,185,0.0
2019/10/05,14:00,23.2,0.6,98,194,0.1
2019/10/05,16:00,24.3,0.0,95,226,0.2
2019/10/05,17:00,24.9,0.0,91,234,0.2
2019/10/05,18:00,24.1,0.0,94,207,0.1
2019/10/05,19:00,23.1,0.0,96,217,0.1
2019/10/05,20:00,22.3,0.0,97,343,0.0
2019/10/05,21:00,22.1,0.0,98,358,0.0
2019/10/05,22:00,21.9,0.0,98,357,0.0
2019/10/05,23:00,21.8,0.0,98,24,0.0
2019/10/06,00:00,21.6,0.0,98,58,0.0
2019/10/06,01:00,21.4,0.0,98,25,0.1
2019/10/06,02:00,21.4,0.0,98,337,0.0
2019/10/06,03:00,21.3,0.0,98,287,0.0
2019/10/06,04:00,21.4,0.0,98,229,0.0
2019/10/06,05:00,21.5,0.0,98,231,0.0
2019/10/06,06:00,21.5,0.0,98,16,0.0
2019/10/06,07:00,21.6,0.0,98,356,0.0
2019/10/06,08:00,21.9,2.2,98,86,0.4
2019/10/06,09:00,20.1,3.2,97,172,0.3
2019/10/06,10:00,19.5,0.2,97,208,0.3
2019/10/06,11:00,19.5,0.0,96,171,0.5
2019/10/06,12:00,19.4,0.6,95,196,0.1
2019/10/06,13:00,19.7,0.0,95,132,0.3
2019/10/06,14:00,19.5,0.8,95,150,0.3
2019/10/06,15:00,19.2,3.2,97,166,0.3
2019/10/06,16:00,19.6,0.8,97,201,0.1
2019/10/06,17:00,19.6,0.0,96,176,0.1
2019/10/06,18:00,19.3,0.2,97,172,0.0
2019/10/06,19:00,19.0,0.2,97,345,0.2
2019/10/06,20:00,18.9,1.0,98,38,0.3
2019/10/06,21:00,18.6,0.2,98,187,0.1
2019/10/06,22:00,18.5,0.0,98,172,0.0
2019/10/06,23:00,18.5,0.0,98,266,0.0
2019/10/07,00:00,18.4,0.0,97,358,0.2
2019/10/07,01:00,18.3,0.2,98,211,0.0
2019/10/07,02:00,18.3,0.0,97,220,0.0
2019/10/07,03:00,18.3,0.0,98,17,0.2
2019/10/07,04:00,18.3,0.2,98,220,0.0
2019/10/07,05:00,18.1,0.2,97,242,0.0
2019/10/07,06:00,18.0,0.2,98,26,0.1
2019/10/07,07:00,17.9,0.2,97,35,0.1
2019/10/07,08:00,18.1,1.6,97,251,0.1
2019/10/07,09:00,18.5,0.6,97,213,0.0
2019/10/07,10:00,19.3,0.2,96,176,0.1
2019/10/07,11:00,20.4,0.0,93,186,0.1
2019/10/07,12:00,21.6,0.0,89,180,0.3
2019/10/07,13:00,21.9,0.0,87,66,0.3
2019/10/07,14:00,23.0,0.0,82,191,0.3
2019/10/07,15:00,24.2,0.0,79,220,0.1
2019/10/07,16:00,24.6,0.0,76,148,0.0
2019/10/07,17:00,23.8,0.0,81,352,0.0
2019/10/07,18:00,23.3,0.0,84,294,0.0
2019/10/07,19:00,22.3,0.0,92,335,0.0
2019/10/07,20:00,21.7,0.0,95,13,0.0
2019/10/07,21:00,21.3,0.0,96,315,0.0
2019/10/07,22:00,21.1,0.0,97,348,0.0
2019/10/07,23:00,20.4,0.0,98,345,0.0
2019/10/08,00:00,19.8,0.0,98,268,0.0
2019/10/08,01:00,19.4,0.0,98,356,0.0
2019/10/08,02:00,19.2,0.0,98,9,0.0
2019/10/08,03:00,19.0,0.0,98,2,0.0
2019/10/08,04:00,19.2,0.0,99,284,0.0
2019/10/08,05:00,19.0,0.0,99,323,0.0
2019/10/08,06:00,18.8,0.0,98,237,0.0
2019/10/08,07:00,18.7,0.0,98,249,0.0
2019/10/08,08:00,19.1,0.0,98,353,0.0
2019/10/08,09:00,20.3,0.0,95,194,0.3
2019/10/08,10:00,24.1,0.0,80,241,0.4
2019/10/08,11:00,27.8,0.0,68,227,0.4
2019/10/08,12:00,29.2,0.0,65,180,0.5
2019/10/08,13:00,30.5,0.0,64,204,0.3
2019/10/08,14:00,31.3,0.0,60,188,0.2
2019/10/08,15:00,32.1,0.0,58,214,0.3
2019/10/08,16:00,31.9,0.0,56,223,0.3
2019/10/08,17:00,29.3,0.0,65,222,0.1
2019/10/08,18:00,27.8,0.0,76,17,0.0
2019/10/08,19:00,25.7,0.0,85,9,0.0
2019/10/08,20:00,24.0,0.0,92,339,0.0
2019/10/08,21:00,23.2,0.0,95,18,0.0
2019/10/08,22:00,22.6,0.0,96,43,0.1
2019/10/08,23:00,22.2,0.0,97,297,0.0
2019/10/09,00:00,21.8,0.0,97,252,0.0
2019/10/09,01:00,21.5,0.0,98,261,0.0
2019/10/09,02:00,21.4,0.0,98,343,0.0
2019/10/09,03:00,20.9,0.0,98,319,0.0
2019/10/09,04:00,20.9,0.0,98,333,0.0
2019/10/09,05:00,21.2,0.0,98,315,0.0
2019/10/09,06:00,21.2,0.0,98,311,0.0
2019/10/09,07:00,21.1,0.0,98,339,0.0
2019/10/09,08:00,21.7,0.0,98,292,0.0
2019/10/09,09:00,23.7,0.0,93,263,0.4
2019/10/09,10:00,28.1,0.0,74,204,0.3
2019/10/09,11:00,32.2,0.0,60,221,0.6
2019/10/09,12:00,32.8,0.0,60,158,0.3
2019/10/09,13:00,33.7,0.0,56,214,0.7
2019/10/09,14:00,34.8,0.0,53,153,0.1
2019/10/09,15:00,35.2,0.0,53,82,0.5
