Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.

,Estación : MALINOWSKY
,Departamento :,MADRE DE DIOS,Provincia :,TAMBOPATA,Distrito :,INAMBARI
,Latitud :,12°56'2.8'',Longitud :,69°31'3'',Altitud :,220 msnm.
,Tipo :,EMA - Meteorológica,Código :,47E8336C
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2019/09/08,11:00,31.0,S/D,69,199,0.3
2019/09/08,12:00,32.8,S/D,67,241,0.4
2019/09/08,15:00,30.4,0.0,75,50,0.6
2019/09/08,16:00,31.6,0.0,71,75,0.9
2019/09/08,17:00,31.1,0.0,71,74,0.5
2019/09/08,18:00,29.8,0.0,75,37,0.3
2019/09/08,19:00,27.5,0.0,84,168,0.0
2019/09/08,20:00,25.9,0.0,91,325,0.0
2019/09/08,21:00,24.9,0.0,94,289,0.0
2019/09/08,22:00,24.5,0.0,96,4,0.0
2019/09/08,23:00,24.2,0.0,97,331,0.1
2019/09/09,00:00,24.0,0.0,97,354,0.0
2019/09/09,01:00,23.8,S/D,97,284,0.0
2019/09/09,03:00,22.5,0.0,97,356,0.3
2019/09/09,04:00,22.5,0.0,97,337,0.0
2019/09/09,05:00,22.4,0.0,97,360,0.0
2019/09/09,07:00,22.3,0.0,98,6,0.2
2019/09/09,09:00,24.5,0.0,89,235,0.1
2019/09/09,10:00,26.4,0.0,82,130,0.1
2019/09/09,11:00,28.5,0.0,76,212,0.2
2019/09/09,12:00,31.2,0.0,68,220,0.2
2019/09/09,13:00,32.4,0.0,65,245,0.2
2019/09/09,14:00,33.0,0.0,61,229,0.2
2019/09/09,15:00,32.4,0.0,63,321,0.2
2019/09/09,16:00,32.9,0.0,60,331,0.4
2019/09/09,17:00,31.4,0.0,68,51,0.2
2019/09/09,18:00,29.1,0.0,79,33,0.2
2019/09/09,19:00,27.3,0.0,86,192,0.0
2019/09/09,20:00,26.0,0.0,92,326,0.0
2019/09/09,21:00,25.5,0.0,94,352,0.0
2019/09/09,22:00,25.3,0.0,95,265,0.3
2019/09/09,23:00,24.7,0.0,96,331,0.0
2019/09/10,00:00,24.2,0.0,97,290,0.1
2019/09/10,01:00,23.9,0.0,97,327,0.1
2019/09/10,02:00,23.6,0.0,97,333,0.1
2019/09/10,03:00,23.4,0.0,98,353,0.0
2019/09/10,04:00,23.0,0.0,98,351,0.0
2019/09/10,05:00,22.7,0.0,98,326,0.0
2019/09/10,06:00,22.5,0.0,98,327,0.0
2019/09/10,07:00,22.2,0.0,98,289,0.0
2019/09/10,08:00,22.7,0.0,98,309,0.0
2019/09/10,09:00,24.8,0.0,92,218,0.2
2019/09/10,10:00,28.0,0.0,82,248,0.3
2019/09/10,11:00,31.8,0.0,66,23,0.4
2019/09/10,12:00,33.7,0.0,59,269,0.4
2019/09/10,13:00,33.5,0.0,59,318,0.7
2019/09/10,14:00,34.4,0.0,55,223,0.6
2019/09/10,15:00,35.1,0.0,54,30,0.4
2019/09/10,16:00,33.1,0.0,60,308,0.1
2019/09/10,17:00,30.5,2.8,72,333,1.3
2019/09/10,18:00,23.9,7.2,97,324,0.1
2019/09/10,19:00,24.5,0.0,98,323,0.0
2019/09/10,20:00,24.1,0.0,98,336,0.0
2019/09/10,21:00,23.9,0.0,98,343,0.0
2019/09/10,22:00,23.7,0.0,98,319,0.0
2019/09/10,23:00,23.6,0.0,98,354,0.0
2019/09/11,00:00,23.4,0.0,98,322,0.1
2019/09/11,01:00,23.4,0.0,98,338,0.0
2019/09/11,02:00,23.4,0.0,98,352,0.0
2019/09/11,03:00,23.3,0.0,98,323,0.2
2019/09/11,04:00,23.4,0.0,98,316,0.2
2019/09/11,05:00,23.5,0.6,98,239,0.1
2019/09/11,06:00,23.6,1.8,98,1,0.2
2019/09/11,07:00,22.4,26.4,98,77,0.3
2019/09/11,08:00,21.8,0.8,99,231,0.1
2019/09/11,09:00,21.9,10.2,99,31,0.4
2019/09/11,10:00,22.1,4.8,99,220,0.2
2019/09/11,11:00,24.7,0.0,96,258,0.2
2019/09/11,12:00,28.2,0.0,85,203,0.2
2019/09/11,13:00,30.1,0.0,79,161,0.4
2019/09/11,14:00,32.1,0.0,69,297,0.4
2019/09/11,15:00,32.7,0.0,68,313,0.2
2019/09/11,16:00,29.7,0.0,77,25,0.5
2019/09/11,17:00,27.2,0.0,77,43,0.2
2019/09/11,18:00,26.0,0.0,82,149,0.1
2019/09/11,19:00,24.8,0.0,90,298,0.1
2019/09/11,20:00,23.8,0.0,95,318,0.1
2019/09/11,21:00,23.3,0.0,96,357,0.0
2019/09/11,22:00,23.0,0.0,97,56,0.2
2019/09/11,23:00,22.8,0.0,97,22,0.1
2019/09/12,00:00,22.4,0.0,97,338,0.1
2019/09/12,01:00,22.3,0.0,98,336,0.1
2019/09/12,02:00,22.1,0.0,98,323,0.0
2019/09/12,03:00,22.2,0.0,98,330,0.0
2019/09/12,04:00,21.9,0.0,98,351,0.0
2019/09/12,05:00,21.9,0.0,98,10,0.0
2019/09/12,06:00,21.7,0.0,98,355,0.0
2019/09/12,07:00,21.6,0.0,98,328,0.0
2019/09/12,08:00,22.4,0.0,98,288,0.0
2019/09/12,09:00,23.7,0.0,96,301,0.0
2019/09/12,10:00,24.7,0.0,94,220,0.0
2019/09/12,11:00,26.5,0.0,88,198,0.3
2019/09/12,12:00,29.6,0.0,79,206,0.5
2019/09/12,13:00,30.6,0.0,76,244,0.1
2019/09/12,14:00,30.2,0.0,77,187,0.0
2019/09/12,15:00,30.1,0.0,75,225,0.1
2019/09/12,16:00,31.6,0.0,67,264,0.2
2019/09/12,17:00,30.2,0.0,71,231,0.0
2019/09/12,18:00,28.9,0.0,78,258,0.0
2019/09/12,19:00,26.9,0.0,89,1,0.0
2019/09/12,20:00,25.7,0.0,93,113,0.0
2019/09/12,21:00,25.5,0.0,95,62,0.0
2019/09/12,22:00,25.6,0.0,93,197,0.1
2019/09/12,23:00,25.5,0.0,91,189,0.3
2019/09/13,00:00,25.2,0.0,89,239,0.0
2019/09/13,01:00,24.6,0.0,88,129,0.4
2019/09/13,02:00,24.0,0.0,85,114,0.2
2019/09/13,03:00,23.4,0.0,83,171,0.2
2019/09/13,04:00,22.7,0.0,84,217,0.1
2019/09/13,05:00,21.9,0.0,86,58,0.2
2019/09/13,06:00,21.0,0.0,87,17,0.1
2019/09/13,07:00,20.6,0.0,87,332,0.1
2019/09/13,08:00,20.4,0.0,88,10,0.0
2019/09/13,09:00,21.9,0.0,83,151,0.1
2019/09/13,10:00,23.8,0.0,72,190,0.2
2019/09/13,11:00,25.5,0.0,66,130,0.4
2019/09/13,12:00,27.7,0.0,57,184,0.6
2019/09/13,13:00,28.7,0.0,54,171,0.4
2019/09/13,14:00,28.9,0.0,54,207,0.4
2019/09/13,15:00,30.1,0.0,53,216,0.3
2019/09/13,16:00,29.2,0.0,57,222,0.1
2019/09/13,17:00,27.5,0.0,62,233,0.0
2019/09/13,18:00,26.0,0.0,75,359,0.0
2019/09/13,19:00,23.9,0.0,83,7,0.0
2019/09/13,20:00,22.4,0.0,90,352,0.0
2019/09/13,21:00,21.9,0.0,94,350,0.0
2019/09/13,22:00,21.5,0.0,96,18,0.0
2019/09/13,23:00,21.2,0.0,97,339,0.0
2019/09/14,00:00,20.9,0.0,97,352,0.0
2019/09/14,01:00,20.6,0.0,97,350,0.0
2019/09/14,02:00,20.4,0.0,97,339,0.0
2019/09/14,03:00,20.2,0.0,98,341,0.1
2019/09/14,04:00,19.9,0.0,98,327,0.0
2019/09/14,05:00,19.9,0.0,98,336,0.0
2019/09/14,06:00,19.7,0.0,98,330,0.0
2019/09/14,07:00,19.5,0.0,98,342,0.0
2019/09/14,08:00,19.9,0.0,98,3,0.0
2019/09/14,09:00,21.9,0.0,96,173,0.1
2019/09/14,10:00,25.6,0.0,84,192,0.2
2019/09/14,11:00,29.2,0.0,74,156,0.3
2019/09/14,12:00,31.8,0.0,62,126,0.3
2019/09/14,13:00,33.2,0.0,57,219,0.6
2019/09/14,14:00,34.0,0.0,54,4,0.3
2019/09/14,15:00,34.5,0.0,50,265,0.5
2019/09/14,16:00,34.2,0.0,52,225,0.2
2019/09/14,17:00,31.8,0.0,61,351,0.1
2019/09/14,18:00,29.5,0.0,74,314,0.0
2019/09/14,19:00,27.0,0.0,79,317,0.0
2019/09/14,20:00,25.2,0.0,89,356,0.0
2019/09/14,21:00,24.4,0.0,94,350,0.1
2019/09/14,22:00,24.1,0.0,96,4,0.0
2019/09/14,23:00,23.6,0.0,97,8,0.0
2019/09/15,00:00,23.1,0.0,97,346,0.0
2019/09/15,01:00,22.8,0.0,97,343,0.0
2019/09/15,02:00,22.5,0.0,97,335,0.0
2019/09/15,03:00,22.2,0.0,97,355,0.0
2019/09/15,04:00,21.9,0.0,98,327,0.0
2019/09/15,05:00,21.7,0.0,98,326,0.0
2019/09/15,06:00,21.6,0.0,98,319,0.0
2019/09/15,07:00,21.6,0.0,98,329,0.0
2019/09/15,08:00,22.1,0.0,98,280,0.0
2019/09/15,09:00,24.1,0.0,94,251,0.5
2019/09/15,10:00,27.8,0.0,81,211,0.2
2019/09/15,11:00,32.1,0.0,67,307,0.3
2019/09/15,12:00,34.3,0.0,57,334,0.7
2019/09/15,13:00,35.5,0.0,52,329,0.6
2019/09/15,14:00,36.0,0.0,51,356,0.6
2019/09/15,15:00,35.8,0.0,48,304,0.4
2019/09/15,16:00,34.8,0.0,54,12,0.5
2019/09/15,17:00,32.8,0.0,61,287,0.2
2019/09/15,18:00,30.8,0.0,72,323,0.0
2019/09/15,19:00,28.3,0.0,81,19,0.0
2019/09/15,20:00,26.5,0.0,89,346,0.0
2019/09/15,21:00,25.7,0.0,94,357,0.0
2019/09/15,22:00,25.2,0.0,96,7,0.0
2019/09/15,23:00,24.7,0.0,96,346,0.0
2019/09/16,00:00,24.4,0.0,97,350,0.0
2019/09/16,01:00,24.0,0.0,97,338,0.0
2019/09/16,02:00,23.7,0.0,97,358,0.0
2019/09/16,03:00,23.6,0.0,97,337,0.0
2019/09/16,04:00,23.4,0.0,97,330,0.0
2019/09/16,05:00,23.0,0.0,97,350,0.0
2019/09/16,06:00,22.6,0.0,98,317,0.0
2019/09/16,07:00,22.4,0.0,98,320,0.0
2019/09/16,08:00,22.9,0.0,98,294,0.0
2019/09/16,09:00,24.8,0.0,93,170,0.2
2019/09/16,10:00,28.5,0.0,78,237,0.5
2019/09/16,11:00,32.9,0.0,64,345,0.5
2019/09/16,12:00,35.1,0.0,55,10,0.5
2019/09/16,13:00,36.1,0.0,51,243,0.4
2019/09/16,14:00,36.2,0.0,51,298,0.5
2019/09/16,15:00,36.6,0.0,49,341,0.6
2019/09/16,16:00,36.2,0.0,50,349,0.3
2019/09/16,17:00,34.0,0.0,58,4,0.1
2019/09/16,18:00,31.8,0.0,68,337,0.0
2019/09/16,19:00,29.0,0.0,77,5,0.0
2019/09/16,20:00,27.1,0.0,88,3,0.0
2019/09/16,21:00,26.2,0.0,93,53,0.1
2019/09/16,22:00,25.8,0.0,95,4,0.0
2019/09/16,23:00,25.4,0.0,96,357,0.0
2019/09/17,00:00,25.0,0.0,97,335,0.0
2019/09/17,01:00,24.6,0.0,97,329,0.0
2019/09/17,02:00,24.3,0.0,97,332,0.0
2019/09/17,03:00,24.0,0.0,97,350,0.0
2019/09/17,04:00,23.7,0.0,97,296,0.0
2019/09/17,05:00,23.4,0.0,97,336,0.0
2019/09/17,06:00,23.2,0.0,98,298,0.0
