AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/11/01,00:00,26.5,S/D,96,28,0.0
2024/11/01,01:00,26.3,S/D,95,134,0.0
2024/11/01,02:00,26.0,S/D,94,12,0.0
2024/11/01,03:00,25.5,S/D,95,223,0.0
2024/11/01,04:00,25.6,S/D,96,4,0.2
2024/11/01,05:00,24.7,S/D,98,74,0.0
2024/11/01,06:00,25.5,S/D,93,139,0.0
2024/11/01,07:00,28.8,S/D,76,43,0.9
2024/11/01,08:00,31.3,S/D,69,29,1.0
2024/11/01,09:00,33.2,S/D,63,17,1.1
2024/11/01,10:00,34.5,S/D,57,27,1.3
2024/11/01,11:00,34.5,S/D,57,72,1.5
2024/11/01,12:00,34.7,S/D,56,87,1.2
2024/11/01,13:00,35.4,S/D,52,349,1.3
2024/11/01,14:00,36.6,S/D,49,29,0.9
2024/11/01,15:00,36.4,S/D,50,18,0.9
2024/11/01,16:00,35.5,S/D,54,344,0.3
2024/11/01,17:00,33.4,S/D,59,67,0.0
2024/11/01,18:00,31.2,S/D,80,348,0.0
2024/11/01,19:00,29.6,S/D,87,95,0.0
2024/11/01,20:00,29.4,S/D,88,S/D,0.4
2024/11/01,21:00,28.4,S/D,87,359,0.0
2024/11/01,22:00,28.9,S/D,76,312,0.9
2024/11/01,23:00,28.3,S/D,76,346,1.9
2024/11/02,00:00,27.5,S/D,84,41,1.5
2024/11/02,01:00,26.9,S/D,83,313,0.0
2024/11/02,02:00,26.7,S/D,87,227,0.0
2024/11/02,03:00,26.5,S/D,85,301,0.4
2024/11/02,04:00,25.6,S/D,93,162,0.3
2024/11/02,05:00,24.8,S/D,97,90,0.0
2024/11/02,06:00,25.7,S/D,93,205,0.0
2024/11/02,07:00,28.9,S/D,81,17,0.8
2024/11/02,08:00,31.1,S/D,72,79,1.1
2024/11/02,09:00,32.8,S/D,64,64,1.8
2024/11/02,10:00,33.8,S/D,63,54,1.8
2024/11/02,11:00,34.7,S/D,59,22,1.4
2024/11/02,12:00,35.5,S/D,55,59,1.9
2024/11/02,13:00,36.3,S/D,53,62,1.9
2024/11/02,14:00,36.5,S/D,51,35,1.7
2024/11/02,15:00,36.0,S/D,56,68,1.4
2024/11/02,16:00,36.5,S/D,50,23,1.4
2024/11/02,17:00,34.8,S/D,57,12,0.2
2024/11/02,18:00,32.2,S/D,73,235,0.0
2024/11/02,19:00,30.7,S/D,77,248,0.0
2024/11/02,20:00,29.9,S/D,80,191,0.0
2024/11/02,21:00,27.7,S/D,79,114,3.9
2024/11/02,22:00,26.7,S/D,83,61,0.9
2024/11/02,23:00,26.4,S/D,85,124,0.6
2024/11/03,00:00,26.3,S/D,86,325,2.9
2024/11/03,01:00,24.0,S/D,100,227,2.8
2024/11/03,02:00,24.0,S/D,98,271,2.0
2024/11/03,03:00,23.8,S/D,99,282,0.3
2024/11/03,04:00,23.5,S/D,99,264,1.7
2024/11/03,05:00,23.4,S/D,100,197,0.1
2024/11/03,06:00,23.3,S/D,100,125,2.3
2024/11/03,07:00,23.2,S/D,100,109,1.8
2024/11/03,08:00,23.5,S/D,100,135,2.0
2024/11/03,09:00,23.7,S/D,98,149,2.3
2024/11/03,10:00,24.3,S/D,96,97,1.3
2024/11/03,11:00,26.0,S/D,86,92,0.7
2024/11/03,12:00,26.5,S/D,81,164,0.2
2024/11/03,13:00,27.1,S/D,83,358,2.2
2024/11/03,14:00,26.4,S/D,87,26,1.3
2024/11/03,15:00,26.0,S/D,86,41,1.1
2024/11/03,16:00,25.4,S/D,83,39,2.5
2024/11/03,17:00,24.3,S/D,87,33,2.0
2024/11/03,18:00,23.7,S/D,90,33,1.8
