AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2021/07/01,00:00,18.2,0.0,90,270,1.6
2021/07/01,01:00,18.0,0.0,89,267,3.3
2021/07/01,02:00,17.8,0.0,91,274,2.1
2021/07/01,03:00,17.7,0.0,96,293,1.3
2021/07/01,04:00,17.7,0.0,96,280,1.8
2021/07/01,05:00,17.4,0.0,96,281,1.1
2021/07/01,06:00,17.5,0.0,96,277,1.8
2021/07/01,07:00,18.1,0.0,93,242,1.3
2021/07/01,08:00,18.7,0.0,87,258,1.8
2021/07/01,09:00,20.5,0.0,83,270,1.4
2021/07/01,10:00,21.7,0.0,77,265,1.6
2021/07/01,11:00,22.8,0.0,74,148,1.1
2021/07/01,12:00,23.6,0.0,70,4,1.2
2021/07/01,13:00,24.7,0.0,64,356,2.4
2021/07/01,14:00,25.3,0.0,63,351,0.9
2021/07/01,15:00,26.0,0.0,59,352,2.2
2021/07/01,16:00,25.9,0.0,61,352,1.5
2021/07/01,17:00,24.6,0.0,67,332,1.3
2021/07/01,18:00,23.7,0.0,74,357,1.3
2021/07/01,19:00,23.0,0.0,79,15,0.7
2021/07/01,20:00,22.6,0.0,81,13,0.9
2021/07/01,21:00,21.4,0.0,89,15,0.6
2021/07/01,22:00,21.0,0.0,90,344,0.7
2021/07/01,23:00,20.9,0.0,89,339,0.8
2021/07/02,00:00,19.3,0.0,95,3,0.0
2021/07/02,01:00,18.5,0.0,98,212,0.0
2021/07/02,02:00,18.1,0.0,98,116,0.0
2021/07/02,03:00,18.2,0.0,100,0,0.9
2021/07/02,04:00,18.5,0.0,99,358,1.0
2021/07/02,05:00,18.2,0.0,98,353,0.1
2021/07/02,06:00,17.1,0.0,99,124,0.1
2021/07/02,07:00,21.0,0.0,89,0,1.2
2021/07/02,08:00,22.9,0.0,78,334,1.4
2021/07/02,09:00,24.5,0.0,73,2,1.9
2021/07/02,10:00,25.6,0.0,69,289,1.2
2021/07/02,11:00,25.7,0.0,67,265,1.5
2021/07/02,12:00,26.5,0.0,62,235,1.0
2021/07/02,13:00,28.3,0.0,60,354,1.6
2021/07/02,14:00,29.1,0.0,55,42,0.7
2021/07/02,15:00,27.9,0.0,60,64,1.6
2021/07/02,16:00,27.6,0.0,62,55,1.6
2021/07/02,17:00,27.2,0.0,65,38,0.8
2021/07/02,18:00,24.7,0.0,80,196,0.3
2021/07/02,19:00,22.8,0.0,90,157,0.1
2021/07/02,20:00,21.6,0.0,94,166,0.1
2021/07/02,21:00,20.8,0.0,97,107,0.1
2021/07/02,22:00,20.3,0.0,98,180,0.0
2021/07/02,23:00,19.7,0.0,98,156,0.0
2021/07/03,00:00,19.2,0.0,98,161,0.0
2021/07/03,01:00,18.8,0.0,98,132,0.1
2021/07/03,02:00,18.3,0.0,99,134,0.0
2021/07/03,03:00,18.1,0.0,100,117,0.1
2021/07/03,04:00,17.9,0.0,99,135,0.0
2021/07/03,05:00,17.8,0.0,99,147,0.2
2021/07/03,06:00,17.6,0.0,100,209,0.5
2021/07/03,07:00,19.5,0.0,100,116,0.4
2021/07/03,08:00,24.3,0.0,79,231,0.6
2021/07/03,09:00,26.7,0.0,68,174,1.1
2021/07/03,10:00,28.0,0.0,59,185,2.2
2021/07/03,11:00,28.3,0.0,56,159,2.4
2021/07/03,12:00,29.1,0.0,54,202,2.4
2021/07/03,13:00,29.1,0.0,56,225,1.4
2021/07/03,14:00,29.7,0.0,54,252,1.6
2021/07/03,15:00,28.5,0.0,59,238,1.4
2021/07/03,16:00,28.3,0.0,64,202,1.4
2021/07/03,17:00,27.5,0.0,70,193,1.1
2021/07/03,18:00,26.2,0.0,79,207,0.7
2021/07/03,19:00,25.3,0.0,80,201,0.4
2021/07/03,20:00,24.8,0.0,88,217,0.1
2021/07/03,21:00,23.8,0.0,94,104,0.5
2021/07/03,22:00,23.5,0.0,96,112,0.5
2021/07/03,23:00,23.9,0.0,95,184,0.0
2021/07/04,00:00,22.8,0.0,98,145,0.4
2021/07/04,01:00,21.9,0.0,100,161,0.0
2021/07/04,02:00,22.0,0.0,98,246,0.0
2021/07/04,03:00,21.5,0.0,100,57,0.0
2021/07/04,04:00,21.0,0.0,100,200,0.0
2021/07/04,05:00,20.7,0.0,100,128,0.4
2021/07/04,06:00,20.9,0.0,99,148,0.1
2021/07/04,07:00,21.7,0.0,97,218,0.0
2021/07/04,08:00,23.6,0.0,90,241,0.7
2021/07/04,09:00,26.0,0.0,74,257,1.1
2021/07/04,10:00,27.8,0.0,69,188,1.5
2021/07/04,11:00,29.3,0.0,62,200,1.3
2021/07/04,12:00,29.5,0.0,60,118,1.6
2021/07/04,13:00,30.4,0.0,58,180,1.4
2021/07/04,14:00,30.9,0.0,56,18,2.2
2021/07/04,15:00,30.9,0.0,59,19,1.5
2021/07/04,16:00,30.4,0.0,62,61,1.2
2021/07/04,17:00,29.1,0.0,67,9,1.1
2021/07/04,18:00,26.6,0.0,86,79,0.7
2021/07/04,19:00,26.0,0.0,85,37,0.0
2021/07/04,20:00,24.7,0.0,96,86,0.4
2021/07/04,21:00,24.7,0.0,96,145,0.2
2021/07/04,22:00,24.3,0.0,96,173,0.0
2021/07/04,23:00,23.5,0.0,97,154,0.1
2021/07/05,00:00,23.0,0.0,99,145,0.2
2021/07/05,01:00,23.3,0.0,97,224,0.0
2021/07/05,02:00,23.5,0.0,98,257,0.0
2021/07/05,03:00,23.4,0.0,98,155,0.1
2021/07/05,04:00,23.1,0.0,99,138,0.2
2021/07/05,05:00,23.2,0.0,98,134,0.1
2021/07/05,06:00,23.2,0.0,98,171,0.3
2021/07/05,07:00,23.9,0.0,96,131,0.0
2021/07/05,08:00,25.6,0.0,88,54,0.8
2021/07/05,09:00,27.1,0.0,81,54,1.4
2021/07/05,10:00,29.2,0.0,71,27,1.4
2021/07/05,11:00,28.2,0.0,77,50,1.1
2021/07/05,12:00,29.3,0.0,69,57,1.1
2021/07/05,13:00,29.4,0.0,66,45,1.1
2021/07/05,14:00,29.4,0.0,67,279,1.4
2021/07/05,15:00,29.8,0.0,70,248,1.6
2021/07/05,16:00,27.6,0.0,81,2,1.1
2021/07/05,17:00,27.8,0.0,78,323,1.4
2021/07/05,18:00,26.7,0.0,82,318,1.3
2021/07/05,19:00,22.6,10.5,100,165,3.5
2021/07/05,20:00,22.9,5.1,100,320,0.8
2021/07/05,21:00,23.2,0.0,97,352,0.7
2021/07/05,22:00,22.7,0.0,100,19,0.1
2021/07/05,23:00,22.8,0.3,100,41,0.4
2021/07/06,00:00,23.0,0.0,100,260,0.2
