AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2023-08-01,8.54,8.56,8.63,8.68,8.60
2023-08-02,8.75,8.76,8.79,8.81,8.78
2023-08-03,8.93,8.96,9.03,9.08,9.00
2023-08-04,9.12,9.12,9.13,9.11,9.12
2023-08-05,8.99,8.47,8.93,8.90,8.82
