Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SANTA RITA DE CASTILLA
,Departamento :,LORETO,Provincia :,LORETO,Distrito :,PARINARI
,Latitud :,4°35'31.77'',Longitud :,74°22'50.14'',Altitud :,104 msnm.
,Tipo :,PE - Meteorológica,Código :,104065
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2021-02-01,30.2,S/D,93.1,0.0
2021-02-02,31.2,S/D,91.9,15.6
2021-02-03,31.6,S/D,92.1,8.2
2021-02-04,32.4,S/D,88.0,0.0
2021-02-05,31.8,S/D,91.7,0.0
2021-02-06,32.4,S/D,90.9,0.0
2021-02-07,S/D,S/D,S/D,0.0
2021-02-08,32.8,S/D,89.4,8.3
2021-02-09,31.4,S/D,94.4,6.2
2021-02-10,33.8,S/D,88.7,29.2
2021-02-11,33.8,S/D,89.1,95.4
2021-02-12,28.4,S/D,95.3,5.2
2021-02-13,29.8,S/D,90.5,0.0
2021-02-14,33.6,S/D,89.6,0.0
2021-02-15,31.6,S/D,88.6,5.4
2021-02-16,29.8,S/D,92.4,0.0
2021-02-17,32.8,S/D,90.9,5.2
2021-02-18,31.2,S/D,91.6,0.0
2021-02-19,32.8,S/D,89.8,0.0
2021-02-20,33.2,S/D,90.6,0.0
2021-02-21,31.8,S/D,91.6,5.4
2021-02-22,29.2,S/D,94.2,0.0
2021-02-23,31,S/D,92.8,0.0
2021-02-24,33.2,S/D,87.3,0.0
2021-02-25,29.2,S/D,94.9,4.0
2021-02-26,30.8,S/D,91.0,0.0
2021-02-27,31.2,S/D,92.1,10.8
2021-02-28,28.8,S/D,S/D,10.2
