Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SANTA RITA DE CASTILLA
,Departamento :,LORETO,Provincia :,LORETO,Distrito :,PARINARI
,Latitud :,4°35'31.77'',Longitud :,74°22'50.14'',Altitud :,104 msnm.
,Tipo :,PE - Meteorológica,Código :,104065
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2020-08-01,S/D,S/D,71.3,0.0
2020-08-02,S/D,S/D,79.5,0.0
2020-08-03,S/D,S/D,72.6,0.0
2020-08-04,S/D,S/D,78.9,0.0
2020-08-05,S/D,S/D,81.5,0.0
2020-08-06,S/D,S/D,83.5,0.0
2020-08-07,S/D,S/D,71.8,0.0
2020-08-08,S/D,S/D,84.3,0.0
2020-08-09,S/D,S/D,76.7,0.0
2020-08-10,S/D,S/D,71.3,0.0
2020-08-11,S/D,S/D,80.1,0.0
2020-08-12,S/D,S/D,83.8,0.0
2020-08-13,S/D,S/D,73.1,0.0
2020-08-14,S/D,S/D,91.4,0.0
2020-08-15,S/D,S/D,81.4,0.0
2020-08-16,S/D,S/D,74.0,0.0
2020-08-17,S/D,S/D,84.5,15.6
2020-08-18,S/D,S/D,79.0,0.0
2020-08-19,S/D,S/D,72.9,0.0
2020-08-20,S/D,S/D,75.6,0.0
2020-08-21,S/D,S/D,91.8,0.0
2020-08-22,S/D,S/D,91.1,0.0
2020-08-23,S/D,S/D,91.8,0.0
2020-08-24,S/D,S/D,92.3,0.0
2020-08-25,S/D,S/D,88.9,0.0
2020-08-26,S/D,S/D,86.9,0.0
2020-08-27,S/D,S/D,87.3,0.0
2020-08-28,S/D,S/D,81.2,0.0
2020-08-29,S/D,S/D,69.4,0.0
2020-08-30,S/D,S/D,71.2,0.0
2020-08-31,S/D,S/D,80.3,0.0
