Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SANTA RITA DE CASTILLA
,Departamento :,LORETO,Provincia :,LORETO,Distrito :,PARINARI
,Latitud :,4°35'31.77'',Longitud :,74°22'50.14'',Altitud :,104 msnm.
,Tipo :,PE - Meteorológica,Código :,104065
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2020-06-01,S/D,S/D,75.0,0.0
2020-06-02,S/D,S/D,75.5,0.0
2020-06-03,S/D,S/D,84.1,18.2
2020-06-04,S/D,S/D,75.5,0.0
2020-06-05,S/D,S/D,84.1,0.0
2020-06-06,S/D,S/D,76.7,0.0
2020-06-07,S/D,S/D,69.3,0.0
2020-06-08,S/D,S/D,73.8,0.0
2020-06-09,S/D,S/D,87.7,0.0
2020-06-10,S/D,S/D,74.7,0.0
2020-06-11,S/D,S/D,69.6,0.0
2020-06-12,S/D,S/D,73.8,0.0
2020-06-13,S/D,S/D,69.1,0.0
2020-06-14,S/D,S/D,76.4,42.8
2020-06-15,S/D,S/D,84.0,12.2
2020-06-16,S/D,S/D,72.2,0.0
2020-06-17,S/D,S/D,80.7,0.0
2020-06-18,S/D,S/D,74.9,0.0
2020-06-19,S/D,S/D,73.2,0.0
2020-06-20,S/D,S/D,84.3,0.0
2020-06-21,S/D,S/D,74.9,0.0
2020-06-22,S/D,S/D,85.1,18.6
2020-06-23,S/D,S/D,75.7,0.0
2020-06-24,S/D,S/D,82.2,0.0
2020-06-25,S/D,S/D,84.3,0.0
2020-06-26,S/D,S/D,75.5,0.0
2020-06-27,S/D,S/D,84.0,0.0
2020-06-28,S/D,S/D,90.4,0.0
2020-06-29,S/D,S/D,90.0,0.0
2020-06-30,S/D,S/D,80.5,0.0
