Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SANTA RITA DE CASTILLA
,Departamento :,LORETO,Provincia :,LORETO,Distrito :,PARINARI
,Latitud :,4°35'31.77'',Longitud :,74°22'50.14'',Altitud :,104 msnm.
,Tipo :,PE - Meteorológica,Código :,104065
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2020-05-01,S/D,S/D,79.6,0.0
2020-05-02,S/D,S/D,91.9,15.2
2020-05-03,S/D,S/D,92.0,0.0
2020-05-04,S/D,S/D,80.3,0.0
2020-05-05,S/D,S/D,74.2,0.0
2020-05-06,S/D,S/D,79.4,0.0
2020-05-07,S/D,S/D,81.8,58.2
2020-05-08,S/D,S/D,95.7,0.0
2020-05-09,S/D,S/D,78.6,0.0
2020-05-10,S/D,S/D,72.9,0.0
2020-05-11,S/D,S/D,79.7,0.0
2020-05-12,S/D,S/D,74.2,0.0
2020-05-13,S/D,S/D,S/D,0.0
2020-05-14,S/D,S/D,76.8,0.0
2020-05-15,S/D,S/D,90.0,10.2
2020-05-16,S/D,S/D,93.2,15.4
2020-05-17,S/D,S/D,91.5,0.0
2020-05-18,S/D,S/D,78.0,0.0
2020-05-19,S/D,S/D,84.7,0.0
2020-05-20,S/D,S/D,87.4,12.2
2020-05-21,S/D,S/D,72.3,0.0
2020-05-22,S/D,S/D,75.4,10.6
2020-05-23,S/D,S/D,76.8,0.0
2020-05-24,S/D,S/D,95.1,0.0
2020-05-25,S/D,S/D,95.0,0.0
2020-05-26,S/D,S/D,91.9,0.0
2020-05-27,S/D,S/D,75.9,0.0
2020-05-28,S/D,S/D,70.2,0.0
2020-05-29,S/D,S/D,74.1,0.0
2020-05-30,S/D,S/D,83.4,39.4
2020-05-31,S/D,S/D,80.7,0.0
