Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SANTA RITA DE CASTILLA
,Departamento :,LORETO,Provincia :,LORETO,Distrito :,PARINARI
,Latitud :,4°35'31.77'',Longitud :,74°22'50.14'',Altitud :,104 msnm.
,Tipo :,PE - Meteorológica,Código :,104065
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2020-10-01,31.2,S/D,92.8,0.0
2020-10-02,34.2,S/D,78.6,40.2
2020-10-03,32.8,S/D,83.0,0.0
2020-10-04,32.2,S/D,84.1,26.0
2020-10-05,29.6,S/D,92.4,0.0
2020-10-06,33.2,S/D,85.7,0.0
2020-10-07,34.2,S/D,86.9,5.2
2020-10-08,30.2,S/D,88.8,8.2
2020-10-09,32.2,S/D,86.7,0.0
2020-10-10,34.8,S/D,81.3,0.0
2020-10-11,35.2,S/D,79.8,10.2
2020-10-12,35.2,S/D,80.9,12.4
2020-10-13,33.4,S/D,85.3,0.0
2020-10-14,33.8,S/D,85.2,0.0
2020-10-15,32.2,S/D,86.1,18.2
2020-10-16,32.6,S/D,89.7,12.5
2020-10-17,32.4,S/D,84.9,5.4
2020-10-18,31.2,S/D,88.8,0.0
2020-10-19,33.6,S/D,S/D,0.0
2020-10-20,32.4,S/D,87.8,16.2
2020-10-21,31,S/D,89.6,5.2
2020-10-22,31.2,S/D,86.3,0.0
2020-10-23,32,S/D,80.4,8.2
2020-10-24,35.2,S/D,79.2,0.0
2020-10-25,34.6,S/D,84.4,6.2
2020-10-26,32.8,S/D,92.0,55.5
2020-10-27,34.2,S/D,81.4,0.0
2020-10-28,34,S/D,85.8,0.0
2020-10-29,34.2,S/D,77.9,0.0
2020-10-30,31.6,S/D,88.9,18.4
2020-10-31,29.8,S/D,85.8,0.0
