AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2021/08/01,00:00,20.9,0.0,99,23,0.0
2021/08/01,01:00,21.0,0.0,99,106,0.0
2021/08/01,02:00,20.9,0.0,99,309,0.0
2021/08/01,03:00,20.8,0.0,99,329,0.0
2021/08/01,04:00,20.6,0.0,99,337,0.0
2021/08/01,05:00,20.6,0.0,99,325,0.0
2021/08/01,06:00,20.6,0.0,99,316,0.0
2021/08/01,07:00,20.6,0.0,99,317,0.0
2021/08/01,08:00,20.5,0.0,99,335,0.0
2021/08/01,09:00,21.2,0.0,99,95,0.0
2021/08/01,10:00,22.6,0.0,93,51,0.1
2021/08/01,11:00,24.5,0.0,87,172,0.1
2021/08/01,12:00,26.0,0.0,81,119,0.5
2021/08/01,13:00,28.4,0.0,74,150,0.1
2021/08/01,14:00,30.0,0.0,65,92,0.4
2021/08/01,15:00,31.5,0.0,60,193,0.2
2021/08/01,16:00,31.1,0.0,63,123,0.3
2021/08/01,17:00,30.0,0.0,68,128,0.4
2021/08/01,18:00,28.8,0.0,73,201,0.0
2021/08/01,19:00,26.8,0.0,89,329,0.1
2021/08/01,20:00,24.9,0.0,96,359,0.0
2021/08/01,21:00,24.0,0.0,97,222,0.0
2021/08/01,22:00,23.5,0.0,98,290,0.0
2021/08/01,23:00,23.1,0.0,99,340,0.0
2021/08/02,00:00,22.9,0.0,99,329,0.0
2021/08/02,01:00,22.6,0.0,99,302,0.0
2021/08/02,02:00,22.3,0.0,99,7,0.0
2021/08/02,03:00,22.1,0.0,99,330,0.0
2021/08/02,04:00,22.0,0.0,99,3,0.0
2021/08/02,05:00,21.8,0.0,99,325,0.0
2021/08/02,06:00,21.2,0.0,99,249,0.0
2021/08/02,07:00,20.8,0.0,100,314,0.0
2021/08/02,08:00,21.0,0.0,100,328,0.0
2021/08/02,09:00,21.8,0.0,99,112,0.1
2021/08/02,10:00,24.2,0.0,88,110,0.1
2021/08/02,11:00,28.4,0.0,73,174,0.1
2021/08/02,12:00,26.5,0.0,81,68,0.6
2021/08/02,13:00,29.8,0.0,72,265,0.2
2021/08/02,14:00,29.5,0.0,73,317,0.8
2021/08/02,15:00,30.3,0.0,67,131,0.2
2021/08/02,16:00,31.9,0.0,62,58,0.5
2021/08/02,17:00,31.2,0.0,63,311,0.2
2021/08/02,18:00,28.7,0.0,76,257,0.0
2021/08/02,19:00,26.3,0.0,92,328,0.1
2021/08/02,20:00,24.4,0.0,97,328,0.4
2021/08/02,21:00,23.4,0.0,98,301,0.0
2021/08/02,22:00,23.0,0.0,98,328,0.1
2021/08/02,23:00,22.9,0.0,98,308,0.2
2021/08/03,00:00,22.2,0.0,99,319,0.1
2021/08/03,01:00,21.3,0.0,99,300,0.1
2021/08/03,02:00,20.7,0.0,99,319,0.0
2021/08/03,03:00,20.1,0.0,99,324,0.0
2021/08/03,04:00,19.6,0.0,99,335,0.0
2021/08/03,05:00,19.2,0.0,99,14,0.0
2021/08/03,06:00,18.8,0.0,99,312,0.0
2021/08/03,07:00,18.7,0.0,100,306,0.0
2021/08/03,08:00,18.9,0.0,100,303,0.0
2021/08/03,09:00,20.2,0.0,99,172,0.0
2021/08/03,10:00,22.4,0.0,92,115,0.4
2021/08/03,11:00,26.5,0.0,77,111,0.1
2021/08/03,12:00,29.6,0.0,66,124,0.4
2021/08/03,13:00,31.7,0.0,59,86,0.4
2021/08/03,14:00,32.7,0.0,54,72,0.4
2021/08/03,15:00,33.0,0.0,52,122,0.5
2021/08/03,16:00,33.7,0.0,49,205,0.2
2021/08/03,17:00,32.9,0.0,53,125,0.2
2021/08/03,18:00,29.5,0.0,70,7,0.0
2021/08/03,19:00,26.6,0.0,90,314,0.0
2021/08/03,20:00,24.3,0.0,97,315,0.0
2021/08/03,21:00,22.9,0.0,98,329,0.0
2021/08/03,22:00,21.8,0.0,98,312,0.1
2021/08/03,23:00,21.2,0.0,99,314,0.1
2021/08/04,00:00,20.6,0.0,99,311,0.1
2021/08/04,01:00,20.0,0.0,99,323,0.0
2021/08/04,02:00,19.4,0.0,99,323,0.0
2021/08/04,03:00,19.0,0.0,99,328,0.0
2021/08/04,04:00,18.5,0.0,99,328,0.0
2021/08/04,05:00,18.3,0.0,99,305,0.0
2021/08/04,06:00,17.8,0.0,99,323,0.0
2021/08/04,07:00,17.4,0.0,99,330,0.0
2021/08/04,08:00,17.3,0.0,100,330,0.0
2021/08/04,09:00,18.6,0.0,100,23,0.0
2021/08/04,10:00,21.5,0.0,90,118,0.2
2021/08/04,11:00,25.4,0.0,76,73,0.4
2021/08/04,12:00,29.1,0.0,68,142,0.2
2021/08/04,13:00,31.6,0.0,58,118,0.3
2021/08/04,14:00,32.5,0.0,53,102,0.5
2021/08/04,15:00,33.2,0.0,49,91,0.5
2021/08/04,16:00,33.9,0.0,49,61,0.1
2021/08/04,17:00,32.6,0.0,52,132,0.1
2021/08/04,18:00,28.4,0.0,73,117,0.0
2021/08/04,19:00,25.5,0.0,90,319,0.2
2021/08/04,20:00,23.4,0.0,96,315,0.0
2021/08/04,21:00,22.2,0.0,98,314,0.0
2021/08/04,22:00,21.4,0.0,98,298,0.0
2021/08/04,23:00,20.8,0.0,99,318,0.0
2021/08/05,00:00,20.2,0.0,99,264,0.0
2021/08/05,01:00,19.7,0.0,99,324,0.0
2021/08/05,02:00,19.3,0.0,99,316,0.0
2021/08/05,03:00,18.8,0.0,99,297,0.0
2021/08/05,04:00,18.4,0.0,99,305,0.0
2021/08/05,05:00,18.1,0.0,99,322,0.0
2021/08/05,06:00,17.8,0.0,99,322,0.0
2021/08/05,07:00,17.6,0.0,99,311,0.0
2021/08/05,08:00,17.4,0.0,99,328,0.0
2021/08/05,09:00,18.7,0.0,99,297,0.0
2021/08/05,10:00,21.8,0.0,88,97,0.2
2021/08/05,11:00,26.1,0.0,76,102,0.3
2021/08/05,12:00,29.6,0.0,68,51,0.6
2021/08/05,13:00,32.2,0.0,56,169,0.4
2021/08/05,14:00,33.3,0.0,50,97,0.5
2021/08/05,15:00,33.9,0.0,48,115,0.6
2021/08/05,16:00,34.5,0.0,48,128,0.3
2021/08/05,17:00,32.7,0.0,52,250,0.0
2021/08/05,18:00,29.2,0.0,73,318,0.0
2021/08/05,19:00,26.0,0.0,90,312,0.0
2021/08/05,20:00,23.6,0.0,96,310,0.1
2021/08/05,21:00,22.4,0.0,98,294,0.4
2021/08/05,22:00,21.7,0.0,98,287,0.1
2021/08/05,23:00,21.0,0.0,99,268,0.0
2021/08/06,00:00,20.4,0.0,99,287,0.0
2021/08/06,01:00,19.8,0.0,99,315,0.0
2021/08/06,02:00,19.3,0.0,99,279,0.0
2021/08/06,03:00,18.8,0.0,99,287,0.0
2021/08/06,04:00,18.5,0.0,99,312,0.0
2021/08/06,05:00,18.2,0.0,99,313,0.0
2021/08/06,06:00,17.9,0.0,99,338,0.0
2021/08/06,07:00,17.6,0.0,99,324,0.0
2021/08/06,08:00,17.5,0.0,100,321,0.0
2021/08/06,09:00,18.9,0.0,100,348,0.0
2021/08/06,10:00,21.8,0.0,89,83,0.2
2021/08/06,11:00,26.0,0.0,77,125,0.3
2021/08/06,12:00,29.9,0.0,67,147,0.1
2021/08/06,13:00,32.5,0.0,57,153,0.1
2021/08/06,14:00,33.3,0.0,52,58,0.4
2021/08/06,15:00,34.1,0.0,48,143,0.4
2021/08/06,16:00,34.5,0.0,49,149,0.3
2021/08/06,17:00,33.5,0.0,48,50,0.4
2021/08/06,18:00,29.5,0.0,69,328,0.0
2021/08/06,19:00,26.4,0.0,90,315,0.2
2021/08/06,20:00,24.0,0.0,96,322,0.3
2021/08/06,21:00,22.8,0.0,97,317,0.0
2021/08/06,22:00,22.1,0.0,98,326,0.1
2021/08/06,23:00,21.5,0.0,98,277,0.0
2021/08/07,00:00,21.0,0.0,99,312,0.0
2021/08/07,01:00,20.6,0.0,99,317,0.0
2021/08/07,02:00,20.2,0.0,99,316,0.2
2021/08/07,03:00,20.1,0.0,99,324,0.0
2021/08/07,04:00,20.0,0.0,99,314,0.0
2021/08/07,05:00,20.0,0.0,99,312,0.0
2021/08/07,06:00,19.9,0.0,99,329,0.0
2021/08/07,07:00,19.6,0.0,99,321,0.0
2021/08/07,08:00,19.4,0.0,99,320,0.0
2021/08/07,09:00,20.9,0.0,99,105,0.0
2021/08/07,10:00,23.4,0.0,87,70,0.3
2021/08/07,11:00,27.5,0.0,74,49,0.5
2021/08/07,12:00,30.7,0.0,66,33,0.3
2021/08/07,13:00,33.1,0.0,58,134,0.2
2021/08/07,14:00,33.4,0.0,53,127,0.4
2021/08/07,15:00,34.3,0.0,50,107,0.5
2021/08/07,16:00,34.8,0.0,49,38,0.5
2021/08/07,17:00,33.7,0.0,51,346,0.4
2021/08/07,18:00,30.6,0.0,71,313,0.0
2021/08/07,19:00,27.9,0.0,89,315,0.0
2021/08/07,20:00,26.0,0.0,95,305,0.0
2021/08/07,21:00,24.8,0.0,97,322,0.0
2021/08/07,22:00,23.9,0.0,98,320,0.0
2021/08/07,23:00,23.1,0.0,99,318,0.0
2021/08/08,00:00,22.5,0.0,99,322,0.3
2021/08/08,01:00,22.0,0.0,99,265,0.0
2021/08/08,02:00,21.5,0.0,99,318,0.0
2021/08/08,03:00,21.0,0.0,99,331,0.1
2021/08/08,04:00,20.7,0.0,99,331,0.0
2021/08/08,05:00,20.3,0.0,99,327,0.0
2021/08/08,06:00,19.9,0.0,99,329,0.0
2021/08/08,07:00,19.6,0.0,99,329,0.0
2021/08/08,08:00,19.4,0.0,99,329,0.0
2021/08/08,09:00,20.7,0.0,100,323,0.0
2021/08/08,10:00,23.6,0.0,90,102,0.2
2021/08/08,11:00,27.9,0.0,75,97,0.4
2021/08/08,12:00,31.2,0.0,67,177,0.3
2021/08/08,13:00,33.5,0.0,57,21,0.9
2021/08/08,14:00,34.5,0.0,51,349,0.9
2021/08/08,15:00,34.4,0.0,49,337,1.0
2021/08/08,16:00,34.6,0.0,48,33,0.8
2021/08/08,17:00,34.1,0.0,52,355,0.3
2021/08/08,18:00,30.9,0.0,70,325,0.0
2021/08/08,19:00,28.2,0.0,88,313,0.0
2021/08/08,20:00,26.0,0.0,95,322,0.0
2021/08/08,21:00,24.7,0.0,97,325,0.0
2021/08/08,22:00,23.8,0.0,98,4,0.0
2021/08/08,23:00,23.1,0.0,99,319,0.0
2021/08/09,00:00,22.6,0.0,99,312,0.0
2021/08/09,01:00,22.1,0.0,99,315,0.0
2021/08/09,02:00,21.6,0.0,99,327,0.0
2021/08/09,03:00,21.2,0.0,99,321,0.0
2021/08/09,04:00,20.8,0.0,99,322,0.0
2021/08/09,05:00,20.5,0.0,99,322,0.0
2021/08/09,06:00,20.1,0.0,99,294,0.0
2021/08/09,07:00,19.9,0.0,99,315,0.0
2021/08/09,08:00,19.8,0.0,100,315,0.0
2021/08/09,09:00,21.2,0.0,100,166,0.0
2021/08/09,10:00,23.4,0.0,93,112,0.1
2021/08/09,11:00,27.5,0.0,78,120,0.1
2021/08/09,12:00,31.3,0.0,68,106,0.5
2021/08/09,13:00,33.8,0.0,57,69,0.4
2021/08/09,14:00,34.8,0.0,53,69,0.5
2021/08/09,15:00,34.9,0.0,54,96,0.1
2021/08/09,16:00,32.8,0.0,66,281,0.3
2021/08/09,17:00,34.2,0.0,56,66,0.1
2021/08/09,18:00,31.2,0.0,76,199,0.0
2021/08/09,19:00,28.2,0.0,89,316,0.2
2021/08/09,20:00,26.2,0.0,96,313,0.1
2021/08/09,21:00,24.9,0.0,98,343,0.0
2021/08/09,22:00,24.2,0.0,98,317,0.0
2021/08/09,23:00,23.7,0.0,99,20,0.0
2021/08/10,00:00,23.4,0.0,99,324,0.2
2021/08/10,01:00,23.0,0.0,99,40,0.0
2021/08/10,02:00,22.7,0.0,99,319,0.0
2021/08/10,03:00,22.4,0.0,99,323,0.1
2021/08/10,04:00,22.0,0.0,99,351,0.0
2021/08/10,05:00,21.7,0.0,99,324,0.0
2021/08/10,06:00,21.3,0.0,99,324,0.0
2021/08/10,07:00,21.2,0.0,99,277,0.0
2021/08/10,08:00,21.5,0.0,100,335,0.0
2021/08/10,09:00,22.5,0.0,99,310,0.0
2021/08/10,10:00,24.4,0.0,92,179,0.2
2021/08/10,11:00,28.3,0.0,76,196,0.1
2021/08/10,12:00,30.4,0.0,70,106,0.1
2021/08/10,13:00,32.6,0.0,65,176,0.3
2021/08/10,14:00,34.0,0.0,60,50,0.5
2021/08/10,15:00,33.8,0.0,64,286,0.2
2021/08/10,16:00,33.0,0.0,69,357,0.0
2021/08/10,17:00,30.1,0.0,79,39,0.2
2021/08/10,18:00,28.7,0.0,79,39,1.3
2021/08/10,19:00,28.1,0.0,80,359,0.0
