AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2022/03/01,00:00,24.2,0.0,100,280,0.0
2022/03/01,01:00,24.0,0.0,100,281,0.0
2022/03/01,02:00,23.6,0.0,100,315,0.0
2022/03/01,03:00,23.5,0.0,100,307,0.0
2022/03/01,04:00,23.6,0.0,100,309,0.0
2022/03/01,05:00,23.2,0.0,100,286,0.0
2022/03/01,06:00,23.0,0.0,100,329,0.0
2022/03/01,07:00,23.0,0.2,100,360,0.0
2022/03/01,08:00,23.2,0.0,100,283,0.0
2022/03/01,09:00,24.1,0.0,99,122,0.3
2022/03/01,10:00,26.2,0.0,90,94,0.6
2022/03/01,11:00,27.7,0.0,87,126,0.5
2022/03/01,12:00,30.0,0.0,80,143,0.4
2022/03/01,13:00,32.3,0.0,73,157,0.2
2022/03/01,14:00,33.4,0.0,72,89,0.4
2022/03/01,15:00,32.1,0.0,75,31,0.2
2022/03/01,16:00,29.5,0.6,81,206,0.3
2022/03/01,17:00,24.9,0.2,97,306,0.0
2022/03/01,18:00,24.5,0.0,98,112,0.0
2022/03/01,19:00,24.8,0.0,99,17,0.1
2022/03/01,20:00,24.3,0.0,98,201,0.0
2022/03/01,21:00,23.8,0.0,99,320,0.0
2022/03/01,22:00,23.6,0.0,99,313,0.0
2022/03/01,23:00,23.4,0.0,100,193,0.0
2022/03/02,00:00,23.3,0.0,100,120,0.0
2022/03/02,01:00,23.2,0.0,100,295,0.0
2022/03/02,02:00,23.3,0.0,100,346,0.0
2022/03/02,03:00,23.1,0.0,100,346,0.0
2022/03/02,04:00,23.0,0.0,100,241,0.0
2022/03/02,05:00,22.9,0.0,100,344,0.0
2022/03/02,06:00,22.8,0.0,100,344,0.0
2022/03/02,07:00,22.8,0.4,100,344,0.0
2022/03/02,08:00,22.9,0.2,100,340,0.0
2022/03/02,09:00,23.6,0.0,99,51,0.0
2022/03/02,10:00,24.6,0.0,95,113,0.2
2022/03/02,11:00,25.9,0.0,90,105,0.3
2022/03/02,12:00,27.6,0.0,84,169,0.1
2022/03/02,13:00,30.2,0.0,78,144,0.2
2022/03/02,14:00,31.3,0.0,75,109,0.3
2022/03/02,15:00,32.8,0.0,65,91,0.8
2022/03/02,16:00,33.7,0.0,65,87,0.5
2022/03/02,17:00,31.5,0.0,74,121,0.1
2022/03/02,18:00,29.8,0.0,83,12,0.1
2022/03/02,19:00,27.8,0.0,89,317,0.0
2022/03/02,20:00,25.9,S/D,96,S/D,S/D
2022/03/02,21:00,25.2,0.0,98,279,0.0
