AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2022/07/01,00:00,22.6,0.0,99,306,0.0
2022/07/01,01:00,22.1,0.0,99,313,0.0
2022/07/01,02:00,21.7,0.0,99,287,0.0
2022/07/01,03:00,21.4,0.0,100,351,0.0
2022/07/01,04:00,21.4,0.0,100,325,0.0
2022/07/01,05:00,21.2,0.0,100,284,0.0
2022/07/01,06:00,21.1,0.0,100,329,0.0
2022/07/01,07:00,21.0,0.0,100,329,0.0
2022/07/01,08:00,20.7,0.0,100,29,0.0
2022/07/01,09:00,21.7,0.0,99,111,0.0
2022/07/01,10:00,24.2,0.0,90,113,0.3
2022/07/01,11:00,28.4,0.0,77,151,0.3
2022/07/01,12:00,31.2,0.0,70,74,0.3
2022/07/01,13:00,33.3,0.0,64,35,0.3
2022/07/01,14:00,33.5,0.0,61,106,0.4
2022/07/01,15:00,34.5,0.0,57,103,0.4
2022/07/01,16:00,35.0,0.0,56,357,0.5
2022/07/01,17:00,33.2,0.0,63,170,0.0
2022/07/01,18:00,30.6,0.0,73,41,0.0
2022/07/01,19:00,28.4,0.0,89,314,0.0
2022/07/01,20:00,26.4,0.0,95,306,0.0
2022/07/01,21:00,25.4,0.0,98,322,0.0
2022/07/01,22:00,24.5,0.0,98,319,0.0
2022/07/01,23:00,24.0,0.0,99,269,0.0
2022/07/02,00:00,23.3,0.0,99,335,0.0
2022/07/02,01:00,22.8,0.0,99,278,0.0
2022/07/02,02:00,22.3,0.0,99,344,0.0
2022/07/02,03:00,22.0,0.0,100,322,0.0
2022/07/02,04:00,21.6,0.0,100,281,0.0
2022/07/02,05:00,21.5,0.0,100,313,0.0
2022/07/02,06:00,21.2,0.0,100,311,0.0
2022/07/02,07:00,21.0,0.0,100,311,0.0
2022/07/02,08:00,20.9,0.0,100,311,0.0
2022/07/02,09:00,21.9,0.0,100,255,0.0
2022/07/02,10:00,24.1,0.0,91,60,0.3
2022/07/02,11:00,28.6,0.0,77,207,0.1
2022/07/02,12:00,32.0,0.0,69,54,0.8
2022/07/02,13:00,33.8,0.0,61,81,0.4
2022/07/02,14:00,34.3,0.0,60,185,0.3
2022/07/02,15:00,34.3,0.0,58,156,0.4
2022/07/02,16:00,34.8,0.0,59,97,0.3
2022/07/02,17:00,31.9,0.0,75,318,0.0
2022/07/02,18:00,29.5,0.0,80,252,0.0
2022/07/02,19:00,28.0,0.0,92,271,0.0
2022/07/02,20:00,26.2,0.0,96,328,0.0
2022/07/02,21:00,25.1,0.0,98,296,0.0
2022/07/02,22:00,24.5,0.0,99,260,0.0
2022/07/02,23:00,23.9,0.0,99,329,0.0
2022/07/03,00:00,23.5,0.0,99,278,0.0
2022/07/03,01:00,23.2,0.0,99,313,0.0
2022/07/03,02:00,22.8,0.0,99,293,0.0
2022/07/03,03:00,22.8,0.0,99,293,0.0
2022/07/03,04:00,22.9,0.0,99,323,0.0
2022/07/03,05:00,22.8,0.0,99,304,0.0
2022/07/03,06:00,22.6,0.0,99,328,0.0
2022/07/03,07:00,22.1,0.0,100,333,0.0
2022/07/03,08:00,21.9,0.0,100,319,0.0
2022/07/03,09:00,22.7,0.0,100,300,0.0
2022/07/03,10:00,24.5,0.0,93,124,0.1
2022/07/03,11:00,27.8,0.0,80,75,0.1
2022/07/03,12:00,30.4,0.0,73,123,0.4
2022/07/03,13:00,33.0,0.0,65,161,0.2
