Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SANTA MARIA DE NANAY
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,ALTO NANAY
,Latitud :,3°53'20.61'',Longitud :,73°41'46.08'',Altitud :,94 msnm.
,Tipo :,HLM - Hidrológica,Código :,240001
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2024-05-01,7.96,7.95,7.94,7.93
2024-05-02,7.90,7.88,7.86,7.84
2024-05-03,7.76,7.75,7.74,7.73
2024-05-04,7.66,7.65,7.64,7.63
2024-05-05,7.63,7.65,7.67,7.69
2024-05-06,7.80,7.82,7.84,7.86
2024-05-07,7.86,7.87,7.88,7.89
2024-05-08,7.94,7.95,7.96,7.97
2024-05-09,8.02,7.98,7.96,7.94
2024-05-10,7.90,7.88,7.86,7.84
2024-05-11,7.78,7.78,7.78,7.78
2024-05-12,7.74,7.74,7.74,7.74
2024-05-13,7.68,7.66,7.64,7.62
2024-05-14,7.56,7.54,7.52,7.50
2024-05-15,7.44,7.44,7.44,7.44
2024-05-16,7.44,7.44,7.43,7.42
2024-05-17,7.40,7.42,7.44,7.46
2024-05-18,7.50,7.52,7.54,7.56
2024-05-19,7.60,7.62,7.64,7.66
2024-05-20,7.72,7.74,7.76,7.78
2024-05-21,7.84,7.86,7.88,7.90
2024-05-22,7.96,8.02,8.08,8.22
2024-05-23,8.16,8.16,8.16,8.26
2024-05-24,8.18,8.19,8.20,8.21
2024-05-25,8.24,8.25,8.26,8.27
2024-05-26,8.27,8.27,8.27,8.27
2024-05-27,8.30,8.30,8.30,8.30
2024-05-28,8.28,8.26,8.24,8.22
2024-05-29,8.20,8.20,8.20,8.20
2024-05-30,8.18,8.22,8.26,8.30
2024-05-31,8.40,8.42,8.44,8.46
