Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SANTA MARIA DE NANAY
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,ALTO NANAY
,Latitud :,3°53'20.61'',Longitud :,73°41'46.08'',Altitud :,94 msnm.
,Tipo :,HLM - Hidrológica,Código :,240001
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2018-11-01,6.40,6.51,6.59,6.72
2018-11-02,6.88,6.94,6.98,7.04
2018-11-03,7.15,7.18,7.21,7.24
2018-11-04,7.27,7.28,7.29,7.29
2018-11-05,7.32,7.33,7.34,7.35
2018-11-06,7.36,7.36,7.35,7.35
2018-11-07,7.35,7.35,7.35,7.34
2018-11-08,7.32,7.32,7.31,7.31
2018-11-09,7.31,7.31,7.31,7.31
2018-11-10,7.30,7.30,7.31,7.32
2018-11-11,7.35,7.37,7.37,7.37
2018-11-12,7.37,7.36,7.34,7.29
2018-11-13,7.05,7.02,6.99,6.97
2018-11-14,6.94,6.94,6.94,6.93
2018-11-15,6.92,6.92,6.92,6.91
2018-11-16,6.90,6.95,6.98,7.02
2018-11-17,7.07,7.12,7.13,7.18
2018-11-18,7.20,7.20,7.21,7.21
2018-11-19,7.22,7.23,7.24,7.26
2018-11-20,7.26,7.28,7.31,7.38
2018-11-21,7.49,7.49,7.49,7.48
2018-11-22,7.48,7.48,7.47,7.46
2018-11-23,7.45,7.44,7.43,7.42
2018-11-24,7.40,7.39,7.38,7.37
2018-11-25,7.36,7.34,7.32,7.28
2018-11-26,7.21,7.20,7.18,7.18
2018-11-27,7.16,7.16,7.16,7.16
2018-11-28,7.17,7.17,7.17,7.18
2018-11-29,7.18,7.20,7.21,7.22
2018-11-30,7.26,7.26,7.27,7.27
