Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : SANTA MARIA DE NANAY
,Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,ALTO NANAY
,Latitud :,3°53'20.61'',Longitud :,73°41'46.08'',Altitud :,94 msnm.
,Tipo :,HLM - Hidrológica,Código :,240001
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18
2018-04-01,8.06,8.08,8.10,8.11
2018-04-02,8.15,8.15,8.16,8.17
2018-04-03,8.15,8.18,8.18,8.19
2018-04-04,8.21,8.20,8.20,8.20
2018-04-05,8.20,8.21,8.21,8.21
2018-04-06,8.22,8.21,8.20,8.20
2018-04-07,8.19,8.19,8.18,8.17
2018-04-08,8.16,8.15,8.15,8.14
2018-04-09,8.13,8.10,8.10,8.09
2018-04-10,8.07,8.05,8.04,8.03
2018-04-11,8.01,7.97,7.96,7.94
2018-04-12,7.89,7.86,7.84,7.82
2018-04-13,7.76,7.75,7.63,7.69
2018-04-14,7.68,7.65,7.64,7.62
2018-04-15,7.59,7.57,7.54,7.59
2018-04-16,7.49,7.49,7.49,7.48
2018-04-17,7.47,7.47,7.49,7.48
2018-04-18,7.43,7.43,7.44,7.45
2018-04-19,7.45,7.46,7.46,7.47
2018-04-20,7.51,7.51,7.52,7.53
2018-04-21,7.55,7.55,7.56,7.57
2018-04-22,7.57,7.59,7.60,7.60
2018-04-23,7.62,7.62,7.62,7.63
2018-04-24,7.63,7.64,7.65,7.66
2018-04-25,7.68,7.69,7.69,7.70
2018-04-26,7.71,7.71,7.71,7.72
2018-04-27,7.73,7.75,7.76,7.77
2018-04-28,7.88,7.79,7.80,7.81
2018-04-29,7.88,7.89,7.90,7.91
2018-04-30,7.98,7.99,7.99,7.99
