Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : PUCALLPA
,Departamento :,UCAYALI,Provincia :,CORONEL PORTILLO,Distrito :,CALLARIA
,Latitud :,8°24'47.62'',Longitud :,74°34'18.67'',Altitud :,162 msnm.
,Tipo :,CP - Meteorológica,Código :,108021
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2019-08-01,33,20.2,67.4,0.0
2019-08-02,34.8,20,S/D,0.0
2019-08-03,28,S/D,70.1,0.0
2019-08-04,31.2,16,66.4,0.0
2019-08-05,28.8,16.4,58.8,0.0
2019-08-06,31,14.4,61.3,0.0
2019-08-07,33,15.4,61.2,0.0
2019-08-08,33.6,17.4,64.5,0.0
2019-08-09,33.6,19.4,67.9,0.0
2019-08-10,31,21,75.5,0.0
2019-08-11,32,21.4,79.4,0.0
2019-08-12,33.8,21,72.9,0.0
2019-08-13,33.4,22.2,74.9,0.0
2019-08-14,28.2,22,80.9,0.0
2019-08-15,31.8,17.2,77.8,0.0
2019-08-16,34,19,76.8,0.0
2019-08-17,34,18.8,74.9,0.0
2019-08-18,32,19.8,85.1,0.0
2019-08-19,34.8,21.8,77.8,0.0
2019-08-20,33.6,21.2,79.8,0.0
2019-08-21,27.8,21.2,94.7,0.0
2019-08-22,33,19.8,79.4,0.0
2019-08-23,34.8,20.8,69.2,0.0
2019-08-24,35,21,77.1,0.0
2019-08-25,34.8,23,79.7,0.0
2019-08-26,33.2,21.4,S/D,16.5
2019-08-27,28,21,S/D,0.3
2019-08-28,33,21.4,76.4,0.0
2019-08-29,34,22,72.0,0.0
2019-08-30,34.6,21.8,68.6,0.0
2019-08-31,35.8,21,58.9,0.0
