Fuente: SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:
* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación : PUCALLPA
,Departamento :,UCAYALI,Provincia :,CORONEL PORTILLO,Distrito :,CALLARIA
,Latitud :,8°24'47.62'',Longitud :,74°34'18.67'',Altitud :,162 msnm.
,Tipo :,CP - Meteorológica,Código :,108021
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2020-02-01,S/D,23.4,S/D,0.8
2020-02-02,33.2,23.2,S/D,0.0
2020-02-03,27.8,23.4,89.8,20.5
2020-02-04,32.6,23.4,77.6,0.0
2020-02-05,33.6,23,72.7,0.0
2020-02-06,32.6,24.6,78.7,0.0
2020-02-07,30.6,23.2,76.4,0.0
2020-02-08,33.2,23.4,74.2,0.0
2020-02-09,33.2,24.4,78.2,0.0
2020-02-10,32.2,23.4,86.5,20.1
2020-02-11,29.2,22.4,88.4,0.4
2020-02-12,31.8,23.4,S/D,0.0
2020-02-13,32.6,23.2,80.0,9.0
2020-02-14,31.8,24.2,77.0,0.0
2020-02-15,32.6,23.2,75.1,0.0
2020-02-16,30.8,23.8,S/D,0.0
2020-02-17,32.4,23.2,73.5,0.0
2020-02-18,32,23.6,S/D,5.1
2020-02-19,32.6,24.2,79.3,0.0
2020-02-20,32.4,23.6,80.9,0.0
2020-02-21,32.4,24.4,83.0,77.2
2020-02-22,24.8,23.4,89.9,3.2
2020-02-23,29.8,22,S/D,0.0
2020-02-24,31.4,21.4,81.6,0.0
2020-02-25,33.8,23,77.6,0.0
2020-02-26,32.8,23.4,80.7,0.0
2020-02-27,29,24.4,85.6,25.4
2020-02-28,29.8,23,87.8,0.0
2020-02-29,30.6,22.8,88.6,19.0
