AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2024-06-01,28.1,S/D,93.7,0.0
2024-06-02,32.6,S/D,79.9,0.0
2024-06-03,33.4,S/D,88.2,0.0
2024-06-04,27,S/D,94.7,0.0
2024-06-05,33.4,S/D,91.9,0.0
2024-06-06,32.6,S/D,92.6,0.0
2024-06-07,33.4,S/D,88.4,0.0
2024-06-08,33.7,S/D,89.3,0.0
2024-06-09,31.1,S/D,91.2,0.0
2024-06-10,32.4,S/D,91.9,16.4
2024-06-11,30,S/D,98.4,28.8
2024-06-12,32.6,S/D,93.1,16.6
2024-06-13,34,S/D,89.8,0.6
2024-06-14,33.1,S/D,93.0,0.0
2024-06-15,33.4,S/D,93.6,29.0
2024-06-16,30.6,S/D,91.1,0.0
2024-06-17,33.8,S/D,89.6,0.0
2024-06-18,34.2,S/D,89.3,0.0
2024-06-19,31.2,S/D,98.7,17.2
2024-06-20,31.8,S/D,93.1,4.5
2024-06-21,29,S/D,99.0,7.6
2024-06-22,33.6,S/D,91.3,0.0
2024-06-23,36.2,S/D,87.3,0.0
2024-06-24,34.6,S/D,89.3,0.0
2024-06-25,33.2,S/D,90.6,0.0
2024-06-26,33,S/D,92.0,0.0
2024-06-27,S/D,S/D,S/D,S/D
2024-06-28,33.6,S/D,89.9,0.0
2024-06-29,33.9,S/D,91.8,7.4
2024-06-30,34.1,S/D,88.4,2.2
