AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2020-06-01,S/D,S/D,89.2,8.2
2020-06-02,S/D,S/D,89.4,0.0
2020-06-03,S/D,S/D,90.9,0.0
2020-06-04,S/D,S/D,89.4,3.2
2020-06-05,S/D,S/D,90.0,3.9
2020-06-06,S/D,S/D,86.3,0.5
2020-06-07,S/D,S/D,85.5,0.0
2020-06-08,S/D,S/D,87.8,2.4
2020-06-09,S/D,S/D,81.7,1.3
2020-06-10,S/D,S/D,85.0,0.0
2020-06-11,S/D,S/D,82.9,0.0
2020-06-12,S/D,S/D,90.9,0.0
2020-06-13,S/D,S/D,86.4,0.0
2020-06-14,S/D,S/D,88.5,47.8
2020-06-15,S/D,S/D,89.4,22.2
2020-06-16,S/D,S/D,90.9,0.6
2020-06-17,S/D,S/D,87.3,0.0
2020-06-18,S/D,S/D,83.2,0.0
2020-06-19,S/D,S/D,87.6,2.3
2020-06-20,S/D,S/D,87.2,0.0
2020-06-21,S/D,S/D,90.6,2.4
2020-06-22,S/D,S/D,89.9,0.0
2020-06-23,S/D,S/D,89.0,0.0
2020-06-24,S/D,S/D,90.5,0.0
2020-06-25,S/D,S/D,83.8,28.7
2020-06-26,S/D,S/D,86.9,1.3
2020-06-27,S/D,S/D,88.5,0.0
2020-06-28,S/D,S/D,87.7,0.0
2020-06-29,S/D,S/D,89.0,0.0
2020-06-30,S/D,S/D,91.0,0.0
